Time,Voltage
03-01 07:01,13.5
03-01 07:11,13.5
03-01 07:21,13.6
03-01 07:31,14.9
03-01 07:41,14.9
03-01 07:51,15.0
03-01 08:01,14.9
03-01 08:11,15.1
03-01 08:21,15.2
03-01 08:31,15.2
03-01 08:41,15.3
03-01 08:51,15.4
03-01 09:01,15.2
03-01 09:11,15.1
03-01 09:21,14.7
03-01 09:31,42.6
03-01 09:41,40.5
03-01 09:51,38.4
03-01 10:01,43.2
03-01 10:11,42.7
03-01 10:21,39.5
03-01 10:31,41.6
03-01 10:41,34.7
03-01 10:51,36.2
03-01 11:01,30.5
03-01 11:11,39.9
03-01 11:21,39.6
03-01 11:31,42.1
03-01 11:41,39.0
03-01 11:51,42.6
03-01 12:00,41.9
03-01 12:10,42.5
03-01 12:20,42.7
03-01 12:30,41.2
03-01 12:40,15.3
03-01 12:50,15.3
03-01 13:00,15.0
03-01 13:10,15.0
03-01 13:20,14.9
03-01 13:30,14.9
03-01 13:40,14.5
03-01 13:50,15.1
03-01 14:00,14.9
03-01 14:10,14.8
03-01 14:20,15.0
03-01 14:30,14.4
03-01 14:40,14.4
03-01 14:50,16.1
03-01 15:00,16.0
03-01 15:10,15.8
03-01 15:20,15.2
03-01 15:30,15.1
03-01 15:40,15.1
03-01 15:50,15.0
03-01 16:00,14.8
03-01 16:10,14.9
03-01 16:20,15.0
03-01 16:30,15.0
03-01 16:40,15.0
03-01 16:50,14.8
03-01 17:00,14.9
03-01 17:10,14.9
03-01 17:20,26.6
03-01 17:30,13.7
03-01 17:40,13.6
03-01 17:50,13.5
03-01 18:00,13.4
03-01 18:10,9.8
03-01 18:20,2.6
03-01 18:30,0.6
03-01 18:40,0.1
03-01 18:50,0.1
03-01 19:00,0.1
03-01 19:10,0.1
03-01 19:20,0.1
03-01 19:30,0.1
03-01 19:40,0.1
03-01 19:50,0.1
03-01 20:00,0.1
03-01 20:10,0.1
03-01 20:20,0.1
03-01 20:30,0.1
03-01 20:40,0.1
03-01 20:50,0.1
03-01 21:00,0.1
03-01 21:10,0.1
03-01 21:20,0.1
03-01 21:30,0.1
03-01 21:40,0.1
03-01 21:50,0.1
03-01 22:00,0.1
03-01 22:10,0.0
03-01 22:20,0.0
03-01 22:30,0.1
03-01 22:40,0.0
03-01 22:50,0.1
03-01 23:00,0.1
03-01 23:10,0.0
03-01 23:20,0.0
03-01 23:30,0.0
03-01 23:40,0.0
03-01 23:50,0.0
03-02 00:00,0.0
03-02 00:10,-0.0
03-02 00:20,0.0
03-02 00:30,-0.0
03-02 00:40,0.0
03-02 00:50,0.0
03-02 01:00,-0.0
03-02 01:10,0.0
03-02 01:20,0.0
03-02 01:30,-0.0
03-02 01:40,-0.0
03-02 01:50,0.0
03-02 02:00,-0.0
03-02 02:11,0.0
03-02 02:21,-0.0
03-02 02:31,-0.0
03-02 02:41,0.0
03-02 02:51,-0.0
03-02 03:01,0.0
03-02 03:11,0.0
03-02 03:21,-0.0
03-02 03:31,0.0
03-02 03:41,0.0
03-02 03:51,0.0
03-02 04:01,0.0
03-02 04:11,-0.0
03-02 04:21,-0.0
03-02 04:31,0.0
03-02 04:41,0.0
03-02 04:51,0.0
03-02 05:01,-0.0
03-02 05:11,0.0
03-02 05:21,0.0
03-02 05:31,0.0
03-02 05:41,0.0
03-02 05:51,0.0
03-02 06:01,0.1
03-02 06:11,0.2
03-02 06:21,1.1
03-02 06:31,6.4
03-02 06:41,13.4
03-02 06:51,13.5
03-02 07:01,13.6
03-02 07:11,25.1
03-02 07:21,14.8
03-02 07:31,14.9
03-02 07:41,15.0
03-02 07:51,15.2
03-02 08:01,15.2
03-02 08:11,15.2
03-02 08:21,15.2
03-02 08:31,15.1
03-02 08:41,15.2
03-02 08:51,15.0
03-02 09:01,15.1
03-02 09:11,15.2
03-02 09:21,42.2
03-02 09:31,41.2
03-02 09:41,43.0
03-02 09:51,40.8
03-02 10:01,41.5
03-02 10:11,42.6
03-02 10:21,41.9
03-02 10:31,40.5
03-02 10:41,40.8
03-02 10:51,41.7
03-02 11:01,43.2
03-02 11:11,41.5
03-02 11:21,42.0
03-02 11:31,42.6
03-02 11:41,40.8
03-02 11:51,42.8
03-02 12:00,43.0
03-02 12:10,41.9
03-02 12:20,39.8
03-02 12:30,42.8
03-02 12:40,42.5
03-02 12:50,42.5
03-02 13:00,39.7
03-02 13:10,42.5
03-02 13:20,42.7
03-02 13:30,42.5
03-02 13:40,42.4
03-02 13:50,40.6
03-02 14:00,42.0
03-02 14:10,42.5
03-02 14:20,42.1
03-02 14:30,42.2
03-02 14:40,42.1
03-02 14:50,41.5
03-02 15:00,38.6
03-02 15:10,39.4
03-02 15:20,15.3
03-02 15:30,15.1
03-02 15:40,15.0
03-02 15:50,14.8
03-02 16:00,14.7
03-02 16:10,15.0
03-02 16:20,15.0
03-02 16:30,15.0
03-02 16:40,17.6
03-02 16:50,14.9
03-02 17:00,15.0
03-02 17:10,14.9
03-02 17:20,14.9
03-02 17:31,16.1
03-02 17:41,13.7
03-02 17:51,13.6
03-02 18:01,13.5
03-02 18:11,13.2
03-02 18:21,3.6
03-02 18:31,0.8
03-02 18:42,0.2
03-02 18:52,0.1
03-02 19:02,0.1
03-03 12:00,15.3
03-03 12:10,15.4
03-03 12:20,41.2
03-03 12:30,41.1
03-03 12:40,38.8
03-03 12:50,39.9
03-03 13:00,38.4
03-03 13:10,15.6
03-03 13:20,15.3
03-03 13:30,15.4
03-03 13:40,15.3
03-03 13:50,15.2
03-03 14:00,15.1
03-03 14:10,15.1
03-03 14:20,14.9
03-03 14:30,14.8
03-03 14:40,15.0
03-03 14:50,15.1
03-03 15:00,15.1
03-03 15:10,15.1
03-03 15:20,15.1
03-03 15:30,15.0
03-03 15:40,15.0
03-03 15:50,15.0
03-03 16:00,14.8
03-03 16:10,14.9
03-03 16:20,14.9
03-03 16:30,14.9
03-03 16:40,14.8
03-03 16:50,14.8
03-03 17:00,16.1
03-03 17:10,20.7
03-03 17:20,13.5
03-03 17:30,13.5
03-03 17:40,13.4
03-03 17:50,13.4
03-03 18:00,13.4
03-03 18:10,10.8
03-03 18:20,3.0
03-03 18:30,0.5
03-03 18:40,0.2
03-03 18:50,0.1
03-03 19:00,0.1
03-03 19:10,0.1
03-03 19:20,0.1
03-03 19:30,0.1
03-03 19:40,0.1
03-03 19:50,0.1
03-03 20:00,0.1
03-03 20:10,0.1
03-03 20:20,0.1
03-03 20:30,0.1
03-03 20:40,0.1
03-03 20:50,0.1
03-03 21:00,0.1
03-03 21:10,0.1
03-03 21:20,0.1
03-03 21:30,0.1
03-03 21:40,0.1
03-03 21:50,0.1
03-03 22:00,0.1
03-03 22:10,0.1
03-03 22:20,0.1
03-03 22:30,0.1
03-03 22:40,0.1
03-03 22:50,0.1
03-03 23:00,0.1
03-03 23:10,0.1
03-03 23:20,0.1
03-03 23:30,0.1
03-03 23:40,0.1
03-03 23:50,0.1
03-04 00:00,0.0
03-04 00:10,0.0
03-04 00:20,0.1
03-04 00:30,0.1
03-04 00:40,0.1
03-04 00:50,0.1
03-04 01:00,0.1
03-04 01:10,0.1
03-04 01:20,0.0
03-04 01:30,0.0
03-04 01:40,0.0
03-04 01:50,0.0
03-04 02:01,0.0
03-04 02:11,0.0
03-04 02:21,0.1
03-04 02:31,-0.0
03-04 02:41,0.1
03-04 02:51,0.0
03-04 03:01,-0.0
03-04 03:11,0.0
03-04 03:21,0.0
03-04 03:31,0.0
03-04 03:41,-0.0
03-04 03:51,0.0
03-04 04:01,0.0
03-04 04:11,0.0
03-04 04:21,-0.0
03-04 04:31,0.0
03-04 04:41,-0.0
03-04 04:51,0.0
03-04 05:01,0.0
03-04 05:11,0.0
03-04 05:21,0.0
03-04 05:31,0.0
03-04 05:41,0.0
03-04 05:51,0.0
03-04 06:01,0.1
03-04 06:11,0.3
03-04 06:21,1.9
03-04 06:31,7.8
03-04 06:41,13.4
03-04 06:51,13.4
03-04 07:01,13.5
03-04 07:11,13.5
03-04 07:21,13.6
03-04 07:31,23.4
03-04 07:41,17.6
03-04 07:51,13.6
03-04 08:01,14.7
03-04 08:11,14.3
03-04 08:21,14.2
03-04 08:31,14.1
03-04 08:41,14.2
03-04 08:51,15.7
03-04 09:01,15.9
03-04 09:11,15.9
03-04 09:21,15.9
03-04 09:31,16.0
03-04 09:41,16.0
03-04 09:51,15.2
03-04 10:01,15.1
03-04 10:11,15.0
03-04 10:21,14.9
03-04 10:31,15.0
03-04 10:41,15.2
03-04 10:51,15.2
03-04 11:01,15.3
03-04 11:11,15.3
03-04 11:21,15.2
03-04 11:31,15.2
03-04 11:41,15.2
03-04 11:51,15.3
03-04 12:00,15.2
03-04 12:10,15.2
03-04 12:20,15.1
03-04 12:30,15.1
03-04 12:40,15.1
03-04 12:50,14.9
03-04 13:00,15.0
03-04 13:10,14.9
03-04 13:20,15.2
03-04 13:30,15.2
03-04 13:40,15.2
03-04 13:50,15.3
03-04 14:00,15.2
03-04 14:10,15.0
03-04 14:20,14.9
03-04 14:30,14.9
03-04 14:40,15.2
03-04 14:50,15.2
03-04 15:00,15.2
03-04 15:10,15.2
03-04 15:20,15.2
03-04 15:30,15.1
03-04 15:40,15.1
03-04 15:50,15.1
03-04 16:00,15.1
03-04 16:10,15.1
03-04 16:20,15.0
03-04 16:30,15.0
03-04 16:40,14.9
03-04 16:50,14.9
03-04 17:00,14.9
03-04 17:10,20.9
03-04 17:20,13.7
03-04 17:30,13.6
03-04 17:40,13.6
03-04 17:50,13.5
03-04 18:00,13.5
03-04 18:10,12.6
03-04 18:20,4.4
03-04 18:30,0.8
03-04 18:40,0.2
03-04 18:50,0.1
03-04 19:00,0.1
03-04 19:10,0.1
03-04 19:20,0.1
03-04 19:30,0.1
03-04 19:40,0.1
03-04 19:50,0.1
03-04 20:00,0.1
03-04 20:10,0.1
03-04 20:20,0.1
03-04 20:30,0.1
03-04 20:40,0.1
03-04 20:50,0.1
03-04 21:00,0.1
03-04 21:10,0.1
03-04 21:20,0.1
03-04 21:30,0.1
03-04 21:40,0.1
03-04 21:50,0.1
03-04 22:00,0.1
03-04 22:10,0.1
03-04 22:20,0.1
03-04 22:30,0.1
03-04 22:40,0.1
03-04 22:50,0.1
03-04 23:00,0.1
03-04 23:10,0.1
03-04 23:20,0.1
03-04 23:30,0.1
03-04 23:40,0.1
03-04 23:50,0.1
03-05 00:00,0.0
03-05 00:10,0.0
03-05 00:20,0.1
03-05 00:30,0.0
03-05 00:40,0.0
03-05 00:50,0.0
03-05 01:00,0.0
03-05 01:10,0.1
03-05 01:20,0.0
03-05 01:30,0.0
03-05 01:40,0.0
03-05 01:50,0.0
03-05 02:00,0.1
03-05 02:11,0.1
03-05 02:21,0.1
03-05 02:31,0.0
03-05 02:41,0.0
03-05 02:51,0.0
03-05 03:01,0.0
03-05 03:11,0.0
03-05 03:21,0.0
03-05 03:31,0.0
03-05 03:41,0.0
03-05 03:51,0.0
03-05 04:01,0.0
03-05 04:11,0.0
03-05 04:21,0.0
03-05 04:31,0.0
03-05 04:41,0.0
03-05 04:51,0.0
03-05 05:01,0.1
03-05 05:11,0.0
03-05 05:21,0.1
03-05 05:31,0.0
03-05 05:41,0.0
03-05 05:51,0.1
03-05 06:01,0.1
03-05 06:11,0.3
03-05 06:21,1.8
03-05 06:31,7.6
03-05 06:41,13.4
03-05 06:51,13.5
03-05 07:01,13.6
03-05 07:11,13.6
03-05 07:21,14.5
03-05 07:31,20.5
03-05 07:41,14.1
03-05 07:51,16.8
03-05 08:01,16.8
03-05 08:11,14.4
03-05 08:21,18.9
03-05 08:31,20.2
03-05 08:41,27.8
03-05 08:51,15.9
03-05 09:01,17.0
03-05 09:11,24.9
03-05 09:21,17.6
03-05 09:31,16.0
03-05 09:41,15.9
03-05 09:51,14.9
03-05 10:01,14.7
03-05 10:11,14.5
03-05 10:21,14.4
03-05 10:31,14.3
03-05 10:41,14.3
03-05 10:51,14.4
03-05 11:01,14.4
03-05 11:11,14.5
03-05 11:21,14.5
03-05 11:31,14.5
03-05 11:41,14.4
03-05 11:51,15.3
03-05 12:00,15.8
03-05 12:10,15.9
03-05 12:20,16.2
03-05 12:30,16.2
03-05 12:40,16.3
03-05 12:50,26.6
03-05 13:00,16.2
03-05 13:10,16.3
03-05 13:20,20.0
03-05 13:30,16.1
03-05 13:40,41.6
03-05 13:50,39.8
03-05 14:00,41.6
03-05 14:10,42.0
03-05 14:20,42.0
03-05 14:30,41.2
03-05 14:40,40.5
03-05 14:50,14.5
03-05 15:00,35.4
03-05 15:10,32.2
03-05 15:20,15.2
03-05 15:30,15.1
03-05 15:40,41.5
03-05 15:50,41.0
03-05 16:00,40.5
03-05 16:10,40.1
03-05 16:20,38.1
03-05 16:30,38.2
03-05 16:40,38.4
03-05 16:50,37.4
03-05 17:00,37.8
03-05 17:10,36.8
03-05 17:20,35.0
03-05 17:30,28.3
03-05 17:40,13.5
03-05 17:50,13.4
03-05 18:00,13.5
03-05 18:10,13.5
03-05 18:20,7.4
03-05 18:30,1.2
03-05 18:40,0.3
03-05 18:50,0.1
03-05 19:00,0.1
03-05 19:10,0.1
03-05 19:20,0.1
03-05 19:30,0.1
03-05 19:40,0.0
03-05 19:50,0.1
03-05 20:00,0.1
03-05 20:00,0.1
03-05 20:11,0.1
03-05 20:11,0.1
03-05 20:11,0.1
03-05 20:11,0.1
03-05 20:11,0.1
03-05 20:11,0.1
03-05 20:21,0.1
03-05 20:31,0.1
03-05 20:41,0.2
03-05 20:51,0.1
03-05 21:01,0.1
03-05 21:11,0.1
03-05 21:21,0.1
03-05 21:31,0.1
03-05 21:41,0.1
03-05 21:51,0.1
03-05 22:01,0.1
03-05 22:11,0.1
03-05 22:21,0.2
03-05 22:31,0.1
03-05 22:41,0.1
03-05 22:51,0.1
03-05 23:01,0.1
03-05 23:11,0.1
03-05 23:21,0.1
03-05 23:31,0.1
03-05 23:41,0.1
03-05 23:51,0.1
03-06 00:01,0.1
03-06 00:11,0.2
03-06 00:21,0.1
03-06 00:31,0.2
03-06 00:41,0.2
03-06 00:51,0.1
03-06 01:01,0.1
03-06 01:11,0.1
03-06 01:21,0.1
03-06 01:31,0.1
03-06 01:41,0.1
03-06 01:51,0.0
03-06 02:01,0.1
03-06 02:11,0.1
03-06 02:21,0.1
03-06 02:31,0.1
03-06 02:41,0.0
03-06 02:52,0.1
03-06 03:02,0.0
03-06 03:12,0.0
03-06 03:22,0.0
03-06 03:32,0.0
03-06 03:42,0.0
03-06 03:52,0.0
03-06 04:02,0.0
03-06 04:12,0.0
03-06 04:22,0.0
03-06 04:32,0.1
03-06 04:42,0.0
03-06 04:52,0.0
03-06 05:02,0.1
03-06 05:12,0.0
03-06 05:22,0.0
03-06 05:32,0.0
03-06 05:42,0.0
03-06 05:52,0.0
03-06 06:02,0.2
03-06 06:12,1.2
03-06 06:22,7.3
03-06 06:32,13.5
03-06 06:42,13.6
03-06 06:52,13.6
03-06 07:02,13.7
03-06 07:12,21.9
03-06 07:22,15.7
03-06 07:32,15.0
03-06 07:42,15.1
03-06 07:52,15.1
03-06 08:02,15.1
03-06 08:12,15.2
03-06 08:22,15.2
03-06 08:32,15.2
03-06 08:42,15.3
03-06 08:52,14.8
03-06 09:02,15.6
03-06 09:12,15.6
03-06 09:22,42.3
03-06 09:32,41.7
03-06 09:42,40.1
03-06 09:52,43.0
03-06 10:02,41.0
03-06 10:12,39.9
03-06 10:22,42.6
03-06 10:32,42.4
03-06 10:42,42.2
03-06 10:52,40.4
03-06 11:02,42.5
03-06 11:12,42.2
03-06 11:22,42.0
03-06 11:32,40.5
03-06 11:42,41.2
03-06 11:52,41.5
03-06 12:00,42.0
03-06 12:10,41.4
03-06 12:20,40.6
03-06 12:30,42.2
03-06 12:40,41.2
03-06 12:50,40.5
03-06 13:00,40.2
03-06 13:10,35.9
03-06 13:20,15.1
03-06 13:30,14.8
03-06 13:40,15.3
03-06 13:50,18.9
03-06 14:00,14.9
03-06 14:10,14.5
03-06 14:20,14.7
03-06 14:30,15.4
03-06 14:40,15.2
03-06 14:50,20.1
03-06 15:00,14.9
03-06 15:10,14.7
03-06 15:20,15.1
03-06 15:30,15.2
03-06 15:40,15.3
03-06 15:50,23.0
03-06 16:00,15.1
03-06 16:10,15.1
03-06 16:20,15.0
03-06 16:30,14.9
03-06 16:40,14.8
03-06 16:50,27.4
03-06 17:00,15.0
03-06 17:10,15.0
03-06 17:20,14.9
03-06 17:30,14.8
03-06 17:40,25.3
03-06 17:50,13.5
03-06 18:00,13.4
03-06 18:10,13.4
03-06 18:20,6.9
03-06 18:30,1.7
03-06 18:40,0.3
03-06 18:50,0.1
03-06 19:00,0.1
03-06 19:10,0.1
03-06 19:20,0.1
03-06 19:30,0.1
03-06 19:40,0.1
03-06 19:50,0.1
03-06 20:00,0.1
03-06 20:10,0.1
03-06 20:20,0.1
03-06 20:30,0.1
03-06 20:40,0.1
03-06 20:50,0.1
03-06 21:00,0.1
03-06 21:10,0.1
03-06 21:20,0.1
03-06 21:30,0.1
03-06 21:40,0.1
03-06 21:50,0.1
03-06 22:00,0.1
03-06 22:10,0.1
03-06 22:20,0.1
03-06 22:30,0.0
03-06 22:41,0.1
03-06 22:51,0.1
03-06 23:01,0.0
03-06 23:11,0.1
03-06 23:21,0.1
03-06 23:31,0.1
03-06 23:41,0.1
03-06 23:51,0.1
03-07 00:01,0.1
03-07 00:11,0.1
03-07 00:21,0.1
03-07 00:31,0.1
03-07 00:41,0.0
03-07 00:51,0.0
03-07 01:01,0.0
03-07 01:11,0.0
03-07 01:21,0.0
03-07 01:31,0.0
03-07 01:41,0.0
03-07 01:51,-0.0
03-07 02:01,0.0
03-07 02:11,0.0
03-07 02:21,0.0
03-07 02:31,0.0
03-07 02:41,0.0
03-07 02:51,0.0
03-07 03:01,0.0
03-07 03:11,0.0
03-07 03:21,0.1
03-07 03:31,0.0
03-07 03:41,0.0
03-07 03:51,0.1
03-07 04:01,0.0
03-07 04:11,0.0
03-07 04:21,0.0
03-07 04:31,0.1
03-07 04:41,0.0
03-07 04:51,0.0
03-07 05:01,0.1
03-07 05:11,0.1
03-07 05:21,0.0
03-07 05:31,0.0
03-07 05:41,0.1
03-07 05:51,0.1
03-07 06:01,0.2
03-07 06:11,1.0
03-07 06:21,5.4
03-07 06:31,13.3
03-07 06:41,13.4
03-07 06:51,13.5
03-07 07:01,13.7
03-07 07:11,21.6
03-07 07:21,15.7
03-07 07:31,14.9
03-07 07:41,14.9
03-07 07:51,15.1
03-07 08:01,15.0
03-07 08:11,15.0
03-07 08:21,19.9
03-07 08:31,15.3
03-07 08:41,15.2
03-07 08:51,15.1
03-07 09:01,15.1
03-07 09:11,15.1
03-07 09:21,23.1
03-07 09:31,15.2
03-07 09:41,15.3
03-07 09:51,15.5
03-07 10:01,15.9
03-07 10:11,42.1
03-07 10:21,42.1
03-07 10:31,41.1
03-07 10:41,41.2
03-07 10:51,41.4
03-07 11:01,42.4
03-07 11:11,42.3
03-07 11:21,41.7
03-07 11:31,41.8
03-07 11:41,41.0
03-07 11:51,41.8
03-07 12:00,42.0
03-07 12:10,41.4
03-07 12:20,41.1
03-07 13:10,15.6
03-07 13:10,15.6
03-07 13:10,15.6
03-07 13:10,15.6
03-07 13:10,15.6
03-07 13:10,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.7
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.6
03-07 13:11,15.7
03-07 13:11,15.7
03-07 13:11,15.7
03-07 13:11,15.7
03-07 13:11,15.7
03-07 13:11,15.7
03-07 13:11,15.7
03-07 13:11,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:12,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:13,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:14,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.7
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:15,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.8
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:16,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:17,15.7
03-07 13:27,15.8
03-07 13:37,15.6
03-07 13:47,15.6
03-07 13:57,15.8
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
03-07 15:01,41.5
