Time, Leisure, Van
03-01 11:31,13.9,13.8
03-01 11:41,13.9,13.9
03-01 11:51,14.0,14.0
03-01 12:00,13.9,13.9
03-01 12:10,13.9,13.9
03-01 12:20,13.9,13.9
03-01 12:30,13.9,13.8
03-01 12:40,13.6,13.6
03-01 12:50,13.6,13.5
03-01 13:00,13.4,13.3
03-01 13:10,13.3,13.3
03-01 13:20,13.2,13.2
03-01 13:30,13.2,13.2
03-01 13:40,13.4,13.3
03-01 13:50,13.3,13.3
03-01 14:00,13.2,13.2
03-01 14:10,13.1,13.1
03-01 14:20,13.2,13.2
03-01 14:30,13.4,13.3
03-01 14:40,13.3,13.3
03-01 14:50,14.3,14.2
03-01 15:00,14.2,14.2
03-01 15:10,14.1,14.1
03-01 15:20,13.5,13.5
03-01 15:30,13.4,13.4
03-01 15:40,13.4,13.3
03-01 15:50,13.2,13.2
03-01 16:00,13.1,13.1
03-01 16:10,13.3,13.2
03-01 16:20,13.4,13.3
03-01 16:30,13.4,13.4
03-01 16:40,13.4,13.4
03-01 16:50,13.4,13.3
03-01 17:00,13.4,13.4
03-01 17:10,13.4,13.4
03-01 17:20,13.4,13.4
03-01 17:30,13.4,13.4
03-01 17:40,13.4,13.4
03-01 17:50,13.4,13.3
03-01 18:00,13.4,13.3
03-01 18:10,13.3,13.3
03-01 18:20,13.4,13.3
03-01 18:30,13.4,13.3
03-01 18:40,13.4,13.3
03-01 18:50,13.4,13.3
03-01 19:00,13.4,13.3
03-01 19:10,13.4,13.3
03-01 19:20,13.4,13.3
03-01 19:30,13.4,13.3
03-01 19:40,13.4,13.3
03-01 19:50,13.3,13.3
03-01 20:00,13.4,13.3
03-01 20:10,13.4,13.3
03-01 20:20,13.4,13.3
03-01 20:30,13.4,13.3
03-01 20:40,13.4,13.3
03-01 20:50,13.4,13.3
03-01 21:00,13.4,13.3
03-01 21:10,13.4,13.3
03-01 21:20,13.4,13.3
03-01 21:30,13.4,13.3
03-01 21:40,13.4,13.3
03-01 21:50,13.4,13.3
03-01 22:00,13.4,13.4
03-01 22:10,13.3,13.3
03-01 22:20,13.4,13.3
03-01 22:30,13.4,13.3
03-01 22:40,13.3,13.3
03-01 22:50,13.4,13.3
03-01 23:00,13.4,13.3
03-01 23:10,13.3,13.3
03-01 23:20,13.4,13.3
03-01 23:30,13.4,13.3
03-01 23:40,13.4,13.3
03-01 23:50,13.3,13.3
03-02 00:00,13.3,13.3
03-02 00:10,13.3,13.3
03-02 00:20,13.3,13.3
03-02 00:30,13.3,13.3
03-02 00:40,13.4,13.3
03-02 00:50,13.4,13.3
03-02 01:00,13.3,13.3
03-02 01:10,13.4,13.3
03-02 01:20,13.4,13.3
03-02 01:30,13.4,13.3
03-02 01:40,13.4,13.3
03-02 01:50,13.4,13.3
03-02 02:00,13.4,13.3
03-02 02:11,13.4,13.3
03-02 02:21,13.4,13.3
03-02 02:31,13.4,13.3
03-02 02:41,13.4,13.3
03-02 02:51,13.3,13.3
03-02 03:01,13.4,13.3
03-02 03:11,13.4,13.3
03-02 03:21,13.3,13.3
03-02 03:31,13.4,13.3
03-02 03:41,13.4,13.3
03-02 03:51,13.4,13.3
03-02 04:01,13.4,13.3
03-02 04:11,13.3,13.3
03-02 04:21,13.3,13.3
03-02 04:31,13.4,13.3
03-02 04:41,13.4,13.3
03-02 04:51,13.4,13.3
03-02 05:01,13.3,13.3
03-02 05:11,13.3,13.3
03-02 05:21,13.4,13.3
03-02 05:31,13.4,13.3
03-02 05:41,13.4,13.3
03-02 05:51,13.3,13.3
03-02 06:01,13.3,13.3
03-02 06:11,13.4,13.3
03-02 06:21,13.3,13.3
03-02 06:31,13.4,13.3
03-02 06:41,13.4,13.3
03-02 06:51,13.4,13.3
03-02 07:01,13.3,13.3
03-02 07:11,13.3,13.3
03-02 07:21,13.3,13.3
03-02 07:31,13.4,13.3
03-02 07:41,13.4,13.4
03-02 07:51,13.5,13.4
03-02 08:01,13.5,13.5
03-02 08:11,13.5,13.4
03-02 08:21,13.5,13.4
03-02 08:31,13.4,13.3
03-02 08:41,13.4,13.4
03-02 08:51,13.3,13.3
03-02 09:01,13.4,13.3
03-02 09:11,14.0,14.0
03-02 09:21,14.6,14.5
03-02 09:31,14.5,14.5
03-02 09:41,14.5,14.4
03-02 09:51,14.6,14.5
03-02 10:01,14.4,14.4
03-02 10:11,14.6,14.5
03-02 10:21,14.4,14.3
03-02 10:31,14.4,14.4
03-02 10:41,14.5,14.5
03-02 10:51,14.6,14.6
03-02 11:01,14.6,14.5
03-02 11:11,14.4,14.3
03-02 11:21,13.8,13.8
03-02 11:31,13.8,13.8
03-02 11:41,13.8,13.8
03-02 11:51,13.8,13.9
03-02 12:00,13.8,13.8
03-02 12:10,13.9,13.8
03-02 12:20,13.8,13.7
03-02 12:30,13.8,13.8
03-02 12:40,13.8,13.8
03-02 12:50,13.8,13.8
03-02 13:00,13.8,13.7
03-02 13:10,13.9,13.8
03-02 13:20,13.8,13.8
03-02 13:30,13.8,13.7
03-02 13:40,13.7,13.8
03-02 13:50,13.8,13.7
03-02 14:00,13.8,13.7
03-02 14:10,13.8,13.7
03-02 14:20,13.7,13.7
03-02 14:30,13.8,13.8
03-02 14:40,13.8,13.8
03-02 14:50,13.8,13.8
03-02 15:00,13.8,13.7
03-02 15:10,13.8,13.8
03-02 15:20,13.6,13.5
03-02 15:30,13.4,13.4
03-02 15:40,13.3,13.2
03-02 15:50,13.2,13.1
03-02 16:00,13.1,13.0
03-02 16:10,13.3,13.3
03-02 16:20,13.4,13.3
03-02 16:30,13.4,13.4
03-02 16:40,13.4,13.4
03-02 16:50,13.4,13.3
03-02 17:10,9.2,13.4
03-02 17:20,9.4,13.3
03-02 17:31,9.3,13.4
03-02 17:41,9.2,13.4
03-02 17:51,9.6,13.3
03-02 18:01,9.7,13.3
03-02 18:11,10.2,13.3
03-02 18:21,10.1,13.3
03-02 18:31,10.1,13.4
03-02 18:42,11.2,14.1
03-02 18:52,10.7,14.2
03-02 19:02,11.4,14.2
03-03 12:00,13.5,13.5
03-03 12:10,13.6,13.6
03-03 12:20,14.6,14.6
03-03 12:30,14.6,14.6
03-03 12:40,14.5,14.5
03-03 12:50,14.7,14.7
03-03 13:00,14.6,14.6
03-03 13:10,13.8,13.8
03-03 13:20,13.5,13.5
03-03 13:30,13.6,13.6
03-03 13:40,13.6,13.5
03-03 13:50,13.4,13.4
03-03 14:00,13.4,13.4
03-03 14:10,13.3,13.3
03-03 14:20,13.2,13.2
03-03 14:30,13.1,13.1
03-03 14:40,13.3,13.3
03-03 14:50,13.4,13.4
03-03 15:00,13.3,13.4
03-03 15:10,13.4,13.4
03-03 15:20,13.3,13.4
03-03 15:30,13.3,13.3
03-03 15:40,13.2,13.3
03-03 15:50,13.3,13.3
03-03 16:00,13.2,13.2
03-03 16:10,13.3,13.3
03-03 16:20,13.3,13.3
03-03 16:30,13.3,13.3
03-03 16:40,13.3,13.3
03-03 16:50,13.3,13.3
03-03 17:00,13.3,13.2
03-03 17:10,13.2,13.2
03-03 17:20,13.2,13.2
03-03 17:30,13.3,13.2
03-03 17:40,13.2,13.2
03-03 17:50,13.3,13.2
03-03 18:00,13.3,13.2
03-03 18:10,13.3,13.2
03-03 18:20,13.3,13.2
03-03 18:30,13.3,13.2
03-03 18:40,13.3,13.3
03-03 18:50,13.3,13.2
03-03 19:00,13.3,13.2
03-03 19:10,13.4,13.3
03-03 19:20,13.3,13.2
03-03 19:30,13.3,13.2
03-03 19:40,13.3,13.2
03-03 19:50,13.3,13.2
03-03 20:00,13.3,13.3
03-03 20:10,13.3,13.2
03-03 20:20,13.3,13.2
03-03 20:30,13.3,13.3
03-03 20:40,13.2,13.2
03-03 20:50,13.3,13.2
03-03 21:00,13.3,13.2
03-03 21:10,13.3,13.2
03-03 21:20,13.3,13.3
03-03 21:30,13.3,13.3
03-03 21:40,13.3,13.3
03-03 21:50,13.2,13.2
03-03 22:00,13.3,13.3
03-03 22:10,13.3,13.2
03-03 22:20,13.3,13.2
03-03 22:30,13.3,13.2
03-03 22:40,13.3,13.3
03-03 22:50,13.2,13.2
03-03 23:00,13.3,13.3
03-03 23:10,13.3,13.3
03-03 23:20,13.3,13.3
03-03 23:30,13.3,13.3
03-03 23:40,13.3,13.3
03-03 23:50,13.3,13.3
03-04 00:00,13.2,13.3
03-04 00:10,13.2,13.2
03-04 00:20,13.2,13.3
03-04 00:30,13.3,13.3
03-04 00:40,13.3,13.3
03-04 00:50,13.3,13.3
03-04 01:00,13.3,13.3
03-04 01:10,13.3,13.3
03-04 01:20,13.2,13.3
03-04 01:30,13.2,13.3
03-04 01:40,13.2,13.3
03-04 01:50,13.3,13.3
03-04 02:01,13.3,13.3
03-04 02:11,13.2,13.3
03-04 02:21,13.2,13.3
03-04 02:31,13.2,13.2
03-04 02:41,13.3,13.3
03-04 02:51,13.3,13.3
03-04 03:01,13.3,13.3
03-04 03:11,13.3,13.3
03-04 03:21,13.3,13.3
03-04 03:31,13.3,13.3
03-04 03:41,13.2,13.2
03-04 03:51,13.3,13.3
03-04 04:01,13.3,13.3
03-04 04:11,13.3,13.3
03-04 04:21,13.3,13.3
03-04 04:31,13.3,13.3
03-04 04:41,13.3,13.3
03-04 04:51,13.3,13.3
03-04 05:01,13.3,13.3
03-04 05:11,13.3,13.3
03-04 05:21,13.3,13.2
03-04 05:31,13.3,13.3
03-04 05:41,13.3,13.3
03-04 05:51,13.3,13.3
03-04 06:01,13.3,13.3
03-04 06:11,13.3,13.3
03-04 06:21,13.3,13.3
03-04 06:31,13.3,13.3
03-04 06:41,13.3,13.3
03-04 06:51,13.3,13.3
03-04 07:01,13.3,13.3
03-04 07:11,13.3,13.2
03-04 07:21,13.3,13.3
03-04 07:31,13.3,13.3
03-04 07:41,13.4,13.3
03-04 07:51,13.3,13.3
03-04 08:01,13.2,13.1
03-04 08:11,12.8,12.8
03-04 08:21,12.7,12.7
03-04 08:31,12.6,12.6
03-04 08:41,12.6,12.6
03-04 08:51,14.1,14.0
03-04 09:01,14.2,14.1
03-04 09:11,14.2,14.2
03-04 09:21,14.2,14.2
03-04 09:31,14.3,14.2
03-04 09:41,14.3,14.2
03-04 09:51,13.5,13.5
03-04 10:01,13.4,13.4
03-04 10:11,13.3,13.2
03-04 10:21,13.2,13.2
03-04 10:31,13.3,13.3
03-04 10:41,13.4,13.4
03-04 10:51,13.5,13.5
03-04 11:01,13.5,13.5
03-04 11:11,13.5,13.5
03-04 11:21,13.5,13.5
03-04 11:31,13.5,13.5
03-04 11:41,13.5,13.5
03-04 11:51,13.4,13.5
03-04 12:00,13.4,13.4
03-04 12:10,13.4,13.4
03-04 12:20,13.3,13.3
03-04 12:30,13.4,13.3
03-04 12:40,13.3,13.3
03-04 12:50,13.2,13.2
03-04 13:00,13.2,13.2
03-04 13:10,13.2,13.2
03-04 13:20,13.5,13.4
03-04 13:30,13.5,13.5
03-04 13:40,13.5,13.5
03-04 13:50,13.5,13.5
03-04 14:00,13.5,13.4
03-04 14:10,13.3,13.3
03-04 14:20,13.2,13.2
03-04 14:30,13.2,13.1
03-04 14:40,13.4,13.4
03-04 14:50,13.5,13.4
03-04 15:00,13.5,13.5
03-04 15:10,13.5,13.5
03-04 15:20,13.5,13.5
03-04 15:30,13.4,13.4
03-04 15:40,13.4,13.4
03-04 15:50,13.4,13.4
03-04 16:00,13.5,13.4
03-04 16:10,13.5,13.4
03-04 16:20,13.4,13.4
03-04 16:30,13.4,13.4
03-04 16:40,13.4,13.4
03-04 16:50,13.4,13.4
03-04 17:00,13.4,13.4
03-04 17:10,13.4,13.4
03-04 17:20,13.4,13.4
03-04 17:30,13.4,13.3
03-04 17:40,13.4,13.3
03-04 17:50,13.3,13.3
03-04 18:00,13.4,13.3
03-04 18:10,13.4,13.3
03-04 18:20,13.4,13.3
03-04 18:30,13.4,13.4
03-04 18:40,13.4,13.4
03-04 18:50,13.4,13.4
03-04 19:00,13.4,13.4
03-04 19:10,13.4,13.4
03-04 19:20,13.4,13.4
03-04 19:30,13.4,13.3
03-04 19:40,13.4,13.3
03-04 19:50,13.4,13.3
03-04 20:00,13.4,13.3
03-04 20:10,13.4,13.4
03-04 20:20,13.3,13.3
03-04 20:30,13.3,13.3
03-04 20:40,13.4,13.4
03-04 20:50,13.4,13.3
03-04 21:00,13.4,13.4
03-04 21:10,13.4,13.4
03-04 21:20,13.4,13.4
03-04 21:30,13.4,13.3
03-04 21:40,13.4,13.3
03-04 21:50,13.4,13.4
03-04 22:00,13.4,13.4
03-04 22:10,13.4,13.3
03-04 22:20,13.4,13.4
03-04 22:30,13.4,13.3
03-04 22:40,13.4,13.3
03-04 22:50,13.4,13.3
03-04 23:00,13.4,13.3
03-04 23:10,13.3,13.3
03-04 23:20,13.4,13.3
03-04 23:30,13.4,13.4
03-04 23:40,13.4,13.4
03-04 23:50,13.4,13.4
03-05 00:00,13.4,13.3
03-05 00:10,13.4,13.3
03-05 00:20,13.4,13.3
03-05 00:30,13.4,13.3
03-05 00:40,13.4,13.3
03-05 00:50,13.3,13.3
03-05 01:00,13.4,13.3
03-05 01:10,13.4,13.4
03-05 01:20,13.4,13.3
03-05 01:30,13.4,13.3
03-05 01:40,13.4,13.3
03-05 01:50,13.4,13.3
03-05 02:00,13.4,13.4
03-05 02:11,13.4,13.4
03-05 02:21,13.4,13.4
03-05 02:31,13.4,13.3
03-05 02:41,13.4,13.4
03-05 02:51,13.4,13.4
03-05 03:01,13.4,13.4
03-05 03:11,13.4,13.3
03-05 03:21,13.4,13.4
03-05 03:31,13.4,13.4
03-05 03:41,13.3,13.3
03-05 03:51,13.3,13.3
03-05 04:01,13.3,13.3
03-05 04:11,13.4,13.4
03-05 04:21,13.3,13.3
03-05 04:31,13.3,13.3
03-05 04:41,13.3,13.3
03-05 04:51,13.4,13.4
03-05 05:01,13.4,13.4
03-05 05:11,13.3,13.3
03-05 05:21,13.4,13.4
03-05 05:31,13.3,13.3
03-05 05:41,13.3,13.3
03-05 05:51,13.4,13.4
03-05 06:01,13.4,13.4
03-05 06:11,13.4,13.4
03-05 06:21,13.3,13.4
03-05 06:31,13.3,13.3
03-05 06:41,13.3,13.3
03-05 06:51,13.3,13.3
03-05 07:01,13.3,13.3
03-05 07:11,13.4,13.4
03-05 07:21,14.2,14.1
03-05 07:31,14.1,14.1
03-05 07:41,13.6,13.6
03-05 07:51,14.2,14.1
03-05 08:01,14.2,14.1
03-05 08:11,14.2,14.2
03-05 08:21,14.2,14.2
03-05 08:31,14.2,14.2
03-05 08:41,14.2,14.2
03-05 08:51,14.1,14.2
03-05 09:01,14.0,13.9
03-05 09:11,14.3,14.2
03-05 09:21,14.3,14.3
03-05 09:31,14.2,14.2
03-05 09:41,14.2,14.2
03-05 09:51,13.2,13.3
03-05 10:01,13.1,13.0
03-05 10:11,12.8,12.8
03-05 10:21,12.7,12.7
03-05 10:31,12.6,12.6
03-05 10:41,12.6,12.6
03-05 10:51,12.6,12.7
03-05 11:01,12.6,12.7
03-05 11:11,12.7,12.8
03-05 11:21,12.7,12.8
03-05 11:31,12.8,12.7
03-05 11:41,12.8,12.7
03-05 11:51,13.5,13.5
03-05 12:00,14.0,14.0
03-05 12:10,14.0,14.1
03-05 12:20,14.3,14.3
03-05 12:30,14.2,14.3
03-05 12:40,14.4,14.4
03-05 12:50,14.5,14.5
03-05 13:00,14.4,14.3
03-05 13:10,14.4,14.4
03-05 13:20,14.4,14.4
03-05 13:30,14.3,14.2
03-05 13:40,14.8,14.7
03-05 13:50,14.5,14.4
03-05 14:00,14.6,14.5
03-05 14:10,14.5,14.5
03-05 14:20,14.6,14.5
03-05 14:30,14.5,14.5
03-05 14:40,14.6,14.6
03-05 14:50,13.3,13.3
03-05 15:00,13.5,13.5
03-05 15:10,13.6,13.6
03-05 15:20,13.4,13.4
03-05 15:30,13.3,13.3
03-05 15:40,14.0,14.0
03-05 15:50,14.1,14.2
03-05 16:00,14.2,14.2
03-05 16:10,14.2,14.2
03-05 16:20,14.2,14.2
03-05 16:30,14.2,14.2
03-05 16:40,14.1,14.2
03-05 16:50,14.1,14.2
03-05 17:00,14.1,14.2
03-05 17:10,14.1,14.2
03-05 17:20,14.1,14.2
03-05 17:30,13.6,13.7
03-05 17:40,13.1,13.3
03-05 17:50,13.0,13.1
03-05 18:00,13.2,13.3
03-05 18:10,13.2,13.3
03-05 18:20,13.3,13.4
03-05 18:30,13.3,13.4
03-05 18:40,13.4,13.4
03-05 18:50,13.3,13.3
03-05 19:00,13.4,13.4
03-05 19:10,13.2,13.3
03-05 19:20,13.3,13.3
03-05 19:30,13.3,13.4
03-05 19:40,13.3,13.3
03-05 19:50,13.3,13.4
03-05 20:00,13.3,13.3
03-05 20:00,13.3,13.3
03-05 20:11,13.3,13.3
03-05 20:11,13.3,13.3
03-05 20:11,13.3,13.3
03-05 20:11,13.3,13.3
03-05 20:11,13.3,13.4
03-05 20:11,13.3,13.4
03-05 20:21,13.3,13.3
03-05 20:31,13.3,13.3
03-05 20:41,13.4,13.4
03-05 20:51,13.3,13.3
03-05 21:01,13.4,13.4
03-05 21:11,13.4,13.4
03-05 21:21,13.4,13.4
03-05 21:31,13.3,13.3
03-05 21:41,13.4,13.4
03-05 21:51,13.4,13.3
03-05 22:01,13.4,13.4
03-05 22:11,13.4,13.3
03-05 22:21,13.4,13.3
03-05 22:31,13.4,13.3
03-05 22:41,13.4,13.3
03-05 22:51,13.4,13.3
03-05 23:01,13.3,13.3
03-05 23:11,13.4,13.4
03-05 23:21,13.4,13.3
03-05 23:31,13.4,13.3
03-05 23:41,13.4,13.4
03-05 23:51,13.4,13.3
03-06 00:01,13.4,13.4
03-06 00:11,13.4,13.3
03-06 00:21,13.4,13.3
03-06 00:31,13.4,13.4
03-06 00:41,13.4,13.4
03-06 00:51,13.4,13.4
03-06 01:01,13.4,13.4
03-06 01:11,13.4,13.4
03-06 01:21,13.4,13.4
03-06 01:31,13.4,13.4
03-06 01:41,13.4,13.4
03-06 01:51,13.3,13.3
03-06 02:01,13.3,13.3
03-06 02:11,13.4,13.4
03-06 02:21,13.4,13.3
03-06 02:31,13.4,13.4
03-06 02:41,13.4,13.3
03-06 02:52,13.4,13.4
03-06 03:02,13.3,13.3
03-06 03:12,13.4,13.3
03-06 03:22,13.4,13.4
03-06 03:32,13.4,13.4
03-06 03:42,13.4,13.4
03-06 03:52,13.4,13.4
03-06 04:02,13.4,13.4
03-06 04:12,13.4,13.4
03-06 04:22,13.3,13.3
03-06 04:32,13.3,13.4
03-06 04:42,13.4,13.4
03-06 04:52,13.4,13.3
03-06 05:02,13.4,13.4
03-06 05:12,13.3,13.3
03-06 05:22,13.3,13.3
03-06 05:32,13.4,13.4
03-06 05:42,13.3,13.3
03-06 05:52,13.3,13.3
03-06 06:02,13.4,13.4
03-06 06:12,13.4,13.4
03-06 06:22,13.4,13.4
03-06 06:32,13.4,13.4
03-06 06:42,13.3,13.3
03-06 06:52,13.3,13.3
03-06 07:02,13.4,13.4
03-06 07:12,13.4,13.4
03-06 07:22,13.4,13.4
03-06 07:32,13.4,13.4
03-06 07:42,13.4,13.4
03-06 07:52,13.4,13.4
03-06 08:02,13.4,13.4
03-06 08:12,13.4,13.4
03-06 08:22,13.5,13.5
03-06 08:32,13.4,13.5
03-06 08:42,13.5,13.5
03-06 08:52,13.7,13.7
03-06 09:02,13.8,13.8
03-06 09:12,13.8,13.8
03-06 09:22,14.6,14.6
03-06 09:32,14.8,14.7
03-06 09:42,14.6,14.5
03-06 09:52,14.5,14.5
03-06 10:02,14.6,14.5
03-06 10:12,14.6,14.5
03-06 10:22,14.8,14.7
03-06 10:32,14.5,14.5
03-06 10:42,14.5,14.4
03-06 10:52,14.5,14.4
03-06 11:02,14.5,14.5
03-06 11:12,14.3,14.3
03-06 11:22,13.7,13.7
03-06 11:32,13.7,13.7
03-06 11:42,13.7,13.7
03-06 11:52,13.7,13.8
03-06 12:00,13.7,13.8
03-06 12:10,13.7,13.7
03-06 12:20,13.7,13.8
03-06 12:30,13.8,13.9
03-06 12:40,13.8,13.8
03-06 12:50,13.7,13.7
03-06 13:00,13.8,13.9
03-06 13:10,13.7,13.7
03-06 13:20,13.3,13.4
03-06 13:30,13.5,13.6
03-06 13:40,13.4,13.5
03-06 13:50,13.2,13.3
03-06 14:00,13.0,13.2
03-06 14:10,13.2,13.3
03-06 14:20,13.4,13.5
03-06 14:30,13.5,13.5
03-06 14:40,13.4,13.4
03-06 14:50,13.2,13.3
03-06 15:00,13.1,13.2
03-06 15:10,13.0,13.0
03-06 15:20,13.3,13.4
03-06 15:30,13.4,13.5
03-06 15:40,13.4,13.5
03-06 15:50,13.4,13.5
03-06 16:00,13.2,13.3
03-06 16:10,13.2,13.3
03-06 16:20,13.1,13.2
03-06 16:30,13.0,13.1
03-06 16:40,12.9,13.1
03-06 16:50,13.3,13.3
03-06 17:00,13.4,13.3
03-06 17:10,13.4,13.3
03-06 17:20,13.4,13.3
03-06 17:30,13.4,13.3
03-06 17:40,13.3,13.3
03-06 17:50,13.3,13.2
03-06 18:00,13.3,13.2
03-06 18:10,13.3,13.2
03-06 18:20,13.3,13.2
03-06 18:30,13.3,13.2
03-06 18:40,13.3,13.2
03-06 18:50,13.2,13.2
03-06 19:00,13.2,13.2
03-06 19:10,13.2,13.2
03-06 19:20,13.2,13.2
03-06 19:30,13.3,13.2
03-06 19:40,13.3,13.2
03-06 19:50,13.3,13.3
03-06 20:00,13.3,13.2
03-06 20:10,13.3,13.2
03-06 20:20,13.3,13.2
03-06 20:30,13.3,13.2
03-06 20:40,13.3,13.3
03-06 20:50,13.3,13.3
03-06 21:00,13.3,13.3
03-06 21:10,13.4,13.3
03-06 21:20,13.3,13.3
03-06 21:30,13.3,13.3
03-06 21:40,13.3,13.3
03-06 21:50,13.3,13.3
03-06 22:00,13.3,13.3
03-06 22:10,13.4,13.3
03-06 22:20,13.4,13.3
03-06 22:30,13.3,13.3
03-06 22:41,13.4,13.3
03-06 22:51,13.4,13.3
03-06 23:01,13.3,13.3
03-06 23:11,13.4,13.3
03-06 23:21,13.4,13.3
03-06 23:31,13.3,13.3
03-06 23:41,13.3,13.3
03-06 23:51,13.3,13.3
03-07 00:01,13.3,13.3
03-07 00:11,13.4,13.3
03-07 00:21,13.3,13.3
03-07 00:31,13.3,13.3
03-07 00:41,13.2,13.3
03-07 00:51,13.3,13.3
03-07 01:01,13.3,13.3
03-07 01:11,13.2,13.3
03-07 01:21,13.2,13.2
03-07 01:31,13.2,13.3
03-07 01:41,13.3,13.3
03-07 01:51,13.3,13.3
03-07 02:01,13.3,13.3
03-07 02:11,13.3,13.3
03-07 02:21,13.3,13.3
03-07 02:31,13.3,13.3
03-07 02:41,13.2,13.3
03-07 02:51,13.2,13.3
03-07 03:01,13.2,13.3
03-07 03:11,13.3,13.3
03-07 03:21,13.3,13.3
03-07 03:31,13.3,13.3
03-07 03:41,13.3,13.3
03-07 03:51,13.3,13.3
03-07 04:01,13.2,13.3
03-07 04:11,13.3,13.3
03-07 04:21,13.3,13.3
03-07 04:31,13.3,13.3
03-07 04:41,13.2,13.3
03-07 04:51,13.3,13.3
03-07 05:01,13.3,13.3
03-07 05:11,13.3,13.3
03-07 05:21,13.2,13.3
03-07 05:31,13.3,13.3
03-07 05:41,13.3,13.3
03-07 05:51,13.2,13.3
03-07 06:01,13.3,13.3
03-07 06:11,13.2,13.3
03-07 06:21,13.3,13.3
03-07 06:31,13.3,13.3
03-07 06:41,13.3,13.3
03-07 06:51,13.3,13.3
03-07 07:01,13.4,13.3
03-07 07:11,13.3,13.3
03-07 07:21,13.3,13.3
03-07 07:31,13.3,13.3
03-07 07:41,13.3,13.3
03-07 07:51,13.4,13.4
03-07 08:01,13.4,13.4
03-07 08:11,13.3,13.3
03-07 08:21,13.3,13.4
03-07 08:31,13.4,13.5
03-07 08:41,13.4,13.4
03-07 08:51,13.4,13.4
03-07 09:01,13.4,13.4
03-07 09:11,13.3,13.4
03-07 09:21,13.4,13.5
03-07 09:31,13.4,13.4
03-07 09:41,13.4,13.5
03-07 09:51,13.7,13.7
03-07 10:01,14.7,14.7
03-07 10:11,14.8,14.8
03-07 10:21,14.8,14.7
03-07 10:31,14.8,14.7
03-07 10:41,14.8,14.8
03-07 10:51,14.8,14.7
03-07 11:01,14.8,14.8
03-07 11:11,14.8,14.7
03-07 11:21,14.8,14.7
03-07 11:31,14.8,14.8
03-07 11:41,14.7,14.7
03-07 11:51,14.9,14.8
03-07 12:00,14.8,14.7
03-07 12:10,14.2,14.1
03-07 12:20,14.1,14.1
03-07 13:10,13.8,13.7
03-07 13:10,13.8,13.7
03-07 13:10,13.8,13.7
03-07 13:10,13.8,13.7
03-07 13:10,13.8,13.8
03-07 13:10,13.8,13.7
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.8,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.9,13.8
03-07 13:11,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:12,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
03-07 13:13,13.9,13.8
