Time, Leisure, Van
02-19 14:30,12.9,12.9
02-19 14:40,13.8,13.7
02-19 14:50,14.0,13.9
02-19 15:00,13.6,13.5
02-19 15:29,13.4,13.4
02-19 15:39,13.9,13.8
02-19 15:49,13.9,13.9
02-19 15:59,14.1,14.0
02-19 16:09,14.2,14.1
02-19 16:19,14.2,14.1
02-19 16:29,14.2,14.1
02-19 16:39,14.2,14.2
02-19 16:49,14.2,14.2
02-19 16:59,14.2,14.2
02-19 17:09,14.2,14.1
02-19 17:19,14.2,14.1
02-19 17:29,14.2,14.2
02-19 17:39,13.4,13.3
02-19 17:49,13.2,13.2
02-19 17:59,13.2,13.2
02-19 18:09,13.2,13.2
02-19 18:19,13.2,13.2
02-19 18:29,13.3,13.2
02-19 18:39,13.2,13.2
02-19 18:49,13.3,13.2
02-19 18:59,13.2,13.2
02-19 19:09,13.2,13.2
02-19 19:19,13.3,13.2
02-19 19:29,13.3,13.3
02-19 19:39,13.3,13.2
02-19 19:49,13.2,13.2
02-19 19:59,13.2,13.2
02-19 20:09,13.2,13.2
02-19 20:19,13.3,13.3
02-19 20:29,13.2,13.2
02-19 20:39,13.3,13.3
02-19 20:49,13.3,13.3
02-19 20:59,13.3,13.3
02-19 21:09,13.3,13.3
02-19 21:19,13.3,13.3
02-19 21:29,13.3,13.3
02-19 21:39,13.3,13.3
02-19 21:49,13.3,13.3
02-19 21:59,13.3,13.3
02-19 22:09,13.3,13.3
02-19 22:19,13.3,13.3
02-19 22:29,13.3,13.2
02-19 22:39,13.3,13.3
02-19 22:49,13.3,13.3
02-19 22:59,13.3,13.3
02-19 23:09,13.3,13.3
02-19 23:19,13.3,13.3
02-19 23:29,13.3,13.3
02-19 23:39,13.3,13.3
02-19 23:49,13.3,13.2
02-19 23:59,13.3,13.3
02-20 00:09,13.3,13.3
02-20 00:19,13.3,13.3
02-20 00:29,13.2,13.1
02-20 00:39,13.3,13.2
02-20 00:49,13.3,13.3
02-20 00:59,13.3,13.3
02-20 01:09,13.3,13.3
02-20 01:19,13.3,13.3
02-20 01:29,13.3,13.3
02-20 01:39,13.3,13.3
02-20 01:49,13.3,13.3
02-20 01:59,13.3,13.3
02-20 02:09,13.3,13.3
02-20 02:19,13.3,13.3
02-20 02:29,13.4,13.3
02-20 02:39,13.3,13.2
02-20 02:49,13.3,13.3
02-20 02:59,13.3,13.3
02-20 03:09,13.3,13.3
02-20 03:19,13.3,13.3
02-20 03:29,13.3,13.3
02-20 03:39,13.3,13.3
02-20 03:49,13.3,13.3
02-20 03:59,13.3,13.3
02-20 04:09,13.3,13.3
02-20 04:19,13.3,13.3
02-20 04:29,13.3,13.3
02-20 04:39,13.3,13.3
02-20 04:49,13.3,13.3
02-20 04:59,13.3,13.3
02-20 05:09,13.3,13.3
02-20 05:19,13.3,13.3
02-20 05:29,13.3,13.3
02-20 05:39,13.3,13.3
02-20 05:49,13.3,13.3
02-20 05:59,13.3,13.3
02-20 06:09,13.3,13.3
02-20 06:19,13.3,13.3
02-20 06:29,13.3,13.3
02-20 06:39,13.3,13.3
02-20 06:49,13.3,13.3
02-20 06:59,13.3,13.3
02-20 07:09,13.3,13.3
02-20 07:19,13.3,13.3
02-20 07:29,13.4,13.3
02-20 07:39,13.4,13.3
02-20 07:49,13.4,13.3
02-20 07:59,13.4,13.3
02-20 08:09,13.4,13.3
02-20 08:19,13.4,13.3
02-20 08:29,13.3,13.3
02-20 08:40,13.4,13.3
02-20 08:50,13.4,13.4
02-20 09:00,13.4,13.4
02-20 09:10,13.4,13.4
02-20 09:20,13.4,13.4
02-20 09:30,13.5,13.4
02-20 09:40,13.4,13.4
02-20 09:50,13.5,13.5
02-20 10:00,13.5,13.5
02-20 10:10,13.6,13.5
02-20 10:20,13.6,13.5
02-20 10:30,13.6,13.5
02-20 10:40,13.6,13.6
02-20 10:50,13.7,13.6
02-20 11:00,14.6,14.5
02-20 11:10,14.6,14.6
02-20 11:20,14.5,14.5
02-20 11:30,14.7,14.6
02-20 11:40,14.6,14.6
02-20 11:50,14.7,14.6
02-20 12:00,14.6,14.5
02-20 12:10,14.7,14.6
02-20 12:20,14.6,14.5
02-20 12:30,14.5,14.4
02-20 12:40,14.5,14.5
02-20 12:50,14.5,14.4
02-20 13:00,13.9,13.8
02-20 13:10,13.9,13.8
02-20 13:20,13.9,13.8
02-20 13:30,14.0,13.9
02-20 13:40,13.9,13.9
02-20 13:50,13.9,13.9
02-20 14:00,13.9,13.8
02-20 14:10,14.0,13.9
02-20 14:20,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.8,13.8
02-20 14:45,13.9,13.8
02-20 14:45,13.9,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.9,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.8,13.8
02-20 14:46,13.9,13.8
02-20 14:46,13.9,13.8
02-20 14:46,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,13.9,13.8
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:47,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,14.0,13.9
02-20 14:48,13.9,13.8
02-20 14:49,13.9,13.8
02-20 14:49,13.9,13.8
02-20 14:49,13.9,13.8
02-20 14:49,13.9,13.8
02-20 14:49,13.9,13.8
02-20 14:59,14.0,13.9
02-20 15:22,13.8,13.8
02-20 15:22,13.8,13.8
02-20 15:22,13.8,13.8
02-20 15:22,13.8,13.8
02-20 15:22,13.8,13.8
02-20 15:22,13.8,13.8
02-20 15:22,13.8,13.8
02-20 15:22,13.8,13.8
02-20 15:23,13.8,13.7
02-20 15:23,13.8,13.7
02-20 15:23,13.8,13.7
02-20 15:23,13.8,13.7
02-20 15:23,13.8,13.7
02-20 15:23,13.8,13.7
02-20 15:23,13.8,13.7
02-20 15:23,13.8,13.7
02-20 15:24,13.7,13.7
02-20 15:24,13.7,13.7
02-20 15:24,13.7,13.7
02-20 15:24,13.7,13.7
02-20 15:24,13.7,13.7
02-20 15:24,13.7,13.7
02-20 15:24,13.7,13.7
02-20 15:24,13.7,13.6
02-20 15:25,13.7,13.7
02-20 15:25,13.7,13.6
02-20 15:25,13.7,13.6
02-20 15:25,13.7,13.6
02-20 15:25,13.7,13.6
02-20 15:25,13.7,13.6
02-20 15:25,13.7,13.6
02-20 15:25,13.7,13.6
02-20 15:26,13.7,13.6
02-20 15:26,13.7,13.6
02-20 15:26,13.7,13.6
02-20 15:26,13.7,13.6
02-20 15:26,13.7,13.6
02-20 15:26,13.7,13.6
02-20 15:26,13.6,13.6
02-20 15:26,13.7,13.6
02-20 15:27,13.7,13.6
02-20 15:27,13.7,13.6
02-20 15:27,13.7,13.6
02-20 15:27,13.7,13.6
02-20 15:27,13.7,13.6
02-20 15:27,13.7,13.6
02-20 15:27,13.7,13.6
02-20 15:27,13.6,13.6
02-20 15:28,13.7,13.6
02-20 15:28,13.6,13.6
02-20 15:28,13.6,13.6
02-20 15:28,13.6,13.6
02-20 15:28,13.6,13.6
02-20 15:28,13.6,13.6
02-20 15:28,13.6,13.6
02-20 15:28,13.6,13.5
02-20 15:29,13.5,13.5
02-20 15:29,13.6,13.5
02-20 15:29,13.6,13.5
02-20 15:29,13.6,13.5
02-20 15:29,13.6,13.5
02-20 15:29,13.6,13.5
02-20 15:29,13.6,13.5
02-20 15:29,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:30,13.6,13.5
02-20 15:31,13.6,13.5
02-20 15:31,13.6,13.5
02-20 15:31,13.6,13.5
02-20 15:31,13.5,13.5
02-20 15:31,13.6,13.5
02-20 15:31,13.5,13.5
02-20 15:31,13.5,13.5
02-20 15:31,13.5,13.5
02-20 15:32,13.5,13.5
02-20 15:32,13.5,13.5
02-20 15:32,13.5,13.4
02-20 15:32,13.5,13.4
02-20 15:32,13.5,13.4
02-20 15:32,13.5,13.4
02-20 15:32,13.5,13.4
02-20 15:32,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:33,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:34,13.5,13.4
02-20 15:35,13.5,13.4
02-20 15:35,13.5,13.4
02-20 15:35,13.5,13.4
02-20 15:35,13.5,13.4
02-20 15:35,13.5,13.4
02-20 16:08,13.3,13.3
02-20 16:08,13.3,13.3
02-20 16:08,13.3,13.3
02-20 16:08,13.3,13.3
02-20 16:08,13.3,13.3
02-20 16:08,13.3,13.3
02-20 16:08,13.3,13.3
02-20 16:08,13.3,13.3
02-20 16:09,13.3,13.3
02-20 16:09,13.4,13.3
02-20 16:09,13.4,13.3
02-20 16:09,13.4,13.3
02-20 16:09,13.4,13.3
02-20 16:09,13.4,13.3
02-20 16:09,13.4,13.3
02-20 16:09,13.4,13.3
02-20 16:09,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:10,13.4,13.3
02-20 16:11,13.4,13.3
02-20 16:11,13.4,13.3
02-20 16:11,13.4,13.3
02-20 16:11,13.4,13.3
02-20 16:11,13.4,13.3
02-20 16:11,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:12,13.4,13.3
02-20 16:13,13.4,13.3
02-20 16:13,13.4,13.3
02-20 16:13,13.4,13.3
02-20 16:13,13.4,13.3
02-20 16:13,13.4,13.3
02-20 16:13,13.4,13.3
02-20 16:13,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:14,13.4,13.3
02-20 16:15,13.4,13.3
02-20 16:15,13.4,13.3
02-20 16:15,13.4,13.3
02-20 16:15,13.4,13.3
02-20 16:15,13.4,13.3
02-20 16:15,13.3,13.3
02-20 16:15,13.4,13.3
02-20 16:15,13.4,13.3
02-20 16:16,13.4,13.3
02-20 16:16,13.4,13.3
02-20 16:16,13.4,13.3
02-20 16:16,13.4,13.3
02-20 16:16,13.3,13.3
02-20 16:16,13.4,13.3
02-20 16:16,13.4,13.3
02-20 16:17,13.4,13.3
02-20 16:17,13.4,13.3
02-20 16:17,13.4,13.3
02-20 16:17,13.4,13.3
02-20 16:17,13.4,13.3
02-20 16:17,13.3,13.3
02-20 16:17,13.4,13.3
02-20 16:17,13.4,13.3
02-20 16:18,13.3,13.3
02-20 16:18,13.4,13.3
02-20 16:18,13.4,13.3
02-20 16:18,13.4,13.3
02-20 16:18,13.4,13.3
02-20 16:18,13.4,13.3
02-20 16:18,13.4,13.3
02-20 16:18,13.4,13.3
02-20 16:19,13.4,13.3
02-20 16:19,13.4,13.3
02-20 16:19,13.3,13.3
02-20 16:19,13.4,13.3
02-20 16:19,13.4,13.3
02-20 16:19,13.4,13.3
02-20 16:19,13.4,13.3
02-20 16:20,13.4,13.3
02-20 16:20,13.4,13.3
02-20 16:20,13.4,13.3
02-20 16:20,13.4,13.3
02-20 16:20,13.4,13.3
02-20 16:20,13.4,13.3
02-20 16:20,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:21,13.4,13.3
02-20 16:22,13.4,13.3
02-20 16:22,13.4,13.3
02-20 16:22,13.4,13.3
02-20 16:22,13.3,13.3
02-20 16:22,13.3,13.3
02-20 16:22,13.3,13.3
02-20 16:22,13.3,13.3
02-20 16:22,13.3,13.3
02-20 16:23,13.3,13.3
02-20 16:23,13.4,13.3
02-20 16:23,13.3,13.3
02-20 16:23,13.3,13.3
02-20 16:23,13.4,13.3
02-20 16:23,13.3,13.3
02-20 16:23,13.4,13.3
02-20 16:23,13.3,13.3
02-20 16:23,13.4,13.3
02-20 16:24,13.4,13.3
02-20 16:24,13.4,13.3
02-20 16:24,13.4,13.3
02-20 16:24,13.4,13.3
02-20 16:24,13.4,13.3
02-20 16:24,13.4,13.3
02-20 16:24,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:25,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:26,13.4,13.3
02-20 16:27,13.4,13.3
02-20 16:27,13.4,13.3
02-20 16:27,13.4,13.3
02-20 16:27,13.3,13.3
02-20 16:27,13.4,13.3
02-20 16:27,13.4,13.3
02-20 16:27,13.4,13.3
02-20 16:27,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:28,13.4,13.3
02-20 16:29,13.3,13.3
02-20 16:29,13.3,13.3
02-20 16:29,13.3,13.3
02-20 16:29,13.3,13.3
02-20 16:29,13.3,13.3
02-20 16:29,13.3,13.3
02-20 16:29,13.4,13.3
02-20 16:29,13.4,13.3
02-20 16:29,13.4,13.3
02-20 16:29,13.4,13.3
02-20 16:30,13.4,13.3
02-20 16:30,13.4,13.3
02-20 16:30,13.4,13.3
02-20 16:30,13.4,13.3
02-20 16:30,13.4,13.3
02-20 16:30,13.4,13.3
02-20 16:30,13.4,13.3
02-20 16:30,13.3,13.3
02-20 16:31,13.4,13.3
02-20 16:31,13.4,13.3
02-20 16:31,13.3,13.3
02-20 16:31,13.4,13.3
02-20 16:31,13.3,13.3
02-20 16:31,13.4,13.3
02-20 16:31,13.3,13.3
02-20 16:31,13.3,13.3
02-20 16:32,13.4,13.3
02-20 16:32,13.3,13.3
02-20 16:32,13.3,13.3
02-20 16:32,13.3,13.3
02-20 16:32,13.3,13.3
02-20 16:32,13.4,13.3
02-20 16:32,13.3,13.3
02-20 16:32,13.4,13.3
02-20 16:33,13.3,13.3
02-20 16:33,13.3,13.3
02-20 16:33,13.3,13.3
02-20 16:43,13.3,13.3
02-20 16:43,13.3,13.3
02-20 16:43,13.3,13.3
02-20 16:55,13.2,13.2
02-20 16:55,13.2,13.2
02-20 16:56,13.2,13.2
02-20 16:56,13.2,13.2
02-20 16:56,13.3,13.2
02-20 16:56,13.3,13.2
02-20 16:56,13.3,13.2
02-20 16:56,13.3,13.2
02-20 16:56,13.3,13.2
02-20 16:57,13.3,13.2
02-20 16:57,13.3,13.2
02-20 16:57,13.3,13.2
02-20 16:57,13.3,13.2
02-20 16:57,13.3,13.2
02-20 16:57,13.3,13.2
02-20 16:58,13.3,13.2
02-20 16:58,13.3,13.2
02-20 16:58,13.3,13.2
02-20 16:58,13.3,13.2
02-20 16:58,13.3,13.2
02-20 16:59,13.3,13.2
02-20 16:59,13.3,13.2
02-20 17:09,13.2,13.2
02-20 17:19,13.2,13.2
02-20 17:29,13.2,13.2
02-20 17:39,13.2,13.2
02-20 17:49,13.2,13.2
02-20 17:59,13.3,13.2
02-20 18:09,13.3,13.2
02-20 18:19,13.3,13.2
02-20 18:29,13.3,13.2
02-20 18:39,13.3,13.2
02-20 18:49,13.3,13.2
02-20 18:59,13.3,13.2
02-20 19:09,13.3,13.2
02-20 19:19,13.3,13.2
02-20 19:29,13.2,13.2
02-20 19:39,13.3,13.2
02-20 19:49,13.2,13.2
02-20 19:59,13.2,13.2
02-20 20:09,13.3,13.2
02-20 20:19,13.3,13.2
02-20 20:29,13.3,13.2
02-20 20:39,13.3,13.2
02-20 20:49,13.3,13.2
02-20 20:59,13.3,13.2
02-20 21:09,13.3,13.2
02-20 21:19,13.3,13.2
02-20 21:29,13.3,13.2
02-20 21:39,13.3,13.2
02-20 21:49,13.3,13.3
02-20 21:59,13.3,13.3
02-20 22:09,13.3,13.3
02-20 22:19,13.3,13.2
02-20 22:29,13.3,13.2
02-20 22:39,13.3,13.2
02-20 22:49,13.3,13.2
02-20 22:59,13.3,13.2
02-20 23:09,13.3,13.2
02-20 23:19,13.3,13.2
02-20 23:29,13.3,13.2
02-20 23:39,13.3,13.2
02-20 23:49,13.3,13.2
02-20 23:59,13.3,13.2
02-21 00:09,13.3,13.3
02-21 00:19,13.3,13.2
02-21 00:29,13.3,13.2
02-21 00:39,13.3,13.3
02-21 00:49,13.3,13.3
02-21 00:59,13.3,13.3
02-21 01:09,13.3,13.2
02-21 01:19,13.3,13.2
02-21 01:29,13.3,13.3
02-21 01:39,13.3,13.2
02-21 01:49,13.3,13.2
02-21 01:59,13.3,13.3
02-21 02:09,13.3,13.2
02-21 02:19,13.3,13.3
02-21 02:29,13.3,13.3
02-21 02:39,13.3,13.3
02-21 02:49,13.3,13.2
02-21 02:59,13.3,13.2
02-21 03:09,13.3,13.2
02-21 03:19,13.3,13.2
02-21 03:29,13.3,13.3
02-21 03:39,13.3,13.2
02-21 03:49,13.3,13.2
02-21 03:59,13.3,13.3
02-21 04:09,13.3,13.3
02-21 04:19,13.3,13.3
02-21 04:29,13.3,13.2
02-21 04:39,13.3,13.3
02-21 04:49,13.3,13.3
02-21 04:59,13.3,13.3
02-21 05:09,13.3,13.3
02-21 05:19,13.3,13.3
02-21 05:29,13.3,13.3
02-21 05:34,13.3,13.3
02-21 05:44,13.3,13.3
02-21 05:54,13.3,13.2
02-21 06:04,13.3,13.3
02-21 06:14,13.3,13.3
02-21 06:24,13.3,13.3
02-21 06:34,13.3,13.3
02-21 06:44,13.3,13.3
02-21 06:54,13.3,13.3
02-21 07:04,13.3,13.3
02-21 07:14,13.3,13.3
02-21 07:24,13.3,13.3
02-21 07:34,13.3,13.3
02-21 07:44,13.3,13.3
02-21 07:54,13.3,13.3
02-21 08:04,13.3,13.3
02-21 08:14,13.3,13.3
02-21 08:24,13.3,13.3
02-21 08:34,13.4,13.4
02-21 08:44,13.4,13.3
02-21 08:54,13.4,13.4
02-21 09:04,13.5,13.5
02-21 09:14,13.6,13.5
02-21 09:24,13.5,13.5
02-21 09:34,13.6,13.5
02-21 09:44,13.6,13.5
02-21 09:54,14.5,14.4
02-21 10:04,13.5,13.5
02-21 10:14,13.5,13.5
02-21 10:24,13.5,13.4
02-21 10:34,13.4,13.3
02-21 10:44,13.3,13.3
02-21 10:54,13.3,13.2
02-21 11:04,13.2,13.2
02-21 11:14,13.2,13.2
02-21 11:24,13.5,13.4
02-21 11:34,13.5,13.5
02-21 11:44,13.5,13.5
02-21 11:54,13.5,13.5
02-21 12:00,13.5,13.4
02-21 12:10,13.4,13.3
02-21 12:20,13.2,13.2
02-21 12:30,13.2,13.2
02-21 12:40,13.2,13.2
02-21 12:50,13.3,13.2
02-21 13:00,13.4,13.4
02-21 13:10,13.5,13.5
02-21 13:20,13.8,13.7
02-21 13:30,14.6,14.5
02-21 13:40,14.5,14.5
02-21 13:50,14.7,14.6
02-21 14:00,14.5,14.5
02-21 14:10,14.6,14.6
02-21 14:20,14.7,14.6
02-21 14:30,14.6,14.6
02-21 14:40,14.6,14.6
02-21 14:50,14.6,14.6
02-21 15:00,14.5,14.4
02-21 15:10,14.6,14.5
02-21 15:20,14.5,14.4
02-21 15:30,13.6,13.6
02-21 15:40,13.6,13.5
02-21 15:50,13.5,13.4
02-21 16:00,13.4,13.3
02-22 12:00,13.8,13.8
02-22 12:10,13.8,13.8
02-22 12:20,13.9,13.9
02-22 12:30,13.9,13.8
02-22 12:40,13.9,13.8
02-22 12:50,13.8,13.8
02-22 13:00,13.8,13.7
02-22 13:10,13.8,13.8
02-22 13:20,13.8,13.8
02-22 13:30,13.8,13.8
02-22 13:40,13.9,13.8
02-22 13:50,13.8,13.8
02-22 14:00,13.9,13.8
02-22 14:10,13.9,13.8
02-22 14:20,13.8,13.8
02-22 14:30,13.9,13.9
02-22 14:40,13.8,13.8
02-22 14:50,13.9,13.9
02-22 15:00,13.9,13.8
02-22 15:10,13.9,13.8
02-22 15:20,13.8,13.7
02-22 15:30,13.9,13.9
02-22 15:40,13.9,13.8
02-22 15:50,13.8,13.8
02-22 16:00,13.9,13.8
02-22 16:10,13.5,13.5
02-22 16:20,13.2,13.2
02-22 16:30,13.2,13.2
02-22 16:40,13.3,13.2
02-22 16:50,13.3,13.3
02-22 17:00,13.3,13.3
02-22 17:10,13.4,13.3
02-22 17:20,13.3,13.3
02-22 17:30,13.3,13.3
02-22 17:40,13.4,13.3
02-22 17:50,13.3,13.3
02-22 18:00,13.3,13.3
02-22 18:10,13.3,13.3
02-22 18:20,13.3,13.3
02-22 18:30,13.3,13.3
02-22 18:40,13.3,13.3
02-22 18:50,13.3,13.3
02-22 19:00,13.2,13.2
02-22 19:10,13.3,13.2
02-22 19:20,13.3,13.3
02-22 19:30,13.3,13.3
02-22 19:40,13.3,13.3
02-22 19:50,13.3,13.3
02-22 20:00,13.3,13.3
02-22 20:10,13.3,13.3
02-22 20:20,13.3,13.3
02-22 20:30,13.3,13.2
02-22 20:40,13.3,13.3
02-22 20:50,13.3,13.3
02-22 21:00,13.3,13.3
02-22 21:10,13.3,13.3
02-22 21:20,13.3,13.3
02-22 21:30,13.3,13.3
02-22 21:40,13.3,13.2
02-22 21:50,13.3,13.3
02-22 22:00,13.3,13.3
02-22 22:10,13.3,13.3
02-22 22:20,13.3,13.3
02-22 22:30,13.3,13.2
02-22 22:40,13.3,13.3
02-22 22:50,13.3,13.2
02-22 23:00,13.3,13.2
02-22 23:10,13.3,13.3
02-22 23:20,13.3,13.3
02-22 23:30,13.3,13.3
02-22 23:40,13.3,13.3
02-22 23:50,13.3,13.3
02-23 00:00,13.3,13.3
02-23 00:10,13.3,13.3
02-23 00:20,13.3,13.3
02-23 00:30,13.3,13.3
02-23 00:40,13.3,13.3
02-23 00:50,13.3,13.2
02-23 01:00,13.3,13.3
02-23 01:10,13.3,13.3
02-23 01:20,13.3,13.3
02-23 01:31,13.3,13.3
02-23 01:41,13.3,13.3
02-23 01:51,13.3,13.3
02-23 02:01,13.3,13.3
02-23 02:11,13.3,13.3
02-23 02:21,13.3,13.3
02-23 02:31,13.3,13.2
02-23 02:41,13.3,13.3
02-23 02:51,13.3,13.3
02-23 03:01,13.3,13.3
02-23 03:11,13.3,13.3
02-23 03:21,13.3,13.3
02-23 03:31,13.3,13.3
02-23 03:41,13.3,13.3
02-23 03:51,13.3,13.3
02-23 04:01,13.3,13.3
02-23 04:11,13.3,13.3
02-23 04:21,13.3,13.3
02-23 04:31,13.3,13.3
02-23 04:41,13.3,13.3
02-23 04:51,13.3,13.3
02-23 05:01,13.3,13.3
02-23 05:11,13.3,13.3
02-23 05:21,13.3,13.3
02-23 05:31,13.3,13.3
02-23 05:41,13.3,13.3
02-23 05:51,13.3,13.3
02-23 06:01,13.3,13.3
02-23 06:11,13.3,13.3
02-23 06:21,13.3,13.3
02-23 06:31,13.3,13.3
02-23 06:41,13.3,13.3
02-23 06:51,13.3,13.3
02-23 07:01,13.3,13.3
02-23 07:11,13.3,13.3
02-23 07:21,13.3,13.3
02-23 07:31,13.3,13.3
02-23 07:41,13.4,13.3
02-23 07:51,13.4,13.3
02-23 08:01,13.4,13.3
02-23 08:11,13.4,13.4
02-23 08:21,13.4,13.3
02-23 08:31,13.5,13.4
02-23 08:41,13.5,13.4
02-23 08:51,13.5,13.4
02-23 09:01,13.5,13.5
02-23 09:11,13.6,13.5
02-23 09:21,13.6,13.5
02-23 09:31,13.5,13.5
02-23 09:41,13.4,13.4
