Time, Temp C, Humidity %
03-27 21:35,12,21
03-27 21:45,12,23
03-27 21:55,11,23
03-27 22:05,11,23
03-27 22:15,11,23
03-27 22:25,10,19
03-27 22:35,10,21
03-27 22:45,9,22
03-27 22:55,8,21
03-27 23:05,10,22
03-27 23:15,10,21
03-27 23:25,10,22
03-27 23:35,9,21
03-27 23:45,8,21
03-27 23:55,10,21
03-28 00:05,8,21
03-28 00:15,9,22
03-28 00:25,9,21
03-28 00:35,9,22
03-28 00:45,10,20
03-28 00:55,8,23
03-28 01:05,7,23
03-28 01:15,7,23
03-28 01:25,8,24
03-28 01:35,8,25
03-28 01:45,8,24
03-28 01:55,7,23
03-28 02:05,7,22
03-28 02:15,7,25
03-28 02:25,7,22
03-28 02:35,7,23
03-28 02:45,7,22
03-28 02:55,6,23
03-28 03:05,6,24
03-28 03:15,6,22
03-28 03:25,8,22
03-28 03:35,8,24
03-28 03:45,8,24
03-28 03:55,7,23
03-28 04:05,7,23
03-28 04:15,7,24
03-28 04:25,7,24
03-28 04:35,7,25
03-28 04:45,7,23
03-28 04:55,7,24
03-28 05:05,7,25
03-28 05:15,7,26
03-28 05:25,6,25
03-28 05:35,6,24
03-28 05:45,6,25
03-28 05:55,6,25
03-28 06:05,5,25
03-28 06:15,6,25
03-28 06:25,6,28
03-28 06:35,5,25
03-28 06:45,6,27
03-28 06:55,6,23
03-28 07:05,6,24
03-28 07:15,6,23
03-28 07:25,6,24
03-28 07:35,7,23
03-28 07:45,7,22
03-28 07:55,6,22
03-28 08:05,7,24
03-28 08:15,7,25
03-28 08:25,6,26
03-28 08:35,7,24
03-28 08:45,7,25
03-28 08:55,7,24
03-28 09:05,6,23
03-28 09:15,8,24
03-28 09:25,6,25
03-28 09:35,8,25
03-28 09:45,7,23
03-28 09:55,7,25
03-28 10:05,6,27
03-28 10:15,9,25
03-28 10:25,7,24
03-28 10:35,7,24
03-28 10:45,8,24
03-28 10:55,8,27
03-28 11:05,8,24
03-28 11:15,9,25
03-28 11:25,8,27
03-28 11:35,8,26
03-28 11:45,9,25
03-28 11:55,9,25
03-28 12:00,7,27
03-28 12:10,9,23
03-28 12:20,9,24
03-28 12:30,10,23
03-28 12:40,8,26
03-28 12:50,9,23
03-28 13:00,9,21
03-28 13:10,9,23
03-28 13:20,9,23
03-28 13:30,9,23
03-28 13:40,9,23
03-28 13:50,8,24
03-28 14:00,8,23
03-28 14:10,8,22
03-28 14:20,10,23
03-28 14:30,9,24
03-28 14:40,9,24
03-28 14:50,9,23
03-28 15:00,9,24
03-28 15:10,9,23
03-28 15:20,10,23
03-28 15:30,10,24
03-28 15:40,12,23
03-28 15:50,12,23
03-28 16:00,12,23
03-28 16:10,11,21
03-28 16:20,11,23
03-28 16:30,11,22
03-28 16:40,11,25
03-28 16:50,11,24
03-28 17:00,11,23
03-28 17:10,11,24
03-28 17:20,11,26
03-28 17:30,10,24
03-28 17:40,11,21
03-28 17:50,11,24
03-28 18:00,10,26
03-28 18:10,10,24
03-28 18:20,10,23
03-28 18:30,10,24
03-28 18:40,10,23
03-28 18:50,9,22
03-28 19:00,10,23
03-28 19:10,10,24
03-28 19:20,9,23
03-28 19:30,10,25
03-28 19:40,10,23
03-28 19:50,10,22
03-28 20:00,10,23
03-28 20:10,10,22
03-28 20:20,9,24
03-28 20:30,9,22
03-28 20:40,9,23
03-28 20:50,9,23
03-28 21:00,9,22
03-28 21:10,11,23
03-28 21:20,10,21
03-28 21:30,11,22
03-28 21:40,10,22
03-28 21:50,11,22
03-28 22:00,8,22
03-28 22:10,11,21
03-28 22:20,10,23
03-28 22:30,11,22
03-28 22:40,10,23
03-28 22:51,10,22
03-28 23:01,10,23
03-28 23:11,10,22
03-28 23:21,10,21
03-28 23:31,11,22
03-28 23:41,9,22
03-28 23:51,9,24
03-29 00:01,11,25
03-29 00:11,10,24
03-29 00:21,11,23
03-29 00:31,11,24
03-29 00:41,11,23
03-29 00:51,11,24
03-29 01:01,11,23
03-29 01:11,9,24
03-29 01:21,9,23
03-29 01:31,11,22
03-29 01:41,11,23
03-29 01:52,11,22
03-29 02:02,9,23
03-29 02:12,10,23
03-29 02:22,10,23
03-29 02:32,10,22
03-29 02:42,10,22
03-29 02:52,9,23
03-29 03:02,9,20
03-29 03:12,11,23
03-29 03:22,11,22
03-29 03:32,11,23
03-29 03:42,11,23
03-29 03:52,11,24
03-29 04:02,11,23
03-29 04:12,11,23
03-29 04:22,9,23
03-29 04:32,9,22
03-29 04:42,9,25
03-29 04:52,11,23
03-29 05:02,11,24
03-29 05:12,11,23
03-29 05:22,11,22
03-29 05:32,11,23
03-29 05:42,10,23
03-29 05:52,8,25
03-29 06:02,10,25
03-29 06:12,10,24
03-29 06:22,10,23
03-29 06:32,10,23
03-29 06:42,10,23
03-29 06:52,10,23
03-29 07:02,8,23
03-29 07:12,10,24
03-29 07:22,10,23
03-29 07:32,10,23
03-29 07:42,10,23
03-29 07:52,11,26
03-29 08:02,11,24
03-29 08:12,9,22
03-29 08:22,11,25
03-29 08:32,9,23
03-29 08:42,9,24
03-29 08:52,9,23
03-29 09:02,9,22
03-29 09:12,9,23
03-29 09:22,12,22
03-29 09:32,10,24
03-29 09:42,10,23
03-29 09:52,11,24
03-29 10:02,10,23
03-29 10:12,11,23
03-29 10:22,11,24
03-29 10:32,11,23
03-29 10:42,12,25
03-29 10:52,10,24
03-29 11:02,11,23
03-29 11:12,11,27
03-29 11:22,11,25
03-29 11:32,12,25
03-29 11:42,13,26
03-29 11:52,12,27
03-29 12:00,11,23
03-29 12:10,14,25
03-29 12:20,13,26
03-29 12:30,13,28
03-29 12:40,13,29
03-29 12:50,14,26
03-29 13:00,13,26
03-29 13:10,13,26
03-29 13:20,13,26
03-29 13:30,13,26
03-29 13:40,14,25
03-29 13:50,13,28
03-29 14:00,14,27
03-29 14:10,15,25
03-29 14:20,15,28
03-29 14:30,14,27
03-29 14:40,16,25
03-29 14:50,14,25
03-29 14:59,12,27
03-29 15:09,16,25
03-29 15:20,15,24
03-29 15:30,16,23
03-29 15:40,15,26
03-29 15:50,17,24
03-29 16:00,16,24
03-29 16:10,16,23
03-29 16:20,16,23
03-29 16:30,16,27
03-29 16:32,12,25
03-29 16:42,12,25
03-29 16:52,15,22
03-29 17:03,17,22
03-29 17:13,15,22
03-29 17:23,16,22
03-29 17:33,15,23
03-29 17:43,14,21
03-29 17:53,14,22
03-29 18:03,15,24
03-29 18:13,15,23
03-29 18:23,15,22
03-29 18:33,14,22
03-29 18:43,12,24
03-29 18:53,13,20
03-29 19:03,15,22
03-29 19:13,13,24
03-29 19:23,14,24
03-29 19:33,13,23
03-29 19:43,13,22
03-29 19:53,14,25
03-29 20:03,12,24
03-29 20:13,13,22
03-29 20:23,13,25
03-29 20:33,12,24
03-29 20:43,12,24
03-29 20:53,13,23
03-29 21:03,12,26
03-29 21:13,12,24
03-29 21:23,12,24
03-29 21:33,12,25
03-29 21:43,11,25
03-29 21:53,11,23
03-29 22:03,11,23
03-29 22:13,11,26
03-29 22:23,11,24
03-29 22:33,11,22
03-29 22:43,12,24
03-29 22:53,11,25
03-29 23:03,11,22
03-29 23:13,11,21
03-29 23:23,11,26
03-29 23:33,13,24
03-29 23:43,11,22
03-29 23:53,11,25
03-30 00:03,10,24
03-30 00:13,12,23
03-30 00:23,12,23
03-30 00:33,12,26
03-30 00:43,12,24
03-30 00:53,12,23
03-30 01:03,11,24
03-30 01:13,11,24
03-30 01:23,11,23
03-30 01:33,10,23
03-30 01:43,10,25
03-30 01:53,9,26
03-30 02:03,9,25
03-30 02:13,8,24
03-30 02:23,9,24
03-30 02:33,9,23
03-30 02:43,9,22
03-30 02:53,9,24
03-30 03:03,9,23
03-30 03:13,11,23
03-30 03:23,9,23
03-30 03:33,11,24
03-30 03:43,11,21
03-30 03:53,11,22
03-30 04:03,10,23
03-30 04:13,10,22
03-30 04:23,8,23
03-30 04:33,8,23
03-30 04:43,10,24
03-30 04:53,10,22
03-30 05:03,10,22
03-30 05:13,10,22
03-30 05:23,10,21
03-30 05:33,10,23
03-30 05:43,10,22
03-30 05:53,10,23
03-30 06:03,10,22
03-30 06:13,10,23
03-30 06:23,10,23
03-30 06:33,8,22
03-30 06:43,9,23
03-30 06:53,7,22
03-30 07:03,8,23
03-30 07:13,10,22
03-30 07:23,10,23
03-30 07:33,9,22
03-30 07:43,10,22
03-30 07:53,9,25
03-30 08:03,11,25
03-30 08:13,10,24
03-30 08:23,10,25
03-30 08:33,10,24
03-30 08:43,10,24
03-30 08:53,11,24
03-30 09:03,12,23
03-30 09:13,11,24
03-30 09:23,14,25
03-30 09:33,14,23
03-30 09:43,14,26
03-30 09:53,16,25
03-30 10:03,18,24
03-30 10:13,17,25
03-30 10:23,18,28
03-30 10:33,15,24
03-30 10:43,17,21
03-30 10:53,19,23
03-30 11:03,17,20
03-30 11:13,17,21
03-30 11:23,18,24
03-30 11:33,20,22
03-30 11:43,21,22
03-30 11:53,22,22
03-30 12:00,21,22
03-30 12:10,24,22
03-30 12:20,23,20
03-30 12:30,23,22
03-30 12:40,24,21
03-30 12:50,23,20
03-30 13:00,24,21
03-30 13:10,26,21
03-30 13:20,27,22
03-30 13:31,27,22
03-30 13:41,29,21
03-30 13:51,27,21
03-30 14:01,28,21
03-30 14:11,26,20
03-30 14:21,26,21
03-30 14:31,25,23
03-30 14:41,25,21
03-30 14:51,24,20
03-30 15:01,24,21
03-30 15:11,23,21
03-30 15:21,22,21
03-30 15:31,24,20
03-30 15:41,22,21
03-30 15:51,23,21
03-30 16:01,22,21
03-30 16:11,20,21
03-30 16:21,22,20
03-30 16:31,21,23
03-30 16:41,20,20
03-30 16:51,21,21
03-30 17:01,21,21
03-30 17:11,20,19
03-30 17:21,19,20
03-30 17:31,19,21
03-30 17:41,20,21
03-30 17:51,21,21
03-30 18:01,19,21
03-30 18:11,18,21
03-30 18:21,20,21
03-30 18:31,17,21
03-30 18:41,18,21
03-30 18:51,17,21
03-30 19:01,17,21
03-30 19:11,16,21
03-30 19:21,17,21
03-30 19:31,16,22
03-30 19:41,16,21
03-30 19:51,17,21
03-30 20:01,15,22
03-30 20:11,14,21
03-30 20:21,18,20
03-30 20:31,17,21
03-30 20:41,16,21
03-30 20:51,15,22
03-30 21:01,15,19
03-30 21:11,16,24
03-30 21:21,16,23
03-30 21:31,15,23
03-30 21:41,14,22
03-30 21:51,14,24
03-30 22:01,13,23
03-30 22:11,15,22
03-30 22:21,14,23
03-30 22:31,13,24
03-30 22:41,14,26
03-30 22:51,13,22
03-30 23:01,13,25
03-30 23:11,14,23
03-30 23:21,12,22
03-30 23:31,12,22
03-30 23:41,14,23
03-30 23:51,14,24
03-31 00:01,13,22
03-31 00:11,14,24
03-31 00:21,13,22
03-31 00:31,12,22
03-31 00:41,12,23
03-31 00:51,12,22
03-31 01:01,12,25
03-31 01:11,12,25
03-31 01:21,11,24
03-31 01:31,11,21
03-31 01:41,11,23
03-31 01:51,11,23
03-31 02:01,10,24
03-31 02:11,10,24
03-31 02:21,11,23
03-31 02:31,12,23
03-31 02:41,12,21
03-31 02:51,10,23
03-31 03:01,12,23
03-31 03:11,12,23
03-31 03:21,12,23
03-31 03:32,12,24
03-31 03:42,11,23
03-31 03:52,12,24
03-31 04:02,11,23
03-31 04:12,11,22
03-31 04:22,11,23
03-31 04:32,11,23
03-31 04:42,11,26
03-31 04:52,11,23
03-31 05:02,11,23
03-31 05:12,11,23
03-31 05:22,11,22
03-31 05:32,12,22
03-31 05:42,12,22
03-31 05:52,10,23
03-31 06:02,10,25
03-31 06:12,10,23
03-31 06:22,12,23
03-31 06:32,10,22
03-31 06:42,12,23
03-31 06:52,12,23
03-31 07:02,10,24
03-31 07:12,9,25
03-31 07:22,9,25
03-31 07:32,12,23
03-31 07:42,12,24
03-31 07:52,9,23
03-31 08:02,12,25
03-31 08:12,11,23
03-31 08:22,10,25
03-31 08:32,10,23
03-31 08:42,12,22
03-31 08:52,10,21
03-31 09:02,10,22
03-31 09:12,12,22
03-31 09:22,11,22
03-31 09:32,9,22
03-31 09:42,11,22
03-31 09:52,10,22
03-31 10:02,10,24
03-31 10:12,11,21
03-31 10:22,11,24
03-31 10:32,12,22
03-31 10:42,11,21
03-31 10:52,13,24
03-31 11:02,14,23
03-31 11:12,15,22
03-31 11:22,15,24
03-31 11:32,13,23
03-31 11:42,14,24
03-31 11:52,15,22
03-31 12:00,13,25
03-31 12:10,16,24
03-31 12:20,16,23
03-31 12:30,17,25
03-31 12:40,14,24
03-31 12:50,16,23
03-31 13:00,18,23
03-31 13:11,17,22
03-31 13:21,16,22
03-31 13:31,16,24
03-31 13:41,16,21
03-31 13:51,15,24
03-31 14:01,16,24
03-31 14:11,14,24
03-31 14:21,13,23
03-31 14:31,7,22
03-31 14:41,16,24
03-31 14:51,15,25
03-31 15:01,15,24
03-31 15:11,13,23
03-31 15:21,16,25
03-31 15:31,13,26
03-31 15:42,15,23
03-31 15:52,11,23
03-31 16:02,13,25
03-31 16:12,13,24
03-31 16:22,14,22
03-31 16:32,10,22
03-31 16:42,14,26
03-31 16:52,12,20
03-31 17:02,13,22
03-31 17:12,4,23
03-31 17:22,13,24
03-31 17:32,12,23
03-31 17:42,12,22
03-31 17:52,14,25
03-31 18:02,14,24
03-31 18:12,14,22
03-31 18:22,12,24
03-31 18:32,13,23
03-31 18:42,13,25
03-31 18:52,12,22
03-31 19:02,12,25
03-31 19:12,11,23
03-31 19:22,11,22
03-31 19:32,13,23
03-31 19:42,10,24
03-31 19:52,11,22
03-31 20:02,12,23
03-31 20:12,11,23
03-31 20:22,10,22
03-31 20:32,12,22
03-31 20:42,11,20
03-31 20:52,11,22
03-31 21:02,10,23
03-31 21:12,10,22
03-31 21:22,10,22
03-31 21:32,12,22
03-31 21:42,10,21
03-31 21:52,9,21
03-31 22:02,9,22
03-31 22:12,9,21
03-31 22:22,9,24
03-31 22:32,10,24
03-31 22:42,10,23
03-31 22:52,10,22
03-31 23:02,10,23
03-31 23:12,10,22
03-31 23:22,10,23
03-31 23:32,10,22
03-31 23:42,10,25
03-31 23:52,9,22
04-01 00:02,10,20
04-01 00:12,10,21
04-01 00:22,10,22
04-01 00:32,10,21
04-01 00:42,10,22
04-01 00:52,9,22
04-01 01:02,9,21
04-01 01:12,10,22
04-01 01:22,9,23
04-01 01:32,10,21
04-01 01:42,9,24
04-01 01:52,10,22
04-01 02:02,10,22
04-01 02:12,9,21
04-01 02:22,10,21
04-01 02:32,10,21
04-01 02:42,9,22
04-01 02:52,9,22
04-01 03:02,9,22
04-01 03:12,9,22
04-01 03:22,9,22
04-01 03:32,9,23
04-01 03:42,11,22
04-01 03:52,9,22
04-01 04:02,11,21
04-01 04:12,9,21
04-01 04:22,9,23
04-01 04:32,8,24
04-01 04:42,8,23
04-01 04:52,8,22
04-01 05:02,10,23
04-01 05:12,8,22
04-01 05:22,10,23
04-01 05:32,10,22
04-01 05:42,8,23
04-01 05:52,10,22
04-01 06:02,10,22
04-01 06:12,8,22
04-01 06:22,10,21
04-01 06:32,10,22
04-01 06:42,10,21
04-01 06:52,10,22
04-01 07:02,10,21
04-01 07:12,10,22
04-01 07:22,10,21
04-01 07:32,10,21
04-01 07:42,10,22
04-01 07:52,2,21
04-01 08:02,8,23
04-01 08:12,8,23
04-01 08:22,6,22
04-01 08:32,9,21
04-01 08:42,10,20
04-01 08:52,9,21
04-01 09:02,9,21
04-01 09:12,9,22
04-01 09:22,9,21
04-01 09:32,11,21
04-01 09:42,9,22
04-01 09:53,11,21
04-01 10:03,9,23
04-01 10:13,8,24
04-01 10:23,10,23
04-01 10:33,10,21
04-01 10:43,10,22
04-01 10:53,11,21
04-01 11:03,11,20
04-01 11:13,9,22
04-01 11:23,11,22
04-01 11:33,12,21
04-01 11:43,11,22
04-01 11:53,11,23
04-01 12:00,10,23
04-01 12:10,12,22
04-01 12:20,12,23
04-01 12:30,13,24
04-01 12:40,13,24
04-01 12:50,14,22
04-01 13:00,14,27
04-01 13:10,15,23
04-01 13:20,16,23
04-01 13:30,16,24
04-01 13:40,14,26
04-01 13:50,16,24
04-01 14:00,17,23
04-01 14:10,17,25
04-01 14:20,16,24
04-01 14:30,16,23
04-01 14:40,16,24
04-01 14:50,17,24
04-01 15:01,19,23
04-01 15:11,17,23
04-01 15:21,17,23
04-01 15:31,18,23
04-01 15:41,18,22
04-01 15:51,18,20
04-01 16:01,19,22
04-01 16:11,18,20
04-01 16:21,18,21
04-01 16:31,20,21
04-01 16:41,17,21
04-01 16:51,17,21
04-01 17:01,17,21
04-01 17:11,17,20
04-01 17:22,18,20
04-01 17:32,17,20
04-01 17:42,17,19
04-01 17:52,16,19
04-01 18:02,17,20
04-01 18:12,14,20
04-01 18:22,17,18
04-01 18:32,11,19
04-01 18:42,4,20
04-01 19:00,11,21
04-01 19:10,9,20
04-01 19:20,7,19
04-01 19:30,7,22
04-01 19:40,12,20
04-01 19:50,14,20
04-02 10:34,10,21
04-02 10:44,9,21
04-02 10:54,1,21
04-02 11:04,12,21
04-02 11:05,12,20
04-02 11:15,13,20
04-02 11:25,13,23
04-02 11:35,12,23
04-02 11:45,12,24
04-02 11:55,12,22
04-02 12:00,10,23
04-02 12:10,12,23
04-02 12:20,11,22
04-02 12:30,11,21
04-02 12:40,11,23
04-02 12:50,11,23
04-02 13:00,12,19
04-02 13:10,12,23
04-02 13:20,12,22
04-02 13:30,13,22
04-02 13:40,15,22
04-02 13:50,15,25
04-02 14:00,16,23
04-02 14:10,16,22
04-02 14:20,17,23
04-02 14:30,17,23
04-02 14:40,16,22
04-02 14:50,17,21
04-02 15:00,17,21
04-02 15:10,18,21
04-02 15:20,16,21
04-02 15:30,19,21
04-02 15:40,17,23
04-02 15:50,17,19
04-02 16:00,17,20
04-02 16:10,17,20
04-02 16:20,17,20
04-02 16:30,18,20
04-02 16:40,18,19
04-02 16:50,17,19
04-02 17:00,18,20
04-02 17:10,17,20
04-02 17:20,17,21
04-02 17:30,16,19
04-02 17:40,15,20
04-02 17:50,16,23
04-02 18:00,16,20
04-02 18:10,4,20
04-02 18:20,12,21
04-02 18:31,8,19
04-02 18:41,5,19
04-02 18:51,4,20
04-02 19:01,15,20
04-02 19:11,12,19
04-02 19:21,4,20
04-02 19:31,11,23
04-02 19:41,4,21
04-02 20:32,10,20
04-02 20:42,12,19
04-02 20:52,12,20
04-02 21:02,10,20
04-02 21:12,10,20
04-02 21:22,9,20
04-02 21:32,10,20
04-02 21:42,10,21
04-02 21:52,8,22
04-02 22:02,10,21
04-02 22:12,7,21
04-02 22:22,9,18
04-02 22:32,8,21
04-02 22:42,8,20
04-02 22:52,7,20
04-02 23:02,9,20
04-02 23:12,9,21
04-02 23:22,8,20
04-02 23:32,7,21
04-02 23:42,7,20
04-02 23:52,7,20
04-03 00:02,7,21
04-03 00:12,8,20
04-03 00:22,6,21
04-03 00:32,8,20
04-03 00:42,7,21
04-03 00:52,6,20
04-03 01:02,6,20
04-03 01:12,5,21
04-03 01:22,5,20
04-03 01:32,5,22
04-03 01:42,5,23
04-03 01:52,4,21
04-03 02:02,7,20
04-03 02:12,5,23
04-03 02:22,4,21
04-03 02:32,4,22
04-03 02:42,4,21
04-03 02:52,3,20
04-03 03:02,3,21
04-03 03:12,4,20
04-03 03:22,5,21
04-03 03:32,4,21
04-03 03:42,3,17
04-03 03:53,3,22
04-03 04:03,5,21
04-03 04:13,3,21
04-03 04:23,2,20
04-03 04:33,2,20
04-03 04:43,2,22
04-03 04:53,1,21
04-03 05:03,2,20
04-03 05:13,1,22
04-03 05:23,2,23
04-03 05:33,1,20
04-03 05:43,2,23
04-03 05:53,0,23
04-03 06:03,0,18
04-03 06:13,2,22
04-03 06:23,1,20
04-03 06:33,1,23
04-03 06:43,1,22
04-03 06:53,1,21
04-03 07:03,1,23
04-03 07:13,1,24
04-03 07:23,1,23
04-03 07:33,1,21
04-03 07:43,1,21
04-03 07:53,2,23
04-03 08:03,2,22
04-03 08:13,4,22
04-03 08:23,4,22
04-03 08:33,7,22
04-03 08:43,8,23
04-03 08:53,8,24
04-03 09:03,11,20
04-03 09:13,12,21
04-03 09:23,13,21
04-03 09:33,13,23
04-03 09:43,13,23
04-03 09:53,15,23
04-03 10:03,17,23
04-03 10:13,17,23
04-03 10:23,17,23
04-03 10:33,18,22
04-03 10:43,20,22
04-03 10:53,18,22
04-03 11:03,20,22
04-03 11:13,21,20
04-03 11:23,21,20
04-03 11:33,24,22
04-03 11:43,23,21
04-03 11:53,22,20
04-03 12:00,22,20
04-03 12:10,21,19
04-03 12:20,22,19
04-03 12:30,24,19
04-03 12:40,24,19
04-03 12:50,25,19
04-03 13:00,25,19
04-03 13:10,24,19
04-03 13:20,25,18
04-03 13:30,27,19
04-03 13:40,28,19
04-03 13:50,25,20
04-03 14:00,26,18
04-03 14:10,26,19
04-03 14:20,26,19
04-03 14:30,25,19
04-03 14:40,24,18
04-03 14:50,28,18
04-03 15:00,19,19
04-03 15:10,25,19
04-03 15:20,26,19
04-03 15:30,25,19
04-03 15:40,25,19
04-03 15:50,26,19
04-03 16:00,26,19
04-03 16:10,25,20
04-03 16:20,24,19
04-03 16:30,22,19
04-03 16:40,23,18
04-03 16:50,22,19
04-03 16:56,19,20
04-03 17:06,21,19
04-03 17:16,21,19
04-03 17:26,20,20
04-03 17:36,21,20
04-03 17:46,19,20
04-03 17:56,20,20
04-03 18:06,19,19
04-03 18:16,18,21
04-03 18:26,19,20
04-03 18:36,16,21
04-03 18:46,17,20
04-03 18:56,16,20
04-03 19:06,17,20
04-03 19:16,18,20
04-03 19:26,17,20
04-03 19:36,16,18
04-03 19:46,3,21
04-03 19:56,16,21
04-03 20:06,16,20
04-03 20:16,15,20
04-03 20:26,14,20
04-03 20:36,15,20
04-03 20:46,14,20
04-03 20:56,13,20
04-03 21:06,15,20
04-03 21:16,14,20
04-03 21:26,13,21
04-03 21:36,13,21
04-03 21:46,11,20
04-03 21:56,11,22
04-03 22:06,11,20
04-03 22:16,11,20
04-03 22:26,12,20
04-03 22:36,11,20
04-03 22:46,13,20
04-03 22:56,10,20
04-03 23:06,10,20
04-03 23:16,9,20
04-03 23:26,9,20
04-03 23:36,10,20
04-03 23:46,10,20
04-03 23:56,9,19
04-04 00:06,9,20
04-04 00:16,8,20
04-04 00:26,10,18
04-04 00:36,9,18
04-04 00:46,9,20
04-04 00:56,8,19
04-04 01:06,10,20
04-04 01:16,9,22
04-04 01:26,9,22
04-04 01:36,8,21
04-04 01:46,7,20
04-04 01:56,7,20
04-04 02:06,8,20
04-04 02:16,8,20
04-04 02:26,7,20
04-04 02:36,6,20
04-04 02:46,6,20
04-04 02:57,5,20
04-04 03:07,7,21
04-04 03:17,4,21
04-04 03:27,6,16
04-04 03:37,5,20
04-04 03:47,4,20
04-04 03:57,3,19
04-04 04:07,3,19
04-04 04:17,3,18
04-04 04:27,4,21
04-04 04:37,4,19
04-04 04:47,3,19
04-04 04:57,3,19
04-04 05:07,2,19
04-04 05:17,2,18
04-04 05:27,1,19
04-04 05:37,1,19
04-04 05:47,2,19
04-04 05:57,2,21
04-04 06:07,2,19
04-04 06:17,1,19
04-04 06:27,1,19
04-04 06:37,0,19
04-04 06:47,0,18
04-04 06:57,2,19
04-04 07:07,0,19
04-04 07:17,1,19
04-04 07:27,1,19
04-04 07:37,1,19
04-04 07:47,0,19
04-04 07:57,2,20
04-04 08:07,4,21
04-04 08:17,4,21
04-04 08:27,4,21
04-04 08:37,6,20
04-04 08:47,9,23
04-04 08:57,11,22
04-04 09:07,12,22
04-04 09:17,11,22
04-04 09:27,13,22
04-04 09:37,16,19
04-04 09:47,15,21
04-04 09:57,19,21
04-04 10:07,18,20
04-04 10:17,22,22
04-04 10:27,21,21
04-04 10:37,22,21
04-04 10:47,23,19
04-04 10:57,24,19
04-04 11:07,25,23
04-04 11:17,25,20
04-04 11:27,28,20
04-04 11:37,28,20
04-04 11:47,28,20
04-04 11:57,28,19
04-04 12:00,27,19
04-04 12:10,28,19
04-04 12:20,29,19
04-04 12:30,30,19
04-04 12:40,30,20
04-04 12:50,30,20
04-04 13:00,31,19
04-04 13:10,32,19
04-04 13:20,33,20
04-04 13:30,33,20
04-04 13:40,32,20
04-04 13:50,32,18
04-04 14:00,32,19
04-04 14:10,32,20
04-04 14:20,33,20
