Time, Temp C, Humidity %
02-20 16:56,16,25
02-20 16:56,16,25
02-20 16:56,16,25
02-20 16:56,16,25
02-20 16:56,16,25
02-20 16:57,16,25
02-20 16:57,16,24
02-20 16:57,16,25
02-20 16:57,16,25
02-20 16:57,16,25
02-20 16:57,16,25
02-20 16:58,16,25
02-20 16:58,16,25
02-20 16:58,16,25
02-20 16:58,16,25
02-20 16:58,16,24
02-20 16:59,18,25
02-20 16:59,16,25
02-20 17:09,16,23
02-20 17:19,16,23
02-20 17:29,15,25
02-20 17:39,15,24
02-20 17:49,16,23
02-20 17:59,14,24
02-20 18:09,16,23
02-20 18:19,13,24
02-20 18:29,15,23
02-20 18:39,14,23
02-20 18:49,14,21
02-20 18:59,14,21
02-20 19:09,13,22
02-20 19:19,13,22
02-20 19:29,14,23
02-20 19:39,12,20
02-20 19:49,14,23
02-20 19:59,12,23
02-20 20:09,14,22
02-20 20:19,13,25
02-20 20:29,13,24
02-20 20:39,11,23
02-20 20:49,12,24
02-20 20:59,11,22
02-20 21:09,13,23
02-20 21:19,12,22
02-20 21:29,13,22
02-20 21:39,12,23
02-20 21:49,12,22
02-20 21:59,11,23
02-20 22:09,12,21
02-20 22:19,11,19
02-20 22:29,13,21
02-20 22:39,11,22
02-20 22:49,11,22
02-20 22:59,13,22
02-20 23:09,12,22
02-20 23:19,12,21
02-20 23:29,11,21
02-20 23:39,12,22
02-20 23:49,12,21
02-20 23:59,11,22
02-21 00:09,11,21
02-21 00:19,11,22
02-21 00:29,9,22
02-21 00:39,10,22
02-21 00:49,11,23
02-21 00:59,11,21
02-21 01:09,10,22
02-21 01:19,11,21
02-21 01:29,10,22
02-21 01:39,10,21
02-21 01:49,12,24
02-21 01:59,10,22
02-21 02:09,10,21
02-21 02:19,11,23
02-21 02:29,11,23
02-21 02:39,11,23
02-21 02:49,11,23
02-21 02:59,11,23
02-21 03:09,11,22
02-21 03:19,9,20
02-21 03:29,9,22
02-21 03:39,11,22
02-21 03:49,11,22
02-21 03:59,11,22
02-21 04:09,11,22
02-21 04:19,10,22
02-21 04:29,11,19
02-21 04:39,11,22
02-21 04:49,10,22
02-21 04:59,10,21
02-21 05:09,10,22
02-21 05:19,8,21
02-21 05:29,9,22
02-21 05:34,8,22
02-21 05:44,11,21
02-21 05:54,9,22
02-21 06:04,11,23
02-21 06:14,9,21
02-21 06:24,11,21
02-21 06:34,11,22
02-21 06:44,10,22
02-21 06:54,11,22
02-21 07:04,10,22
02-21 07:14,10,22
02-21 07:24,9,22
02-21 07:34,10,22
02-21 07:44,10,21
02-21 07:54,10,20
02-21 08:04,10,21
02-21 08:14,10,23
02-21 08:24,10,22
02-21 08:34,10,23
02-21 08:44,10,22
02-21 08:54,10,23
02-21 09:04,10,22
02-21 09:14,10,22
02-21 09:24,11,22
02-21 09:34,9,23
02-21 09:44,12,23
02-21 09:54,12,22
02-21 10:04,12,23
02-21 10:14,11,22
02-21 10:24,11,23
02-21 10:34,11,22
02-21 10:44,11,23
02-21 10:54,12,22
02-21 11:04,10,22
02-21 11:14,11,23
02-21 11:24,13,22
02-21 11:34,11,25
02-21 11:44,12,21
02-21 11:54,12,25
02-21 12:00,10,22
02-21 12:10,11,24
02-21 12:20,12,22
02-21 12:30,12,19
02-21 12:40,13,21
02-21 12:50,13,22
02-21 13:00,13,20
02-21 13:10,13,23
02-21 13:20,11,23
02-21 13:30,14,23
02-21 13:40,13,26
02-21 13:50,14,24
02-21 14:00,15,23
02-21 14:10,13,23
02-21 14:20,14,25
02-21 14:30,15,24
02-21 14:40,15,23
02-21 14:50,16,24
02-21 15:00,16,25
02-21 15:10,16,22
02-21 15:20,15,23
02-21 15:30,16,24
02-21 15:40,17,23
02-21 15:50,15,24
02-21 16:00,17,25
02-22 12:00,18,22
02-22 12:10,20,23
02-22 12:20,19,23
02-22 12:30,19,21
02-22 12:40,18,20
02-22 12:50,18,23
02-22 13:00,18,23
02-22 13:10,19,22
02-22 13:20,18,23
02-22 13:30,18,23
02-22 13:40,15,22
02-22 13:50,18,23
02-22 14:00,19,23
02-22 14:10,20,22
02-22 14:20,19,23
02-22 14:30,19,22
02-22 14:40,21,23
02-22 14:50,18,22
02-22 15:00,20,23
02-22 15:10,17,23
02-22 15:20,17,22
02-22 15:30,17,22
02-22 15:40,19,23
02-22 15:50,17,25
02-22 16:00,18,22
02-22 16:10,19,23
02-22 16:20,17,22
02-22 16:30,17,22
02-22 16:40,17,21
02-22 16:50,17,23
02-22 17:00,15,22
02-22 17:10,16,21
02-22 17:20,15,21
02-22 17:30,14,21
02-22 17:40,15,23
02-22 17:50,14,22
02-22 18:00,12,22
02-22 18:10,13,22
02-22 18:20,12,20
02-22 18:30,13,21
02-22 18:40,12,22
02-22 18:50,11,21
02-22 19:00,12,22
02-22 19:10,10,19
02-22 19:20,12,22
02-22 19:30,11,22
02-22 19:40,10,20
02-22 19:50,10,22
02-22 20:00,9,21
02-22 20:10,11,22
02-22 20:20,10,21
02-22 20:30,9,21
02-22 20:40,8,20
02-22 20:50,7,21
02-22 21:00,9,22
02-22 21:10,9,21
02-22 21:20,9,22
02-22 21:30,8,21
02-22 21:40,10,22
02-22 21:50,9,20
02-22 22:00,7,21
02-22 22:10,9,22
02-22 22:20,9,21
02-22 22:30,9,22
02-22 22:40,8,21
02-22 22:50,10,21
02-22 23:00,8,21
02-22 23:10,9,22
02-22 23:20,9,22
02-22 23:30,9,23
02-22 23:40,9,23
02-22 23:50,8,24
02-23 00:00,9,24
02-23 00:10,8,24
02-23 00:20,8,23
02-23 00:30,9,23
02-23 00:40,9,24
02-23 00:50,7,25
02-23 01:00,7,24
02-23 01:10,8,23
02-23 01:20,7,25
02-23 01:31,7,22
02-23 01:41,7,23
02-23 01:51,7,23
02-23 02:01,7,23
02-23 02:11,7,22
02-23 02:21,8,22
02-23 02:31,8,23
02-23 02:41,8,24
02-23 02:51,8,24
02-23 03:01,8,24
02-23 03:11,8,24
02-23 03:21,7,24
02-23 03:31,8,24
02-23 03:41,6,25
02-23 03:51,7,23
02-23 04:01,7,24
02-23 04:11,5,22
02-23 04:21,7,24
02-23 04:31,5,23
02-23 04:41,6,25
02-23 04:51,7,22
02-23 05:01,6,22
02-23 05:11,6,23
02-23 05:21,6,22
02-23 05:31,5,23
02-23 05:41,6,23
02-23 05:51,7,24
02-23 06:01,6,24
02-23 06:11,6,26
02-23 06:21,6,24
02-23 06:31,8,24
02-23 06:41,8,24
02-23 06:51,5,24
02-23 07:01,7,24
02-23 07:11,7,24
02-23 07:21,7,25
02-23 07:31,6,26
02-23 07:41,5,25
02-23 07:51,4,25
02-23 08:01,7,25
02-23 08:11,6,23
02-23 08:21,6,24
02-23 08:31,6,24
02-23 08:41,6,24
02-23 08:51,7,24
02-23 09:01,7,23
02-23 09:11,6,23
02-23 09:21,8,24
02-23 09:31,7,25
02-23 09:41,8,25
02-23 09:51,8,25
02-23 10:01,9,26
02-23 10:11,9,28
02-23 10:21,9,27
02-23 10:31,11,25
02-23 10:41,10,25
02-23 10:51,11,23
02-23 11:01,12,25
02-23 11:11,12,25
02-23 11:21,14,23
02-23 11:31,14,22
02-23 11:41,14,22
02-23 11:51,15,23
02-23 12:00,13,22
02-23 12:10,15,22
02-23 12:20,15,22
02-23 12:30,12,22
02-23 12:40,14,21
02-23 12:50,13,22
02-23 13:00,14,22
02-23 13:10,14,22
02-23 13:20,14,22
02-23 13:30,14,22
02-23 13:40,14,22
02-23 13:50,14,20
02-23 14:00,13,22
02-23 14:10,13,22
02-23 14:20,13,23
02-23 14:30,12,22
02-23 14:40,12,22
02-23 14:50,12,22
02-23 15:00,14,22
02-23 15:10,12,22
02-23 15:20,12,22
02-23 15:30,12,22
02-23 15:40,13,22
02-23 15:50,12,22
02-23 16:00,11,21
02-23 16:10,13,23
02-23 16:20,11,22
02-23 16:30,11,21
02-23 16:40,10,22
02-23 16:50,9,20
02-23 17:00,11,22
02-23 17:10,10,21
02-23 17:20,10,21
02-23 17:30,9,21
02-23 17:40,9,21
02-23 17:50,7,21
02-23 18:00,8,20
02-23 18:10,8,21
02-23 18:20,7,20
02-23 18:30,7,22
02-23 18:40,8,21
02-23 18:50,8,24
02-23 19:00,7,21
02-23 19:10,8,23
02-23 19:20,7,20
02-23 19:30,5,22
02-23 19:40,6,23
02-23 19:50,8,24
02-23 20:00,7,22
02-23 20:10,7,22
02-23 20:20,6,20
02-23 20:30,6,22
02-23 20:40,5,23
02-23 20:50,4,24
02-23 21:00,5,22
02-23 21:10,6,23
02-23 21:20,5,23
02-23 21:30,5,25
02-23 21:40,4,23
02-23 21:50,4,23
02-23 22:00,4,20
02-23 22:10,5,22
02-23 22:20,4,23
02-23 22:30,4,23
02-23 22:40,4,23
02-23 22:50,5,23
02-23 23:00,3,24
02-23 23:10,3,23
02-23 23:20,2,23
02-23 23:30,2,23
02-23 23:40,3,23
02-23 23:50,3,22
02-24 00:00,2,23
02-24 00:10,1,23
02-24 00:20,2,23
02-24 00:30,5,21
02-24 00:40,1,24
02-24 00:50,4,23
02-24 01:00,2,23
02-24 01:10,3,21
02-24 01:20,3,23
02-24 01:30,1,23
02-24 01:41,3,23
02-24 01:51,2,25
02-24 02:01,2,23
02-24 02:11,1,23
02-24 02:21,2,23
02-24 02:31,1,23
02-24 02:41,2,23
02-24 02:51,2,24
02-24 03:01,2,23
02-24 03:11,1,23
02-24 03:21,1,23
02-24 03:31,2,23
02-24 03:41,2,23
02-24 03:51,1,23
02-24 04:01,1,23
02-24 04:11,2,23
02-24 04:21,2,24
02-24 04:31,2,23
02-24 04:41,0,24
02-24 04:51,2,24
02-24 05:01,2,22
02-24 05:11,2,24
02-24 05:21,2,24
02-24 05:31,2,24
02-24 05:41,3,24
02-24 05:51,3,23
02-24 06:01,3,24
02-24 06:11,2,24
02-24 06:21,2,25
02-24 06:31,2,23
02-24 06:41,2,23
02-24 06:51,2,24
02-24 07:01,2,24
02-24 07:11,2,22
02-24 07:21,2,23
02-24 07:31,2,24
02-24 07:41,1,22
02-24 07:51,2,23
02-24 08:01,2,24
02-24 08:11,3,24
02-24 08:21,3,23
02-24 08:31,4,24
02-24 08:41,4,24
02-24 08:51,4,24
02-24 09:01,1,25
02-24 09:11,2,25
02-24 09:21,3,24
02-24 09:31,3,25
02-24 09:41,5,25
02-24 09:51,3,25
02-24 10:01,4,25
02-24 10:11,5,26
02-24 10:21,4,26
02-24 10:31,5,26
02-24 10:41,8,26
02-24 10:51,7,25
02-24 11:01,9,25
02-24 11:11,8,24
02-24 11:21,11,24
02-24 11:31,10,24
02-24 11:41,11,24
02-24 11:51,8,23
02-24 12:00,9,23
02-24 12:10,11,23
02-24 12:20,11,22
02-24 12:30,10,23
02-24 12:40,11,24
02-24 12:50,12,23
02-24 13:00,11,23
02-24 13:10,12,22
02-24 13:20,11,24
02-24 13:30,11,24
02-24 13:40,11,24
02-24 13:50,12,24
02-24 14:00,12,24
02-24 14:10,13,21
02-24 14:20,14,24
02-24 14:30,12,24
02-24 14:40,14,23
02-24 14:50,12,23
02-24 15:00,12,23
02-24 15:10,15,24
02-24 15:20,15,23
02-24 15:30,12,22
02-24 15:40,13,24
02-24 15:50,12,22
02-24 16:00,12,22
02-24 16:10,15,23
02-24 16:20,14,24
02-24 16:30,11,21
02-24 16:40,13,22
02-24 16:50,14,24
02-24 17:00,12,24
02-24 17:10,11,21
02-24 17:20,11,23
02-24 17:30,10,22
02-24 17:40,10,21
02-24 17:50,9,22
02-24 18:00,10,23
02-24 18:10,11,22
02-24 18:20,12,22
02-24 18:30,9,21
02-24 18:40,9,22
02-24 18:50,9,21
02-24 19:00,8,22
02-24 19:10,11,23
02-24 19:20,9,23
02-24 19:30,9,21
02-24 19:40,8,23
02-24 19:50,8,21
02-24 20:00,8,21
02-24 20:10,9,21
02-24 20:20,10,22
02-24 20:30,11,24
02-24 20:40,8,23
02-24 20:50,7,22
02-24 21:00,7,23
02-24 21:10,8,23
02-24 21:20,8,24
02-24 21:30,7,21
02-24 21:40,8,23
02-24 21:50,9,22
02-24 22:00,6,21
02-24 22:10,5,22
02-24 22:20,6,23
02-24 22:30,7,21
02-24 22:40,7,23
02-24 22:50,6,22
02-24 23:00,5,22
02-24 23:10,5,23
02-24 23:20,4,23
02-24 23:30,8,23
02-24 23:40,6,25
02-24 23:50,6,23
02-25 00:00,8,23
02-25 00:10,5,22
02-25 00:20,7,23
02-25 00:30,7,23
02-25 00:40,5,23
02-25 00:50,3,23
02-25 01:00,3,23
02-25 01:10,3,24
02-25 01:20,4,23
02-25 01:30,3,23
02-25 01:40,5,24
02-25 01:50,5,25
02-25 02:00,2,22
02-25 02:10,4,23
02-25 02:20,2,25
02-25 02:30,1,23
02-25 02:41,2,23
02-25 02:51,2,25
02-25 03:01,3,22
02-25 03:11,3,22
02-25 03:21,2,24
02-25 03:31,2,22
02-25 03:41,4,24
02-25 03:51,4,24
02-25 04:01,1,23
02-25 04:11,0,23
02-25 04:21,1,25
02-25 04:31,0,23
02-25 04:41,0,23
02-25 04:51,0,24
02-25 05:01,0,23
02-25 05:11,4,23
02-25 05:21,1,23
02-25 05:31,5,24
02-25 05:41,1,24
02-25 05:51,0,23
02-25 06:01,0,24
02-25 06:11,-1,23
02-25 06:21,3,24
02-25 06:31,2,23
02-25 06:41,2,24
02-25 06:51,1,24
02-25 07:01,2,24
02-25 07:11,0,22
02-25 07:21,4,24
02-25 07:31,2,24
02-25 07:41,2,24
02-25 07:51,3,23
02-25 08:01,3,25
02-25 08:11,2,25
02-25 08:21,3,24
02-25 08:31,3,25
02-25 08:41,4,25
02-25 08:51,4,25
02-25 09:01,5,25
02-25 09:11,3,26
02-25 09:21,4,26
02-25 09:31,5,26
02-25 09:41,4,27
02-25 09:51,5,26
02-25 10:01,7,26
02-25 10:11,8,26
02-25 10:21,8,26
02-25 10:31,7,26
02-25 10:41,8,26
02-25 10:51,8,26
02-25 11:01,9,26
02-25 11:11,8,26
02-25 11:21,9,26
02-25 11:31,9,26
02-25 11:41,10,25
02-25 11:51,10,25
02-25 12:00,9,25
02-25 12:10,8,27
02-25 12:20,11,27
02-25 12:30,11,25
02-25 12:40,11,25
02-25 12:50,9,25
02-25 13:00,9,25
02-25 13:10,10,26
02-25 13:20,10,26
02-25 13:30,9,26
02-25 13:40,10,25
02-25 13:50,10,25
02-25 14:00,9,26
02-25 14:10,9,24
02-25 14:20,10,24
02-25 14:30,10,24
02-25 14:40,9,25
02-25 14:50,9,22
02-25 15:00,10,22
02-25 15:10,10,23
02-25 15:20,10,21
02-25 15:30,10,22
02-25 15:40,9,22
02-25 15:50,9,23
02-25 16:00,10,20
02-25 16:10,7,21
02-25 16:20,7,21
02-25 16:30,6,22
02-25 16:40,9,22
02-25 16:50,8,22
02-25 17:00,11,25
02-25 17:10,8,23
02-25 17:20,8,23
02-25 17:30,8,22
02-25 17:40,7,20
02-25 17:50,8,22
02-25 18:00,7,21
02-25 18:10,7,20
02-25 18:20,6,22
02-25 18:30,8,22
02-25 18:40,7,21
02-25 18:50,8,23
02-25 19:00,5,25
02-25 19:10,6,21
02-25 19:20,7,21
02-25 19:30,5,23
02-25 19:40,6,22
02-25 19:50,7,23
02-25 20:00,5,23
02-25 20:10,6,24
02-25 20:20,7,23
02-25 20:30,7,25
02-25 20:40,5,23
02-25 20:50,6,24
02-25 21:00,6,23
02-25 21:10,7,23
02-25 21:20,6,24
02-25 21:30,5,23
02-25 21:40,5,24
02-25 21:50,5,22
02-25 22:00,4,23
02-25 22:10,3,24
02-25 22:20,5,24
02-25 22:30,4,24
02-25 22:40,4,24
02-25 22:50,4,24
02-25 23:00,3,24
02-25 23:10,2,24
02-25 23:20,3,24
02-25 23:30,2,24
02-25 23:40,4,25
02-25 23:50,4,24
02-26 00:00,3,24
02-26 00:10,3,25
02-26 00:20,2,24
02-26 00:30,2,24
02-26 00:40,1,24
02-26 00:50,3,24
02-26 01:00,4,23
02-26 01:10,3,24
02-26 01:20,1,24
02-26 01:30,1,26
02-26 01:40,1,23
02-26 01:50,1,24
02-26 02:00,1,24
02-26 02:10,1,25
02-26 02:20,1,24
02-26 02:30,0,27
02-26 02:40,2,24
02-26 02:50,0,24
02-26 03:00,0,23
02-26 03:10,0,24
02-26 03:21,0,24
02-26 03:31,2,22
02-26 03:41,0,24
02-26 03:51,0,27
02-26 04:01,0,24
02-26 04:11,0,24
02-26 04:21,3,28
02-26 04:31,1,26
02-26 04:41,0,24
02-26 04:51,0,24
02-26 05:01,3,24
02-26 05:11,1,24
02-26 05:21,-1,23
02-26 05:31,3,24
02-26 05:41,3,24
02-26 05:51,2,24
02-26 06:01,1,25
02-26 06:11,2,25
02-26 06:21,2,25
02-26 06:31,2,24
02-26 06:41,2,24
02-26 06:51,2,24
02-26 07:01,1,24
02-26 07:11,2,24
02-26 07:21,2,24
02-26 07:31,4,26
02-26 07:41,2,24
02-26 07:51,2,23
02-26 08:01,2,24
02-26 08:11,2,24
02-26 08:21,2,25
02-26 08:31,2,25
02-26 08:41,3,24
02-26 08:51,3,25
02-26 09:01,1,25
02-26 09:11,4,25
02-26 09:21,1,24
02-26 09:31,3,27
02-26 09:41,4,27
02-26 09:51,6,28
02-26 10:01,8,26
02-26 10:11,9,27
02-26 10:21,10,27
02-26 10:31,12,27
02-26 10:41,13,27
02-26 10:51,14,27
02-26 11:01,14,26
02-26 11:11,15,25
02-26 11:21,17,26
02-26 11:31,16,24
02-26 11:41,15,23
02-26 11:51,16,23
02-26 12:00,17,24
02-26 12:10,15,23
02-26 12:20,17,21
02-26 12:30,18,23
02-26 12:40,17,24
02-26 12:50,18,23
02-26 13:00,19,23
02-26 13:10,19,25
02-26 13:20,19,24
02-26 13:30,20,23
02-26 13:40,19,23
02-26 13:50,19,24
02-26 14:00,19,22
02-26 14:10,19,24
02-26 14:20,19,23
02-26 14:30,18,23
02-26 14:40,18,25
02-26 14:50,17,23
02-26 15:00,17,23
02-26 15:10,18,23
02-26 15:20,17,23
02-26 15:30,16,22
02-26 15:40,17,23
02-26 15:50,16,22
02-26 16:00,14,22
02-26 16:10,15,22
02-26 16:20,15,22
02-26 16:30,12,22
02-26 16:40,12,22
02-26 16:50,11,21
02-26 17:00,11,21
02-26 17:10,11,22
02-26 17:20,11,21
02-26 17:30,10,22
02-26 17:40,10,21
02-26 17:50,11,22
02-26 18:00,10,21
02-26 18:10,9,21
02-26 18:20,6,22
02-26 18:30,9,21
02-26 18:40,9,21
02-26 18:50,8,21
02-26 19:00,10,23
02-26 19:10,8,21
02-26 19:20,7,21
02-26 19:30,7,21
02-26 19:40,6,21
02-26 19:50,6,22
02-26 20:00,4,22
02-26 20:10,7,23
02-26 20:20,5,22
02-26 20:30,6,22
02-26 20:40,6,22
02-26 20:50,6,22
02-26 21:00,5,22
02-26 21:10,5,22
02-26 21:20,3,22
02-26 21:30,5,22
02-26 21:40,2,23
02-26 21:50,4,21
02-26 22:00,2,23
02-26 22:10,3,21
02-26 22:20,4,24
02-26 22:30,4,23
02-26 22:40,4,23
02-26 22:50,4,22
02-26 23:00,3,23
02-26 23:10,4,21
02-26 23:20,3,23
02-26 23:30,3,23
02-26 23:40,5,23
02-26 23:50,4,23
02-27 00:00,4,23
02-27 00:10,2,20
02-27 00:20,3,23
02-27 00:30,3,23
02-27 00:40,2,23
02-27 00:50,4,20
02-27 01:00,1,23
02-27 01:10,3,23
02-27 01:21,2,25
02-27 01:31,4,23
02-27 01:41,2,22
02-27 01:51,4,23
02-27 02:01,3,23
02-27 02:11,3,23
02-27 02:21,3,23
02-27 02:31,2,21
02-27 02:41,2,23
02-27 02:51,1,23
02-27 03:01,1,23
02-27 03:11,1,23
02-27 03:21,3,23
02-27 03:31,3,26
02-27 03:41,1,23
02-27 03:51,1,23
02-27 04:01,0,23
02-27 04:11,0,22
02-27 04:21,1,25
02-27 04:31,2,23
02-27 04:41,2,23
02-27 04:51,0,23
02-27 05:01,0,23
02-27 05:11,0,23
02-27 05:21,2,23
02-27 05:31,2,22
02-27 05:41,2,23
02-27 05:51,2,23
02-27 06:01,2,25
02-27 06:11,0,23
02-27 06:21,0,23
02-27 06:31,2,24
02-27 06:41,0,24
02-27 06:51,2,25
02-27 07:01,1,24
02-27 07:11,3,24
02-27 07:21,1,24
02-27 07:31,3,24
02-27 07:41,3,25
02-27 07:51,1,24
02-27 08:01,2,24
02-27 08:11,1,24
02-27 08:21,2,25
02-27 08:31,3,25
02-27 08:41,3,22
02-27 08:51,4,25
02-27 09:01,4,24
02-27 09:11,3,25
02-27 09:21,2,25
02-27 09:31,2,26
02-27 09:41,3,25
02-27 09:51,3,26
02-27 10:01,3,25
02-27 10:11,2,26
02-27 10:21,3,27
02-27 10:31,3,28
02-27 10:41,3,25
02-27 10:51,4,26
02-27 11:01,4,25
02-27 11:11,5,26
02-27 11:21,3,25
02-27 11:31,4,25
02-27 11:41,5,25
02-27 11:51,6,23
02-27 12:00,6,25
02-27 12:10,8,23
02-27 12:20,9,26
02-27 12:30,9,24
02-27 12:40,10,23
02-27 12:50,10,24
02-27 13:00,8,21
02-27 13:10,10,23
02-27 13:20,9,23
02-27 13:30,11,24
02-27 13:40,12,25
02-27 13:50,10,24
02-27 14:00,11,23
02-27 14:10,11,23
02-27 14:20,12,24
02-27 14:30,12,23
02-27 14:40,12,22
02-27 14:50,12,20
02-27 15:00,11,23
02-27 15:10,11,22
02-27 15:20,13,22
02-27 15:30,11,22
02-27 15:40,13,23
02-27 15:50,10,25
02-27 16:00,12,23
02-27 16:10,12,22
02-27 16:20,9,22
02-27 16:30,11,25
02-27 16:40,9,22
02-27 16:50,10,23
02-27 17:00,10,21
02-27 17:10,10,23
02-27 17:20,10,21
02-27 17:30,9,22
02-27 17:40,11,24
02-27 17:50,10,21
02-27 18:00,10,22
02-27 18:10,10,22
02-27 18:20,9,22
02-27 18:30,9,21
02-27 18:40,8,22
02-27 18:50,10,21
02-27 19:00,9,22
02-27 19:10,8,20
02-27 19:20,8,22
02-27 19:30,10,23
02-27 19:40,8,22
02-27 19:50,7,21
02-27 20:00,8,22
02-27 20:10,8,21
02-27 20:20,8,22
02-27 20:30,7,21
02-27 20:40,6,22
02-27 20:50,6,20
02-27 21:00,6,21
02-27 21:10,7,22
02-27 21:20,6,23
02-27 21:30,5,23
02-27 21:40,5,23
02-27 21:50,4,23
02-27 22:00,3,23
02-27 22:10,3,23
02-27 22:20,4,23
02-27 22:30,4,23
02-27 22:40,6,23
02-27 22:50,3,23
02-27 23:00,3,23
02-27 23:10,5,24
02-27 23:20,4,24
02-27 23:30,4,23
02-27 23:40,3,23
02-27 23:50,2,23
02-28 00:00,2,24
02-28 00:10,2,23
02-28 00:20,1,23
02-28 00:30,1,23
02-28 00:40,0,23
02-28 00:50,1,24
02-28 01:00,0,24
02-28 01:10,3,24
02-28 01:20,3,23
02-28 01:30,2,24
02-28 01:40,2,24
02-28 01:50,2,27
02-28 02:00,1,24
02-28 02:10,1,24
02-28 02:20,1,24
02-28 02:30,1,24
02-28 02:41,2,23
02-28 02:51,2,23
02-28 03:01,2,24
02-28 03:11,2,24
02-28 03:21,1,25
02-28 03:31,1,24
02-28 03:41,1,24
02-28 03:51,1,24
02-28 04:01,1,24
02-28 04:11,1,24
02-28 04:21,1,26
02-28 04:31,1,25
02-28 04:41,2,22
02-28 04:51,2,25
02-28 05:01,2,25
02-28 05:11,2,25
02-28 05:21,2,25
02-28 05:31,2,25
02-28 05:41,3,27
02-28 05:51,3,25
02-28 06:01,3,25
02-28 06:11,1,24
02-28 06:21,2,25
02-28 06:31,2,25
02-28 06:41,2,25
02-28 06:51,2,26
02-28 07:01,2,27
02-28 07:11,2,25
02-28 07:21,2,25
02-28 07:31,3,25
02-28 07:41,3,25
02-28 07:51,3,26
02-28 08:01,4,26
02-28 08:11,2,25
02-28 08:21,1,26
02-28 08:31,3,27
02-28 08:41,2,26
02-28 08:51,2,26
02-28 09:01,3,26
02-28 09:11,3,26
02-28 09:21,4,29
02-28 09:31,5,27
02-28 09:41,5,27
02-28 09:51,3,26
02-28 10:01,4,27
02-28 10:11,5,27
02-28 10:21,4,27
02-28 10:31,5,25
02-28 10:41,6,27
02-28 10:51,8,27
02-28 11:01,7,27
02-28 11:11,9,25
02-28 11:21,7,26
02-28 11:31,8,25
02-28 11:41,8,26
02-28 11:51,9,27
02-28 12:00,8,28
02-28 12:10,10,29
02-28 12:20,11,27
02-28 12:30,9,27
02-28 12:40,11,26
02-28 12:50,11,25
02-28 13:00,11,25
02-28 13:10,10,25
02-28 13:20,10,25
02-28 13:30,13,24
02-28 13:40,11,23
02-28 13:50,12,25
02-28 14:00,10,23
02-28 14:10,12,24
02-28 14:20,12,23
02-28 14:30,12,24
02-28 14:40,12,25
02-28 14:50,13,22
02-28 15:00,11,24
02-28 15:10,13,23
02-28 15:20,11,22
02-28 15:30,13,23
02-28 15:40,13,23
02-28 15:50,11,23
02-28 16:00,13,23
02-28 16:10,13,22
02-28 16:20,13,23
02-28 16:30,10,22
02-28 16:40,11,23
02-28 16:50,11,21
02-28 17:00,11,22
02-28 17:10,11,22
02-28 17:20,11,22
02-28 17:30,10,22
02-28 17:40,11,24
02-28 17:50,11,22
02-28 18:00,11,22
02-28 18:10,10,23
02-28 18:20,10,22
02-28 18:30,10,21
02-28 18:40,9,22
02-28 18:50,9,21
02-28 19:00,10,21
02-28 19:10,8,19
02-28 19:20,9,23
02-28 19:30,8,24
02-28 19:40,10,24
02-28 19:50,7,24
02-28 20:00,9,24
02-28 20:10,8,27
02-28 20:20,9,25
02-28 20:30,8,25
02-28 20:40,8,25
02-28 20:50,8,25
02-28 21:00,8,25
02-28 21:10,8,25
02-28 21:20,8,25
02-28 21:30,7,26
02-28 21:40,8,25
02-28 21:50,8,23
02-28 22:00,8,24
02-28 22:10,8,23
02-28 22:20,8,23
02-28 22:30,8,23
02-28 22:40,10,23
02-28 22:50,8,23
02-28 23:00,8,23
02-28 23:10,8,23
02-28 23:20,8,22
02-28 23:30,7,23
02-28 23:40,7,23
02-28 23:50,7,23
03-01 00:00,7,22
03-01 00:10,8,23
03-01 00:20,7,22
03-01 00:30,7,22
03-01 00:40,6,22
03-01 00:50,6,22
03-01 01:00,6,22
03-01 01:10,6,23
03-01 01:20,6,23
03-01 01:30,6,22
03-01 01:40,6,23
03-01 01:50,8,23
03-01 02:00,7,22
03-01 02:10,5,23
03-01 02:21,5,21
03-01 02:31,7,23
03-01 02:41,7,22
03-01 02:51,7,21
03-01 03:01,6,23
03-01 03:11,6,26
03-01 03:21,5,24
03-01 03:31,5,24
03-01 03:41,7,24
03-01 03:51,6,23
03-01 04:01,6,24
03-01 04:11,4,24
03-01 04:21,6,24
03-01 04:31,6,25
03-01 04:41,5,26
03-01 04:51,6,23
03-01 05:01,4,25
03-01 05:11,4,24
03-01 05:21,4,23
03-01 05:31,6,24
03-01 05:41,6,26
03-01 05:51,4,26
03-01 06:01,6,25
03-01 06:11,5,25
03-01 06:21,6,25
03-01 06:31,6,25
03-01 06:41,5,26
03-01 06:51,5,24
03-01 07:01,3,25
03-01 07:11,5,25
03-01 07:21,5,25
03-01 07:31,5,27
03-01 07:41,5,27
03-01 07:51,5,25
03-01 08:01,4,25
03-01 08:11,6,27
03-01 08:21,6,25
03-01 08:31,5,26
03-01 08:41,7,24
03-01 08:51,8,25
03-01 09:01,9,21
03-01 09:11,8,24
03-01 09:21,8,24
03-01 09:31,10,25
03-01 09:41,10,24
03-01 09:51,11,24
03-01 10:01,10,24
03-01 10:11,12,23
03-01 10:21,13,22
03-01 10:31,14,23
03-01 10:41,13,22
03-01 10:51,13,22
03-01 11:01,13,22
03-01 11:11,13,24
03-01 11:21,12,24
03-01 11:31,12,23
03-01 11:41,12,22
03-01 11:51,12,23
