Time,Air Quality
03-27 05:55,255.0
03-27 06:05,256.0
03-27 06:15,252.0
03-27 06:25,252.0
03-27 06:35,247.0
03-27 06:45,248.0
03-27 06:55,243.0
03-27 07:05,247.0
03-27 07:15,247.0
03-27 07:25,250.0
03-27 07:35,248.0
03-27 07:45,251.0
03-27 07:55,248.0
03-27 08:05,250.0
03-27 08:15,246.0
03-27 08:25,241.0
03-27 08:35,240.0
03-27 08:45,244.0
03-27 08:55,245.0
03-27 09:05,241.0
03-27 09:15,234.0
03-27 09:25,229.0
03-27 09:35,219.0
03-27 09:45,214.0
03-27 09:55,206.0
03-27 10:05,207.0
03-27 10:15,213.0
03-27 10:25,225.0
03-27 10:35,239.0
03-27 10:45,255.0
03-27 10:55,270.0
03-27 11:05,280.0
03-27 11:15,291.0
03-27 11:25,299.0
03-27 11:35,312.0
03-27 11:45,319.0
03-27 11:55,319.0
03-27 12:00,317.0
03-27 12:10,319.0
03-27 12:20,320.0
03-27 12:30,322.0
03-27 12:40,325.0
03-27 12:50,329.0
03-27 13:00,341.0
03-27 13:10,348.0
03-27 13:20,351.0
03-27 13:30,346.0
03-27 13:40,345.0
03-27 13:51,349.0
03-27 14:01,353.0
03-27 14:11,351.0
03-27 14:21,349.0
03-27 14:31,340.0
03-27 14:41,341.0
03-27 14:51,331.0
03-27 15:01,317.0
03-27 15:11,312.0
03-27 15:21,296.0
03-27 15:31,291.0
03-27 15:41,289.0
03-27 15:51,294.0
03-27 16:01,290.0
03-27 16:11,291.0
03-27 16:21,284.0
03-27 16:31,281.0
03-27 16:41,273.0
03-27 16:51,273.0
03-27 17:01,265.0
03-27 17:11,261.0
03-27 17:21,254.0
03-27 17:32,252.0
03-27 17:42,247.0
03-27 17:52,241.0
03-27 18:02,234.0
03-27 18:12,226.0
03-27 18:22,219.0
03-27 18:32,214.0
03-27 18:43,213.0
03-27 18:53,211.0
03-27 19:03,195.0
03-27 19:13,189.0
03-27 19:23,187.0
03-27 19:33,192.0
03-27 19:43,191.0
03-27 19:54,187.0
03-27 20:04,186.0
03-27 20:14,185.0
03-27 20:24,183.0
03-27 20:34,185.0
03-27 20:44,184.0
03-27 20:55,189.0
03-27 21:05,187.0
03-27 21:15,183.0
03-27 21:25,174.0
03-27 21:35,166.0
03-27 21:45,166.0
03-27 21:55,166.0
03-27 22:05,166.0
03-27 22:15,160.0
03-27 22:25,160.0
03-27 22:35,151.0
03-27 22:45,150.0
03-27 22:55,139.0
03-27 23:05,137.0
03-27 23:15,129.0
03-27 23:25,132.0
03-27 23:35,136.0
03-27 23:45,139.0
03-27 23:55,136.0
03-28 00:05,127.0
03-28 00:15,129.0
03-28 00:25,131.0
03-28 00:35,136.0
03-28 00:45,136.0
03-28 00:55,137.0
03-28 01:05,138.0
03-28 01:15,139.0
03-28 01:25,138.0
03-28 01:35,138.0
03-28 01:45,133.0
03-28 01:55,130.0
03-28 02:05,125.0
03-28 02:15,124.0
03-28 02:25,123.0
03-28 02:35,125.0
03-28 02:45,119.0
03-28 02:55,115.0
03-28 03:05,109.0
03-28 03:15,110.0
03-28 03:25,109.0
03-28 03:35,109.0
03-28 03:45,113.0
03-28 03:55,113.0
03-28 04:05,109.0
03-28 04:15,98.0
03-28 04:25,94.0
03-28 04:35,97.0
03-28 04:45,98.0
03-28 04:55,99.0
03-28 05:05,96.0
03-28 05:15,101.0
03-28 05:25,101.0
03-28 05:35,103.0
03-28 05:45,106.0
03-28 05:55,108.0
03-28 06:05,116.0
03-28 06:15,112.0
03-28 06:25,120.0
03-28 06:35,122.0
03-28 06:45,128.0
03-28 06:55,130.0
03-28 07:05,131.0
03-28 07:15,132.0
03-28 07:25,132.0
03-28 07:35,132.0
03-28 07:45,130.0
03-28 07:55,131.0
03-28 08:05,130.0
03-28 08:15,139.0
03-28 08:25,146.0
03-28 08:35,150.0
03-28 08:45,143.0
03-28 08:55,132.0
03-28 09:05,114.0
03-28 09:15,102.0
03-28 09:25,86.0
03-28 09:35,75.0
03-28 09:45,57.0
03-28 09:55,49.0
03-28 10:05,47.0
03-28 10:15,45.0
03-28 10:25,40.0
03-28 10:35,33.0
03-28 10:45,25.0
03-28 10:55,25.0
03-28 11:05,20.0
03-28 11:15,18.0
03-28 11:25,15.0
03-28 11:35,17.0
03-28 11:45,13.0
03-28 11:55,9.0
03-28 12:00,1.0
03-28 12:10,1.0
03-28 12:20,1.0
03-28 12:30,-3.0
03-28 12:40,-7.0
03-28 12:50,-12.0
03-28 13:00,-13.0
03-28 13:10,-15.0
03-28 13:20,-12.0
03-28 13:30,-6.0
03-28 13:40,-1.0
03-28 13:50,0.0
03-28 14:00,-2.0
03-28 14:10,-5.0
03-28 14:20,-9.0
03-28 14:30,-7.0
03-28 14:40,2.0
03-28 14:50,10.0
03-28 15:00,17.0
03-28 15:10,22.0
03-28 15:20,26.0
03-28 15:30,36.0
03-28 15:40,49.0
03-28 15:50,58.0
03-28 16:00,73.0
03-28 16:10,82.0
03-28 16:20,96.0
03-28 16:30,115.0
03-28 16:40,137.0
03-28 16:50,149.0
03-28 17:00,150.0
03-28 17:10,156.0
03-28 17:20,164.0
03-28 17:30,169.0
03-28 17:40,169.0
03-28 17:50,166.0
03-28 18:00,166.0
03-28 18:10,159.0
03-28 18:20,154.0
03-28 18:30,151.0
03-28 18:40,159.0
03-28 18:50,169.0
03-28 19:00,178.0
03-28 19:10,189.0
03-28 19:20,203.0
03-28 19:30,209.0
03-28 19:40,216.0
03-28 19:50,222.0
03-28 20:00,232.0
03-28 20:10,234.0
03-28 20:20,243.0
03-28 20:30,243.0
03-28 20:40,249.0
03-28 20:50,249.0
03-28 21:00,258.0
03-28 21:10,270.0
03-28 21:20,277.0
03-28 21:30,284.0
03-28 21:40,293.0
03-28 21:50,303.0
03-28 22:00,317.0
03-28 22:10,321.0
03-28 22:20,330.0
03-28 22:30,329.0
03-28 22:40,333.0
03-28 22:51,334.0
03-28 23:01,335.0
03-28 23:11,336.0
03-28 23:21,336.0
03-28 23:31,339.0
03-28 23:41,349.0
03-28 23:51,358.0
03-29 00:01,371.0
03-29 00:11,372.0
03-29 00:21,372.0
03-29 00:31,366.0
03-29 00:41,365.0
03-29 00:51,367.0
03-29 01:01,363.0
03-29 01:11,368.0
03-29 01:21,357.0
03-29 01:31,355.0
03-29 01:41,348.0
03-29 01:52,349.0
03-29 02:02,341.0
03-29 02:12,333.0
03-29 02:22,326.0
03-29 02:32,316.0
03-29 02:42,308.0
03-29 02:52,301.0
03-29 03:02,298.0
03-29 03:12,290.0
03-29 03:22,277.0
03-29 03:32,271.0
03-29 03:42,260.0
03-29 03:52,246.0
03-29 04:02,229.0
03-29 04:12,209.0
03-29 04:22,190.0
03-29 04:32,176.0
03-29 04:42,167.0
03-29 04:52,162.0
03-29 05:02,154.0
03-29 05:12,147.0
03-29 05:22,139.0
03-29 05:32,140.0
03-29 05:42,143.0
03-29 05:52,150.0
03-29 06:02,157.0
03-29 06:12,157.0
03-29 06:22,151.0
03-29 06:32,148.0
03-29 06:42,136.0
03-29 06:52,125.0
03-29 07:02,112.0
03-29 07:12,102.0
03-29 07:22,88.0
03-29 07:32,73.0
03-29 07:42,68.0
03-29 07:52,71.0
03-29 08:02,78.0
03-29 08:12,82.0
03-29 08:22,87.0
03-29 08:32,88.0
03-29 08:42,88.0
03-29 08:52,87.0
03-29 09:02,90.0
03-29 09:12,89.0
03-29 09:22,88.0
03-29 09:32,88.0
03-29 09:42,83.0
03-29 09:52,84.0
03-29 10:02,80.0
03-29 10:12,74.0
03-29 10:22,63.0
03-29 10:32,51.0
03-29 10:42,46.0
03-29 10:52,37.0
03-29 11:02,29.0
03-29 11:12,26.0
03-29 11:22,23.0
03-29 11:32,15.0
03-29 11:42,1.0
03-29 11:52,-6.0
03-29 12:00,-15.0
03-29 12:10,-13.0
03-29 12:20,-13.0
03-29 12:30,-7.0
03-29 12:40,0.0
03-29 12:50,6.0
03-29 13:00,0.0
03-29 13:10,-2.0
03-29 13:20,-1.0
03-29 13:30,3.0
03-29 13:40,-4.0
03-29 13:50,-3.0
03-29 14:00,-4.0
03-29 14:10,-1.0
03-29 14:20,13.0
03-29 14:30,36.0
03-29 14:40,66.0
03-29 14:50,93.0
03-29 14:59,138.0
03-29 15:09,133.0
03-29 15:20,139.0
03-29 15:30,147.0
03-29 15:40,159.0
03-29 15:50,168.0
03-29 16:00,173.0
03-29 16:10,185.0
03-29 16:20,211.0
03-29 16:30,196.0
03-29 16:32,160.0
03-29 16:42,182.0
03-29 16:52,195.0
03-29 17:03,222.0
03-29 17:13,232.0
03-29 17:23,242.0
03-29 17:33,252.0
03-29 17:43,262.0
03-29 17:53,272.0
03-29 18:03,281.0
03-29 18:13,294.0
03-29 18:23,298.0
03-29 18:33,292.0
03-29 18:43,293.0
03-29 18:53,284.0
03-29 19:03,284.0
03-29 19:13,284.0
03-29 19:23,286.0
03-29 19:33,291.0
03-29 19:43,288.0
03-29 19:53,296.0
03-29 20:03,290.0
03-29 20:13,286.0
03-29 20:23,269.0
03-29 20:33,259.0
03-29 20:43,248.0
03-29 20:53,235.0
03-29 21:03,242.0
03-29 21:13,246.0
03-29 21:23,253.0
03-29 21:33,246.0
03-29 21:43,241.0
03-29 21:53,235.0
03-29 22:03,224.0
03-29 22:13,219.0
03-29 22:23,212.0
03-29 22:33,212.0
03-29 22:43,210.0
03-29 22:53,204.0
03-29 23:03,201.0
03-29 23:13,194.0
03-29 23:23,197.0
03-29 23:33,189.0
03-29 23:43,181.0
03-29 23:53,169.0
03-30 00:03,167.0
03-30 00:13,165.0
03-30 00:23,153.0
03-30 00:33,158.0
03-30 00:43,161.0
03-30 00:53,165.0
03-30 01:03,160.0
03-30 01:13,155.0
03-30 01:23,153.0
03-30 01:33,145.0
03-30 01:43,144.0
03-30 01:53,152.0
03-30 02:03,158.0
03-30 02:13,157.0
03-30 02:23,152.0
03-30 02:33,150.0
03-30 02:43,147.0
03-30 02:53,150.0
03-30 03:03,147.0
03-30 03:13,147.0
03-30 03:23,145.0
03-30 03:33,145.0
03-30 03:43,132.0
03-30 03:53,125.0
03-30 04:03,120.0
03-30 04:13,117.0
03-30 04:23,110.0
03-30 04:33,105.0
03-30 04:43,103.0
03-30 04:53,102.0
03-30 05:03,100.0
03-30 05:13,95.0
03-30 05:23,98.0
03-30 05:33,100.0
03-30 05:43,102.0
03-30 05:53,109.0
03-30 06:03,111.0
03-30 06:13,113.0
03-30 06:23,110.0
03-30 06:33,104.0
03-30 06:43,98.0
03-30 06:53,92.0
03-30 07:03,85.0
03-30 07:13,83.0
03-30 07:23,89.0
03-30 07:33,90.0
03-30 07:43,94.0
03-30 07:53,97.0
03-30 08:03,105.0
03-30 08:13,104.0
03-30 08:23,94.0
03-30 08:33,79.0
03-30 08:43,63.0
03-30 08:53,49.0
03-30 09:03,38.0
03-30 09:13,37.0
03-30 09:23,35.0
03-30 09:33,43.0
03-30 09:43,63.0
03-30 09:53,83.0
03-30 10:03,103.0
03-30 10:13,117.0
03-30 10:23,140.0
03-30 10:33,166.0
03-30 10:43,190.0
03-30 10:53,213.0
03-30 11:03,232.0
03-30 11:13,255.0
03-30 11:23,270.0
03-30 11:33,291.0
03-30 11:43,306.0
03-30 11:53,322.0
03-30 12:00,352.0
03-30 12:10,347.0
03-30 12:20,351.0
03-30 12:30,353.0
03-30 12:40,345.0
03-30 12:50,336.0
03-30 13:00,334.0
03-30 13:10,347.0
03-30 13:20,354.0
03-30 13:31,354.0
03-30 13:41,351.0
03-30 13:51,350.0
03-30 14:01,346.0
03-30 14:11,342.0
03-30 14:21,347.0
03-30 14:31,346.0
03-30 14:41,335.0
03-30 14:51,317.0
03-30 15:01,307.0
03-30 15:11,301.0
03-30 15:21,302.0
03-30 15:31,297.0
03-30 15:41,304.0
03-30 15:51,300.0
03-30 16:01,301.0
03-30 16:11,300.0
03-30 16:21,301.0
03-30 16:31,297.0
03-30 16:41,291.0
03-30 16:51,289.0
03-30 17:01,286.0
03-30 17:11,285.0
03-30 17:21,278.0
03-30 17:31,264.0
03-30 17:41,240.0
03-30 17:51,224.0
03-30 18:01,203.0
03-30 18:11,184.0
03-30 18:21,165.0
03-30 18:31,149.0
03-30 18:41,135.0
03-30 18:51,122.0
03-30 19:01,109.0
03-30 19:11,105.0
03-30 19:21,94.0
03-30 19:31,97.0
03-30 19:41,98.0
03-30 19:51,105.0
03-30 20:01,108.0
03-30 20:11,109.0
03-30 20:21,109.0
03-30 20:31,107.0
03-30 20:41,106.0
03-30 20:51,103.0
03-30 21:01,96.0
03-30 21:11,101.0
03-30 21:21,100.0
03-30 21:31,101.0
03-30 21:41,92.0
03-30 21:51,98.0
03-30 22:01,96.0
03-30 22:11,99.0
03-30 22:21,96.0
03-30 22:31,98.0
03-30 22:41,96.0
03-30 22:51,89.0
03-30 23:01,84.0
03-30 23:11,76.0
03-30 23:21,80.0
03-30 23:31,79.0
03-30 23:41,78.0
03-30 23:51,77.0
03-31 00:01,76.0
03-31 00:11,76.0
03-31 00:21,70.0
03-31 00:31,70.0
03-31 00:41,71.0
03-31 00:51,75.0
03-31 01:01,83.0
03-31 01:11,89.0
03-31 01:21,88.0
03-31 01:31,78.0
03-31 01:41,74.0
03-31 01:51,69.0
03-31 02:01,68.0
03-31 02:11,62.0
03-31 02:21,63.0
03-31 02:31,59.0
03-31 02:41,62.0
03-31 02:51,63.0
03-31 03:01,68.0
03-31 03:11,71.0
03-31 03:21,71.0
03-31 03:32,74.0
03-31 03:42,74.0
03-31 03:52,72.0
03-31 04:02,71.0
03-31 04:12,67.0
03-31 04:22,71.0
03-31 04:32,64.0
03-31 04:42,67.0
03-31 04:52,60.0
03-31 05:02,54.0
03-31 05:12,44.0
03-31 05:22,37.0
03-31 05:32,36.0
03-31 05:42,34.0
03-31 05:52,37.0
03-31 06:02,35.0
03-31 06:12,36.0
03-31 06:22,35.0
03-31 06:32,30.0
03-31 06:42,29.0
03-31 06:52,25.0
03-31 07:02,30.0
03-31 07:12,38.0
03-31 07:22,48.0
03-31 07:32,54.0
03-31 07:42,53.0
03-31 07:52,42.0
03-31 08:02,32.0
03-31 08:12,31.0
03-31 08:22,35.0
03-31 08:32,31.0
03-31 08:42,34.0
03-31 08:52,31.0
03-31 09:02,37.0
03-31 09:12,49.0
03-31 09:22,54.0
03-31 09:32,64.0
03-31 09:42,70.0
03-31 09:52,77.0
03-31 10:02,83.0
03-31 10:12,89.0
03-31 10:22,103.0
03-31 10:32,112.0
03-31 10:42,122.0
03-31 10:52,142.0
03-31 11:02,161.0
03-31 11:12,188.0
03-31 11:22,216.0
03-31 11:32,248.0
03-31 11:42,277.0
03-31 11:52,305.0
03-31 12:00,403.0
03-31 12:10,403.0
03-31 12:20,409.0
03-31 12:30,423.0
03-31 12:40,436.0
03-31 12:50,440.0
03-31 13:00,441.0
03-31 13:11,436.0
03-31 13:21,438.0
03-31 13:31,435.0
03-31 13:41,432.0
03-31 13:51,430.0
03-31 14:01,426.0
03-31 14:11,423.0
03-31 14:21,417.0
03-31 14:31,413.0
03-31 14:41,401.0
03-31 14:51,401.0
03-31 15:01,403.0
03-31 15:11,400.0
03-31 15:21,385.0
03-31 15:31,380.0
03-31 15:42,366.0
03-31 15:52,370.0
03-31 16:02,355.0
03-31 16:12,349.0
03-31 16:22,337.0
03-31 16:32,338.0
03-31 16:42,341.0
03-31 16:52,337.0
03-31 17:02,335.0
03-31 17:12,332.0
03-31 17:22,327.0
03-31 17:32,319.0
03-31 17:42,321.0
03-31 17:52,322.0
03-31 18:02,320.0
03-31 18:12,321.0
03-31 18:22,316.0
03-31 18:32,318.0
03-31 18:42,318.0
03-31 18:52,315.0
03-31 19:02,319.0
03-31 19:12,317.0
03-31 19:22,317.0
03-31 19:32,311.0
03-31 19:42,321.0
03-31 19:52,320.0
03-31 20:02,320.0
03-31 20:12,310.0
03-31 20:22,310.0
03-31 20:32,304.0
03-31 20:42,306.0
03-31 20:52,302.0
03-31 21:02,299.0
03-31 21:12,299.0
03-31 21:22,298.0
03-31 21:32,301.0
03-31 21:42,306.0
03-31 21:52,306.0
03-31 22:02,309.0
03-31 22:12,306.0
03-31 22:22,314.0
03-31 22:32,317.0
03-31 22:42,319.0
03-31 22:52,315.0
03-31 23:02,314.0
03-31 23:12,312.0
03-31 23:22,315.0
03-31 23:32,308.0
03-31 23:42,309.0
03-31 23:52,307.0
04-01 00:02,305.0
04-01 00:12,300.0
04-01 00:22,305.0
04-01 00:32,301.0
04-01 00:42,304.0
04-01 00:52,301.0
04-01 01:02,300.0
04-01 01:12,296.0
04-01 01:22,292.0
04-01 01:32,287.0
04-01 01:42,290.0
04-01 01:52,287.0
04-01 02:02,293.0
04-01 02:12,291.0
04-01 02:22,289.0
04-01 02:32,280.0
04-01 02:42,274.0
04-01 02:52,274.0
04-01 03:02,274.0
04-01 03:12,278.0
04-01 03:22,271.0
04-01 03:32,271.0
04-01 03:42,263.0
04-01 03:52,264.0
04-01 04:02,253.0
04-01 04:12,258.0
04-01 04:22,256.0
04-01 04:32,263.0
04-01 04:42,260.0
04-01 04:52,256.0
04-01 05:02,250.0
04-01 05:12,249.0
04-01 05:22,248.0
04-01 05:32,239.0
04-01 05:42,232.0
04-01 05:52,229.0
04-01 06:02,226.0
04-01 06:12,220.0
04-01 06:22,222.0
04-01 06:32,226.0
04-01 06:42,220.0
04-01 06:52,220.0
04-01 07:02,217.0
04-01 07:12,223.0
04-01 07:22,219.0
04-01 07:32,215.0
04-01 07:42,214.0
04-01 07:52,222.0
04-01 08:02,218.0
04-01 08:12,219.0
04-01 08:22,219.0
04-01 08:32,215.0
04-01 08:42,207.0
04-01 08:52,202.0
04-01 09:02,195.0
04-01 09:12,199.0
04-01 09:22,200.0
04-01 09:32,206.0
04-01 09:42,204.0
04-01 09:53,195.0
04-01 10:03,189.0
04-01 10:13,180.0
04-01 10:23,182.0
04-01 10:33,187.0
04-01 10:43,194.0
04-01 10:53,202.0
04-01 11:03,207.0
04-01 11:13,216.0
04-01 11:23,221.0
04-01 11:33,231.0
04-01 11:43,240.0
04-01 11:53,247.0
04-01 12:00,267.0
04-01 12:10,262.0
04-01 12:20,263.0
04-01 12:30,268.0
04-01 12:40,275.0
04-01 12:50,287.0
04-01 13:00,297.0
04-01 13:10,313.0
04-01 13:20,324.0
04-01 13:30,331.0
04-01 13:40,338.0
04-01 13:50,339.0
04-01 14:00,346.0
04-01 14:10,352.0
04-01 14:20,358.0
04-01 14:30,369.0
04-01 14:40,378.0
04-01 14:50,390.0
04-01 15:01,390.0
04-01 15:11,392.0
04-01 15:21,390.0
04-01 15:31,389.0
04-01 15:41,393.0
04-01 15:51,391.0
04-01 16:01,397.0
04-01 16:11,398.0
04-01 16:21,403.0
04-01 16:31,398.0
04-01 16:41,387.0
04-01 16:51,375.0
04-01 17:01,363.0
04-01 17:11,354.0
04-01 17:22,346.0
04-01 17:32,334.0
04-01 17:42,320.0
04-01 17:52,301.0
04-01 18:02,293.0
04-01 18:12,274.0
04-01 18:22,255.0
04-01 18:32,241.0
04-01 18:42,241.0
04-01 19:00,195.0
04-01 19:10,182.0
04-01 19:20,185.0
04-01 19:30,178.0
04-01 19:40,182.0
04-01 19:50,181.0
04-02 10:34,101.0
04-02 10:44,98.0
04-02 10:54,105.0
04-02 11:04,96.0
04-02 11:05,110.0
04-02 11:15,105.0
04-02 11:25,109.0
04-02 11:35,119.0
04-02 11:45,131.0
04-02 11:55,145.0
04-02 12:00,175.0
04-02 12:10,180.0
04-02 12:20,177.0
04-02 12:30,174.0
04-02 12:40,175.0
04-02 12:50,186.0
04-02 13:00,193.0
04-02 13:10,197.0
04-02 13:20,202.0
04-02 13:30,202.0
04-02 13:40,202.0
04-02 13:50,208.0
04-02 14:00,214.0
04-02 14:10,222.0
04-02 14:20,233.0
04-02 14:30,249.0
04-02 14:40,260.0
04-02 14:50,262.0
04-02 15:00,269.0
04-02 15:10,272.0
04-02 15:20,281.0
04-02 15:30,287.0
04-02 15:40,299.0
04-02 15:50,311.0
04-02 16:00,313.0
04-02 16:10,313.0
04-02 16:20,314.0
04-02 16:30,316.0
04-02 16:40,316.0
04-02 16:50,311.0
04-02 17:00,316.0
04-02 17:10,323.0
04-02 17:20,330.0
04-02 17:30,329.0
04-02 17:40,330.0
04-02 17:50,333.0
04-02 18:00,336.0
04-02 18:10,343.0
04-02 18:20,335.0
04-02 18:31,348.0
04-02 18:41,354.0
04-02 18:51,365.0
04-02 19:01,350.0
04-02 19:11,363.0
04-02 19:21,367.0
04-02 19:31,362.0
04-02 19:41,366.0
04-02 20:32,364.0
04-02 20:42,349.0
04-02 20:52,355.0
04-02 21:02,348.0
04-02 21:12,349.0
04-02 21:22,341.0
04-02 21:32,343.0
04-02 21:42,339.0
04-02 21:52,335.0
04-02 22:02,330.0
04-02 22:12,328.0
04-02 22:22,325.0
04-02 22:32,324.0
04-02 22:42,320.0
04-02 22:52,314.0
04-02 23:02,308.0
04-02 23:12,303.0
04-02 23:22,296.0
04-02 23:32,281.0
04-02 23:42,272.0
04-02 23:52,261.0
04-03 00:02,256.0
04-03 00:12,247.0
04-03 00:22,246.0
04-03 00:32,235.0
04-03 00:42,235.0
04-03 00:52,232.0
04-03 01:02,234.0
04-03 01:12,227.0
04-03 01:22,224.0
04-03 01:32,229.0
04-03 01:42,233.0
04-03 01:52,235.0
04-03 02:02,229.0
04-03 02:12,220.0
04-03 02:22,216.0
04-03 02:32,213.0
04-03 02:42,202.0
04-03 02:52,193.0
04-03 03:02,179.0
04-03 03:12,177.0
04-03 03:22,175.0
04-03 03:32,175.0
04-03 03:42,174.0
04-03 03:53,174.0
04-03 04:03,170.0
04-03 04:13,170.0
04-03 04:23,170.0
04-03 04:33,170.0
04-03 04:43,178.0
04-03 04:53,178.0
04-03 05:03,183.0
04-03 05:13,183.0
04-03 05:23,179.0
04-03 05:33,178.0
04-03 05:43,181.0
04-03 05:53,185.0
04-03 06:03,191.0
04-03 06:13,190.0
04-03 06:23,188.0
04-03 06:33,181.0
04-03 06:43,172.0
04-03 06:53,167.0
04-03 07:03,166.0
04-03 07:13,170.0
04-03 07:23,169.0
04-03 07:33,165.0
04-03 07:43,157.0
04-03 07:53,158.0
04-03 08:03,158.0
04-03 08:13,153.0
04-03 08:23,143.0
04-03 08:33,138.0
04-03 08:43,138.0
04-03 08:53,146.0
04-03 09:03,144.0
04-03 09:13,139.0
04-03 09:23,131.0
04-03 09:33,141.0
04-03 09:43,152.0
04-03 09:53,160.0
04-03 10:03,157.0
04-03 10:13,153.0
04-03 10:23,148.0
04-03 10:33,145.0
04-03 10:43,148.0
04-03 10:53,150.0
04-03 11:03,154.0
04-03 11:13,159.0
04-03 11:23,162.0
04-03 11:33,172.0
04-03 11:43,175.0
04-03 11:53,183.0
04-03 12:00,183.0
04-03 12:10,195.0
04-03 12:20,194.0
04-03 12:30,196.0
04-03 12:40,191.0
04-03 12:50,187.0
04-03 13:00,188.0
04-03 13:10,192.0
04-03 13:20,196.0
04-03 13:30,203.0
04-03 13:40,203.0
04-03 13:50,207.0
04-03 14:00,125.0
04-03 14:10,12.0
04-03 14:20,-68.0
04-03 14:30,-88.0
04-03 14:40,-63.0
04-03 14:50,-54.0
04-03 15:00,-5.0
04-03 15:10,27.0
04-03 15:20,54.0
04-03 15:30,83.0
04-03 15:40,101.0
04-03 15:50,123.0
04-03 16:00,138.0
04-03 16:10,155.0
04-03 16:20,169.0
04-03 16:30,177.0
04-03 16:40,182.0
04-03 16:50,181.0
04-03 16:56,180.0
04-03 17:06,185.0
04-03 17:16,185.0
04-03 17:26,185.0
04-03 17:36,178.0
04-03 17:46,176.0
04-03 17:56,169.0
04-03 18:06,167.0
04-03 18:16,167.0
04-03 18:26,170.0
04-03 18:36,172.0
04-03 18:46,176.0
04-03 18:56,181.0
04-03 19:06,188.0
04-03 19:16,189.0
04-03 19:26,195.0
04-03 19:36,186.0
04-03 19:46,178.0
04-03 19:56,146.0
04-03 20:06,142.0
04-03 20:16,148.0
04-03 20:26,155.0
04-03 20:36,158.0
04-03 20:46,161.0
04-03 20:56,162.0
04-03 21:06,164.0
04-03 21:16,165.0
04-03 21:26,169.0
04-03 21:36,168.0
04-03 21:46,175.0
04-03 21:56,176.0
04-03 22:06,180.0
04-03 22:16,175.0
04-03 22:26,182.0
04-03 22:36,183.0
04-03 22:46,187.0
04-03 22:56,188.0
04-03 23:06,190.0
04-03 23:16,186.0
04-03 23:26,181.0
04-03 23:36,175.0
04-03 23:46,173.0
04-03 23:56,169.0
04-04 00:06,165.0
04-04 00:16,158.0
04-04 00:26,158.0
04-04 00:36,152.0
04-04 00:46,152.0
04-04 00:56,139.0
04-04 01:06,127.0
04-04 01:16,114.0
04-04 01:26,105.0
04-04 01:36,101.0
04-04 01:46,102.0
04-04 01:56,102.0
04-04 02:06,101.0
04-04 02:16,98.0
04-04 02:26,96.0
04-04 02:36,100.0
04-04 02:46,104.0
04-04 02:57,109.0
04-04 03:07,108.0
04-04 03:17,105.0
04-04 03:27,102.0
04-04 03:37,107.0
04-04 03:47,107.0
04-04 03:57,110.0
04-04 04:07,109.0
04-04 04:17,116.0
04-04 04:27,116.0
04-04 04:37,116.0
04-04 04:47,115.0
04-04 04:57,119.0
04-04 05:07,116.0
04-04 05:17,120.0
04-04 05:27,119.0
04-04 05:37,118.0
04-04 05:47,125.0
04-04 05:57,124.0
04-04 06:07,127.0
04-04 06:17,127.0
04-04 06:27,126.0
04-04 06:37,125.0
04-04 06:47,121.0
04-04 06:57,124.0
04-04 07:07,126.0
04-04 07:17,125.0
04-04 07:27,127.0
04-04 07:37,131.0
04-04 07:47,137.0
04-04 07:57,139.0
04-04 08:07,142.0
04-04 08:17,147.0
04-04 08:27,149.0
04-04 08:37,146.0
04-04 08:47,143.0
04-04 08:57,142.0
04-04 09:07,141.0
04-04 09:17,135.0
04-04 09:27,127.0
04-04 09:37,125.0
04-04 09:47,133.0
04-04 09:57,143.0
04-04 10:07,149.0
04-04 10:17,154.0
04-04 10:27,165.0
04-04 10:37,173.0
04-04 10:47,184.0
04-04 10:57,193.0
04-04 11:07,202.0
04-04 11:17,206.0
04-04 11:27,203.0
04-04 11:37,211.0
04-04 11:47,215.0
04-04 11:57,221.0
04-04 12:00,230.0
04-04 12:10,229.0
04-04 12:20,229.0
04-04 12:30,235.0
04-04 12:40,234.0
04-04 12:50,236.0
04-04 13:00,240.0
04-04 13:10,250.0
04-04 13:20,253.0
04-04 13:30,261.0
04-04 13:40,266.0
04-04 13:50,264.0
04-04 14:00,267.0
04-04 14:10,265.0
04-04 14:20,271.0
