Time,Air Quality
02-20 16:26,351.0
02-20 16:26,350.0
02-20 16:27,350.0
02-20 16:27,350.0
02-20 16:27,351.0
02-20 16:27,351.0
02-20 16:27,351.0
02-20 16:27,350.0
02-20 16:27,348.0
02-20 16:27,349.0
02-20 16:28,348.0
02-20 16:28,351.0
02-20 16:28,349.0
02-20 16:28,349.0
02-20 16:28,349.0
02-20 16:28,349.0
02-20 16:28,350.0
02-20 16:28,347.0
02-20 16:28,344.0
02-20 16:29,339.0
02-20 16:29,334.0
02-20 16:29,334.0
02-20 16:29,344.0
02-20 16:29,349.0
02-20 16:29,360.0
02-20 16:29,357.0
02-20 16:29,354.0
02-20 16:29,351.0
02-20 16:29,349.0
02-20 16:30,349.0
02-20 16:30,348.0
02-20 16:30,348.0
02-20 16:30,345.0
02-20 16:30,345.0
02-20 16:30,347.0
02-20 16:30,345.0
02-20 16:30,344.0
02-20 16:31,344.0
02-20 16:31,344.0
02-20 16:31,346.0
02-20 16:31,346.0
02-20 16:31,345.0
02-20 16:31,344.0
02-20 16:31,343.0
02-20 16:31,344.0
02-20 16:32,344.0
02-20 16:32,344.0
02-20 16:32,344.0
02-20 16:32,344.0
02-20 16:32,344.0
02-20 16:32,344.0
02-20 16:32,344.0
02-20 16:32,344.0
02-20 16:33,343.0
02-20 16:33,343.0
02-20 16:33,343.0
02-20 16:43,340.0
02-20 16:43,335.0
02-20 16:43,330.0
02-20 16:55,331.0
02-20 16:55,331.0
02-20 16:56,330.0
02-20 16:56,340.0
02-20 16:56,348.0
02-20 16:56,357.0
02-20 16:56,354.0
02-20 16:56,351.0
02-20 16:56,348.0
02-20 16:57,346.0
02-20 16:57,345.0
02-20 16:57,344.0
02-20 16:57,344.0
02-20 16:57,346.0
02-20 16:57,344.0
02-20 16:58,343.0
02-20 16:58,343.0
02-20 16:58,342.0
02-20 16:58,341.0
02-20 16:58,341.0
02-20 16:59,342.0
02-20 16:59,340.0
02-20 17:09,334.0
02-20 17:19,325.0
02-20 17:29,320.0
02-20 17:39,313.0
02-20 17:49,307.0
02-20 17:59,297.0
02-20 18:09,287.0
02-20 18:19,286.0
02-20 18:29,280.0
02-20 18:39,275.0
02-20 18:49,269.0
02-20 18:59,269.0
02-20 19:09,268.0
02-20 19:19,265.0
02-20 19:29,264.0
02-20 19:39,264.0
02-20 19:49,258.0
02-20 19:59,252.0
02-20 20:09,251.0
02-20 20:19,257.0
02-20 20:29,266.0
02-20 20:39,264.0
02-20 20:49,262.0
02-20 20:59,256.0
02-20 21:09,251.0
02-20 21:19,251.0
02-20 21:29,241.0
02-20 21:39,239.0
02-20 21:49,234.0
02-20 21:59,230.0
02-20 22:09,223.0
02-20 22:19,216.0
02-20 22:29,213.0
02-20 22:39,209.0
02-20 22:49,209.0
02-20 22:59,203.0
02-20 23:09,201.0
02-20 23:19,198.0
02-20 23:29,194.0
02-20 23:39,193.0
02-20 23:49,189.0
02-20 23:59,192.0
02-21 00:09,185.0
02-21 00:19,183.0
02-21 00:29,181.0
02-21 00:39,180.0
02-21 00:49,175.0
02-21 00:59,169.0
02-21 01:09,166.0
02-21 01:19,164.0
02-21 01:29,162.0
02-21 01:39,161.0
02-21 01:49,162.0
02-21 01:59,162.0
02-21 02:09,158.0
02-21 02:19,165.0
02-21 02:29,173.0
02-21 02:39,178.0
02-21 02:49,175.0
02-21 02:59,170.0
02-21 03:09,166.0
02-21 03:19,162.0
02-21 03:29,158.0
02-21 03:39,157.0
02-21 03:49,158.0
02-21 03:59,157.0
02-21 04:09,161.0
02-21 04:19,155.0
02-21 04:29,148.0
02-21 04:39,143.0
02-21 04:49,145.0
02-21 04:59,145.0
02-21 05:09,147.0
02-21 05:19,141.0
02-21 05:29,140.0
02-21 05:34,144.0
02-21 05:44,138.0
02-21 05:54,139.0
02-21 06:04,139.0
02-21 06:14,137.0
02-21 06:24,133.0
02-21 06:34,129.0
02-21 06:44,128.0
02-21 06:54,124.0
02-21 07:04,122.0
02-21 07:14,119.0
02-21 07:24,115.0
02-21 07:34,114.0
02-21 07:44,114.0
02-21 07:54,115.0
02-21 08:04,110.0
02-21 08:14,111.0
02-21 08:24,111.0
02-21 08:34,110.0
02-21 08:44,103.0
02-21 08:54,91.0
02-21 09:04,82.0
02-21 09:14,78.0
02-21 09:24,70.0
02-21 09:34,69.0
02-21 09:44,63.0
02-21 09:54,60.0
02-21 10:04,60.0
02-21 10:14,58.0
02-21 10:24,60.0
02-21 10:34,62.0
02-21 10:44,70.0
02-21 10:54,70.0
02-21 11:04,72.0
02-21 11:14,71.0
02-21 11:24,73.0
02-21 11:34,74.0
02-21 11:44,68.0
02-21 11:54,69.0
02-21 12:00,63.0
02-21 12:10,56.0
02-21 12:20,55.0
02-21 12:30,49.0
02-21 12:40,47.0
02-21 12:50,45.0
02-21 13:00,46.0
02-21 13:10,47.0
02-21 13:20,50.0
02-21 13:30,52.0
02-21 13:40,54.0
02-21 13:50,62.0
02-21 14:00,69.0
02-21 14:10,81.0
02-21 14:20,100.0
02-21 14:30,118.0
02-21 14:40,132.0
02-21 14:50,141.0
02-21 15:00,159.0
02-21 15:10,180.0
02-21 15:20,200.0
02-21 15:30,218.0
02-21 15:40,198.0
02-21 15:50,186.0
02-21 16:00,177.0
02-22 12:00,169.0
02-22 12:10,186.0
02-22 12:20,190.0
02-22 12:30,202.0
02-22 12:40,207.0
02-22 12:50,220.0
02-22 13:00,229.0
02-22 13:10,232.0
02-22 13:20,235.0
02-22 13:30,241.0
02-22 13:40,244.0
02-22 13:50,238.0
02-22 14:00,248.0
02-22 14:10,255.0
02-22 14:20,269.0
02-22 14:30,268.0
02-22 14:40,273.0
02-22 14:50,263.0
02-22 15:00,278.0
02-22 15:10,289.0
02-22 15:20,295.0
02-22 15:30,283.0
02-22 15:40,290.0
02-22 15:50,295.0
02-22 16:00,299.0
02-22 16:10,289.0
02-22 16:20,286.0
02-22 16:30,263.0
02-22 16:40,228.0
02-22 16:50,201.0
02-22 17:00,184.0
02-22 17:10,175.0
02-22 17:20,165.0
02-22 17:30,170.0
02-22 17:40,179.0
02-22 17:50,193.0
02-22 18:00,190.0
02-22 18:10,176.0
02-22 18:20,161.0
02-22 18:30,161.0
02-22 18:40,169.0
02-22 18:50,171.0
02-22 19:00,178.0
02-22 19:10,178.0
02-22 19:20,176.0
02-22 19:30,168.0
02-22 19:40,161.0
02-22 19:50,155.0
02-22 20:00,154.0
02-22 20:10,155.0
02-22 20:20,157.0
02-22 20:30,157.0
02-22 20:40,156.0
02-22 20:50,154.0
02-22 21:00,153.0
02-22 21:10,152.0
02-22 21:20,158.0
02-22 21:30,158.0
02-22 21:40,162.0
02-22 21:50,162.0
02-22 22:00,161.0
02-22 22:10,150.0
02-22 22:20,143.0
02-22 22:30,143.0
02-22 22:40,132.0
02-22 22:50,131.0
02-22 23:00,121.0
02-22 23:10,121.0
02-22 23:20,112.0
02-22 23:30,106.0
02-22 23:40,86.0
02-22 23:50,64.0
02-23 00:00,44.0
02-23 00:10,32.0
02-23 00:20,23.0
02-23 00:30,20.0
02-23 00:40,14.0
02-23 00:50,6.0
02-23 01:00,0.0
02-23 01:10,-10.0
02-23 01:20,-16.0
02-23 01:31,-21.0
02-23 01:41,-26.0
02-23 01:51,-34.0
02-23 02:01,-38.0
02-23 02:11,-47.0
02-23 02:21,-48.0
02-23 02:31,-46.0
02-23 02:41,-36.0
02-23 02:51,-28.0
02-23 03:01,-25.0
02-23 03:11,-25.0
02-23 03:21,-26.0
02-23 03:31,-25.0
02-23 03:41,-29.0
02-23 03:51,-37.0
02-23 04:01,-48.0
02-23 04:11,-58.0
02-23 04:21,-56.0
02-23 04:31,-62.0
02-23 04:41,-62.0
02-23 04:51,-72.0
02-23 05:01,-77.0
02-23 05:11,-89.0
02-23 05:21,-95.0
02-23 05:31,-90.0
02-23 05:41,-89.0
02-23 05:51,-78.0
02-23 06:01,-74.0
02-23 06:11,-60.0
02-23 06:21,-55.0
02-23 06:31,-55.0
02-23 06:41,-52.0
02-23 06:51,-53.0
02-23 07:01,-54.0
02-23 07:11,-53.0
02-23 07:21,-55.0
02-23 07:31,-57.0
02-23 07:41,-67.0
02-23 07:51,-70.0
02-23 08:01,-69.0
02-23 08:11,-67.0
02-23 08:21,-77.0
02-23 08:31,-88.0
02-23 08:41,-97.0
02-23 08:51,-97.0
02-23 09:01,-101.0
02-23 09:11,-99.0
02-23 09:21,-97.0
02-23 09:31,-91.0
02-23 09:41,-80.0
02-23 09:51,-75.0
02-23 10:01,-75.0
02-23 10:11,-76.0
02-23 10:21,-77.0
02-23 10:31,-78.0
02-23 10:41,-76.0
02-23 10:51,-75.0
02-23 11:01,-63.0
02-23 11:11,-52.0
02-23 11:21,-38.0
02-23 11:31,-27.0
02-23 11:41,-15.0
02-23 11:51,2.0
02-23 12:00,27.0
02-23 12:10,43.0
02-23 12:20,50.0
02-23 12:30,70.0
02-23 12:40,86.0
02-23 12:50,98.0
02-23 13:00,115.0
02-23 13:10,116.0
02-23 13:20,123.0
02-23 13:30,118.0
02-23 13:40,123.0
02-23 13:50,134.0
02-23 14:00,150.0
02-23 14:10,160.0
02-23 14:20,163.0
02-23 14:30,161.0
02-23 14:40,158.0
02-23 14:50,154.0
02-23 15:00,154.0
02-23 15:10,159.0
02-23 15:20,162.0
02-23 15:30,167.0
02-23 15:40,164.0
02-23 15:50,165.0
02-23 16:00,156.0
02-23 16:10,102.0
02-23 16:20,51.0
02-23 16:30,9.0
02-23 16:40,23.0
02-23 16:50,33.0
02-23 17:00,40.0
02-23 17:10,43.0
02-23 17:20,50.0
02-23 17:30,55.0
02-23 17:40,67.0
02-23 17:50,75.0
02-23 18:00,87.0
02-23 18:10,96.0
02-23 18:20,104.0
02-23 18:30,117.0
02-23 18:40,125.0
02-23 18:50,137.0
02-23 19:00,143.0
02-23 19:10,154.0
02-23 19:20,163.0
02-23 19:30,172.0
02-23 19:40,171.0
02-23 19:50,174.0
02-23 20:00,177.0
02-23 20:10,176.0
02-23 20:20,174.0
02-23 20:30,166.0
02-23 20:40,160.0
02-23 20:50,149.0
02-23 21:00,139.0
02-23 21:10,128.0
02-23 21:20,122.0
02-23 21:30,118.0
02-23 21:40,115.0
02-23 21:50,116.0
02-23 22:00,116.0
02-23 22:10,119.0
02-23 22:20,120.0
02-23 22:30,121.0
02-23 22:40,124.0
02-23 22:50,126.0
02-23 23:00,131.0
02-23 23:10,132.0
02-23 23:20,134.0
02-23 23:30,134.0
02-23 23:40,136.0
02-23 23:50,136.0
02-24 00:00,137.0
02-24 00:10,135.0
02-24 00:20,135.0
02-24 00:30,136.0
02-24 00:40,131.0
02-24 00:50,130.0
02-24 01:00,133.0
02-24 01:10,129.0
02-24 01:20,129.0
02-24 01:30,128.0
02-24 01:41,129.0
02-24 01:51,129.0
02-24 02:01,129.0
02-24 02:11,130.0
02-24 02:21,127.0
02-24 02:31,131.0
02-24 02:41,132.0
02-24 02:51,132.0
02-24 03:01,133.0
02-24 03:11,132.0
02-24 03:21,129.0
02-24 03:31,124.0
02-24 03:41,125.0
02-24 03:51,125.0
02-24 04:01,125.0
02-24 04:11,124.0
02-24 04:21,123.0
02-24 04:31,122.0
02-24 04:41,121.0
02-24 04:51,122.0
02-24 05:01,122.0
02-24 05:11,120.0
02-24 05:21,118.0
02-24 05:31,115.0
02-24 05:41,113.0
02-24 05:51,111.0
02-24 06:01,112.0
02-24 06:11,110.0
02-24 06:21,110.0
02-24 06:31,109.0
02-24 06:41,110.0
02-24 06:51,110.0
02-24 07:01,110.0
02-24 07:11,110.0
02-24 07:21,110.0
02-24 07:31,110.0
02-24 07:41,111.0
02-24 07:51,109.0
02-24 08:01,109.0
02-24 08:11,109.0
02-24 08:21,110.0
02-24 08:31,109.0
02-24 08:41,109.0
02-24 08:51,105.0
02-24 09:01,108.0
02-24 09:11,110.0
02-24 09:21,115.0
02-24 09:31,117.0
02-24 09:41,118.0
02-24 09:51,122.0
02-24 10:01,121.0
02-24 10:11,123.0
02-24 10:21,126.0
02-24 10:31,126.0
02-24 10:41,124.0
02-24 10:51,120.0
02-24 11:01,123.0
02-24 11:11,125.0
02-24 11:21,134.0
02-24 11:31,137.0
02-24 11:41,144.0
02-24 11:51,147.0
02-24 12:00,156.0
02-24 12:10,162.0
02-24 12:20,163.0
02-24 12:30,177.0
02-24 12:40,186.0
02-24 12:50,205.0
02-24 13:00,217.0
02-24 13:10,229.0
02-24 13:20,245.0
02-24 13:30,263.0
02-24 13:40,278.0
02-24 13:50,286.0
02-24 14:00,290.0
02-24 14:10,295.0
02-24 14:20,295.0
02-24 14:30,286.0
02-24 14:40,274.0
02-24 14:50,254.0
02-24 15:00,248.0
02-24 15:10,228.0
02-24 15:20,211.0
02-24 15:30,196.0
02-24 15:40,214.0
02-24 15:50,226.0
02-24 16:00,232.0
02-24 16:10,227.0
02-24 16:20,232.0
02-24 16:30,233.0
02-24 16:40,217.0
02-24 16:50,211.0
02-24 17:00,213.0
02-24 17:10,218.0
02-24 17:20,218.0
02-24 17:30,226.0
02-24 17:40,237.0
02-24 17:50,245.0
02-24 18:00,257.0
02-24 18:10,258.0
02-24 18:20,261.0
02-24 18:30,256.0
02-24 18:40,254.0
02-24 18:50,256.0
02-24 19:00,253.0
02-24 19:10,257.0
02-24 19:20,250.0
02-24 19:30,238.0
02-24 19:40,224.0
02-24 19:50,208.0
02-24 20:00,204.0
02-24 20:10,194.0
02-24 20:20,203.0
02-24 20:30,212.0
02-24 20:40,227.0
02-24 20:50,226.0
02-24 21:00,220.0
02-24 21:10,221.0
02-24 21:20,220.0
02-24 21:30,216.0
02-24 21:40,219.0
02-24 21:50,223.0
02-24 22:00,225.0
02-24 22:10,215.0
02-24 22:20,202.0
02-24 22:30,191.0
02-24 22:40,184.0
02-24 22:50,172.0
02-24 23:00,164.0
02-24 23:10,155.0
02-24 23:20,150.0
02-24 23:30,153.0
02-24 23:40,157.0
02-24 23:50,162.0
02-25 00:00,162.0
02-25 00:10,164.0
02-25 00:20,161.0
02-25 00:30,155.0
02-25 00:40,152.0
02-25 00:50,145.0
02-25 01:00,139.0
02-25 01:10,136.0
02-25 01:20,137.0
02-25 01:30,134.0
02-25 01:40,131.0
02-25 01:50,122.0
02-25 02:00,118.0
02-25 02:10,107.0
02-25 02:20,95.0
02-25 02:30,81.0
02-25 02:41,75.0
02-25 02:51,72.0
02-25 03:01,73.0
02-25 03:11,65.0
02-25 03:21,63.0
02-25 03:31,61.0
02-25 03:41,59.0
02-25 03:51,61.0
02-25 04:01,62.0
02-25 04:11,61.0
02-25 04:21,63.0
02-25 04:31,65.0
02-25 04:41,68.0
02-25 04:51,68.0
02-25 05:01,70.0
02-25 05:11,69.0
02-25 05:21,75.0
02-25 05:31,86.0
02-25 05:41,94.0
02-25 05:51,88.0
02-25 06:01,75.0
02-25 06:11,54.0
02-25 06:21,42.0
02-25 06:31,26.0
02-25 06:41,14.0
02-25 06:51,7.0
02-25 07:01,4.0
02-25 07:11,2.0
02-25 07:21,-1.0
02-25 07:31,4.0
02-25 07:41,11.0
02-25 07:51,12.0
02-25 08:01,5.0
02-25 08:11,-6.0
02-25 08:21,-15.0
02-25 08:31,-21.0
02-25 08:41,-29.0
02-25 08:51,-35.0
02-25 09:01,-39.0
02-25 09:11,-40.0
02-25 09:21,-39.0
02-25 09:31,-41.0
02-25 09:41,-39.0
02-25 09:51,-38.0
02-25 10:01,-36.0
02-25 10:11,-33.0
02-25 10:21,-25.0
02-25 10:31,-15.0
02-25 10:41,-3.0
02-25 10:51,13.0
02-25 11:01,36.0
02-25 11:11,63.0
02-25 11:21,83.0
02-25 11:31,99.0
02-25 11:41,107.0
02-25 11:51,124.0
02-25 12:00,149.0
02-25 12:10,155.0
02-25 12:20,160.0
02-25 12:30,173.0
02-25 12:40,176.0
02-25 12:50,181.0
02-25 13:00,191.0
02-25 13:10,190.0
02-25 13:20,184.0
02-25 13:30,175.0
02-25 13:40,173.0
02-25 13:50,169.0
02-25 14:00,164.0
02-25 14:10,157.0
02-25 14:20,160.0
02-25 14:30,162.0
02-25 14:40,170.0
02-25 14:50,163.0
02-25 15:00,153.0
02-25 15:10,144.0
02-25 15:20,145.0
02-25 15:30,151.0
02-25 15:40,152.0
02-25 15:50,157.0
02-25 16:00,152.0
02-25 16:10,147.0
02-25 16:20,136.0
02-25 16:30,127.0
02-25 16:40,119.0
02-25 16:50,113.0
02-25 17:00,111.0
02-25 17:10,108.0
02-25 17:20,106.0
02-25 17:30,97.0
02-25 17:40,91.0
02-25 17:50,67.0
02-25 18:00,47.0
02-25 18:10,31.0
02-25 18:20,31.0
02-25 18:30,32.0
02-25 18:40,28.0
02-25 18:50,37.0
02-25 19:00,42.0
02-25 19:10,48.0
02-25 19:20,53.0
02-25 19:30,59.0
02-25 19:40,71.0
02-25 19:50,81.0
02-25 20:00,94.0
02-25 20:10,96.0
02-25 20:20,97.0
02-25 20:30,106.0
02-25 20:40,116.0
02-25 20:50,118.0
02-25 21:00,117.0
02-25 21:10,118.0
02-25 21:20,121.0
02-25 21:30,124.0
02-25 21:40,126.0
02-25 21:50,128.0
02-25 22:00,127.0
02-25 22:10,128.0
02-25 22:20,128.0
02-25 22:30,128.0
02-25 22:40,129.0
02-25 22:50,129.0
02-25 23:00,130.0
02-25 23:10,130.0
02-25 23:20,131.0
02-25 23:30,125.0
02-25 23:40,124.0
02-25 23:50,122.0
02-26 00:00,128.0
02-26 00:10,130.0
02-26 00:20,132.0
02-26 00:30,133.0
02-26 00:40,133.0
02-26 00:50,134.0
02-26 01:00,135.0
02-26 01:10,139.0
02-26 01:20,138.0
02-26 01:30,137.0
02-26 01:40,137.0
02-26 01:50,141.0
02-26 02:00,140.0
02-26 02:10,136.0
02-26 02:20,133.0
02-26 02:30,132.0
02-26 02:40,129.0
02-26 02:50,124.0
02-26 03:00,123.0
02-26 03:10,119.0
02-26 03:21,115.0
02-26 03:31,108.0
02-26 03:41,100.0
02-26 03:51,89.0
02-26 04:01,81.0
02-26 04:11,77.0
02-26 04:21,73.0
02-26 04:31,68.0
02-26 04:41,65.0
02-26 04:51,60.0
02-26 05:01,54.0
02-26 05:11,52.0
02-26 05:21,50.0
02-26 05:31,48.0
02-26 05:41,45.0
02-26 05:51,43.0
02-26 06:01,35.0
02-26 06:11,32.0
02-26 06:21,32.0
02-26 06:31,37.0
02-26 06:41,36.0
02-26 06:51,29.0
02-26 07:01,25.0
02-26 07:11,26.0
02-26 07:21,24.0
02-26 07:31,25.0
02-26 07:41,21.0
02-26 07:51,17.0
02-26 08:01,11.0
02-26 08:11,9.0
02-26 08:21,11.0
02-26 08:31,12.0
02-26 08:41,11.0
02-26 08:51,10.0
02-26 09:01,8.0
02-26 09:11,6.0
02-26 09:21,8.0
02-26 09:31,8.0
02-26 09:41,11.0
02-26 09:51,16.0
02-26 10:01,19.0
02-26 10:11,24.0
02-26 10:21,31.0
02-26 10:31,41.0
02-26 10:41,59.0
02-26 10:51,75.0
02-26 11:01,92.0
02-26 11:11,103.0
02-26 11:21,116.0
02-26 11:31,122.0
02-26 11:41,127.0
02-26 11:51,127.0
02-26 12:00,152.0
02-26 12:10,145.0
02-26 12:20,139.0
02-26 12:30,135.0
02-26 12:40,138.0
02-26 12:50,145.0
02-26 13:00,142.0
02-26 13:10,149.0
02-26 13:20,151.0
02-26 13:30,149.0
02-26 13:40,146.0
02-26 13:50,154.0
02-26 14:00,165.0
02-26 14:10,165.0
02-26 14:20,160.0
02-26 14:30,159.0
02-26 14:40,159.0
02-26 14:50,159.0
02-26 15:00,150.0
02-26 15:10,157.0
02-26 15:20,162.0
02-26 15:30,160.0
02-26 15:40,155.0
02-26 15:50,152.0
02-26 16:00,148.0
02-26 16:10,129.0
02-26 16:20,126.0
02-26 16:30,121.0
02-26 16:40,117.0
02-26 16:50,102.0
02-26 17:00,98.0
02-26 17:10,94.0
02-26 17:20,91.0
02-26 17:30,96.0
02-26 17:40,98.0
02-26 17:50,103.0
02-26 18:00,104.0
02-26 18:10,107.0
02-26 18:20,110.0
02-26 18:30,115.0
02-26 18:40,122.0
02-26 18:50,126.0
02-26 19:00,132.0
02-26 19:10,135.0
02-26 19:20,135.0
02-26 19:30,133.0
02-26 19:40,130.0
02-26 19:50,135.0
02-26 20:00,132.0
02-26 20:10,134.0
02-26 20:20,131.0
02-26 20:30,135.0
02-26 20:40,138.0
02-26 20:50,145.0
02-26 21:00,149.0
02-26 21:10,144.0
02-26 21:20,138.0
02-26 21:30,136.0
02-26 21:40,133.0
02-26 21:50,134.0
02-26 22:00,128.0
02-26 22:10,122.0
02-26 22:20,125.0
02-26 22:30,120.0
02-26 22:40,121.0
02-26 22:50,115.0
02-26 23:00,112.0
02-26 23:10,110.0
02-26 23:20,108.0
02-26 23:30,105.0
02-26 23:40,100.0
02-26 23:50,100.0
02-27 00:00,97.0
02-27 00:10,96.0
02-27 00:20,93.0
02-27 00:30,92.0
02-27 00:40,93.0
02-27 00:50,93.0
02-27 01:00,92.0
02-27 01:10,91.0
02-27 01:21,85.0
02-27 01:31,86.0
02-27 01:41,84.0
02-27 01:51,79.0
02-27 02:01,83.0
02-27 02:11,78.0
02-27 02:21,76.0
02-27 02:31,72.0
02-27 02:41,66.0
02-27 02:51,58.0
02-27 03:01,50.0
02-27 03:11,42.0
02-27 03:21,37.0
02-27 03:31,35.0
02-27 03:41,33.0
02-27 03:51,27.0
02-27 04:01,25.0
02-27 04:11,24.0
02-27 04:21,20.0
02-27 04:31,20.0
02-27 04:41,22.0
02-27 04:51,22.0
02-27 05:01,27.0
02-27 05:11,27.0
02-27 05:21,28.0
02-27 05:31,31.0
02-27 05:41,31.0
02-27 05:51,33.0
02-27 06:01,33.0
02-27 06:11,30.0
02-27 06:21,27.0
02-27 06:31,26.0
02-27 06:41,27.0
02-27 06:51,29.0
02-27 07:01,28.0
02-27 07:11,26.0
02-27 07:21,27.0
02-27 07:31,23.0
02-27 07:41,17.0
02-27 07:51,16.0
02-27 08:01,12.0
02-27 08:11,6.0
02-27 08:21,1.0
02-27 08:31,-3.0
02-27 08:41,1.0
02-27 08:51,-3.0
02-27 09:01,-2.0
02-27 09:11,-1.0
02-27 09:21,1.0
02-27 09:31,1.0
02-27 09:41,0.0
02-27 09:51,-3.0
02-27 10:01,-9.0
02-27 10:11,-12.0
02-27 10:21,-8.0
02-27 10:31,-2.0
02-27 10:41,-4.0
02-27 10:51,-9.0
02-27 11:01,-13.0
02-27 11:11,-12.0
02-27 11:21,-19.0
02-27 11:31,-20.0
02-27 11:41,-24.0
02-27 11:51,-23.0
02-27 12:00,-1.0
02-27 12:10,-6.0
02-27 12:20,-3.0
02-27 12:30,0.0
02-27 12:40,5.0
02-27 12:50,7.0
02-27 13:00,8.0
02-27 13:10,18.0
02-27 13:20,25.0
02-27 13:30,41.0
02-27 13:40,58.0
02-27 13:50,71.0
02-27 14:00,75.0
02-27 14:10,77.0
02-27 14:20,83.0
02-27 14:30,99.0
02-27 14:40,112.0
02-27 14:50,129.0
02-27 15:00,140.0
02-27 15:10,154.0
02-27 15:20,163.0
02-27 15:30,165.0
02-27 15:40,116.0
02-27 15:50,77.0
02-27 16:00,52.0
02-27 16:10,79.0
02-27 16:20,98.0
02-27 16:30,112.0
02-27 16:40,121.0
02-27 16:50,135.0
02-27 17:00,138.0
02-27 17:10,149.0
02-27 17:20,148.0
02-27 17:30,150.0
02-27 17:40,148.0
02-27 17:50,151.0
02-27 18:00,160.0
02-27 18:10,164.0
02-27 18:20,172.0
02-27 18:30,173.0
02-27 18:40,175.0
02-27 18:50,173.0
02-27 19:00,175.0
02-27 19:10,182.0
02-27 19:20,185.0
02-27 19:30,185.0
02-27 19:40,178.0
02-27 19:50,179.0
02-27 20:00,180.0
02-27 20:10,179.0
02-27 20:20,183.0
02-27 20:30,181.0
02-27 20:40,183.0
02-27 20:50,181.0
02-27 21:00,180.0
02-27 21:10,180.0
02-27 21:20,185.0
02-27 21:30,196.0
02-27 21:40,206.0
02-27 21:50,210.0
02-27 22:00,213.0
02-27 22:10,211.0
02-27 22:20,212.0
02-27 22:30,212.0
02-27 22:40,212.0
02-27 22:50,213.0
02-27 23:00,214.0
02-27 23:10,215.0
02-27 23:20,214.0
02-27 23:30,214.0
02-27 23:40,215.0
02-27 23:50,214.0
02-28 00:00,212.0
02-28 00:10,210.0
02-28 00:20,209.0
02-28 00:30,208.0
02-28 00:40,208.0
02-28 00:50,206.0
02-28 01:00,206.0
02-28 01:10,204.0
02-28 01:20,201.0
02-28 01:30,200.0
02-28 01:40,197.0
02-28 01:50,195.0
02-28 02:00,196.0
02-28 02:10,193.0
02-28 02:20,191.0
02-28 02:30,184.0
02-28 02:41,184.0
02-28 02:51,181.0
02-28 03:01,181.0
02-28 03:11,179.0
02-28 03:21,177.0
02-28 03:31,175.0
02-28 03:41,174.0
02-28 03:51,174.0
02-28 04:01,174.0
02-28 04:11,174.0
02-28 04:21,172.0
02-28 04:31,173.0
02-28 04:41,170.0
02-28 04:51,171.0
02-28 05:01,170.0
02-28 05:11,169.0
02-28 05:21,169.0
02-28 05:31,167.0
02-28 05:41,165.0
02-28 05:51,167.0
02-28 06:01,167.0
02-28 06:11,161.0
02-28 06:21,157.0
02-28 06:31,153.0
02-28 06:41,155.0
02-28 06:51,153.0
02-28 07:01,152.0
02-28 07:11,145.0
02-28 07:21,135.0
02-28 07:31,123.0
02-28 07:41,114.0
02-28 07:51,108.0
02-28 08:01,101.0
02-28 08:11,96.0
02-28 08:21,86.0
02-28 08:31,83.0
02-28 08:41,82.0
02-28 08:51,83.0
02-28 09:01,86.0
02-28 09:11,87.0
02-28 09:21,86.0
02-28 09:31,80.0
02-28 09:41,80.0
02-28 09:51,78.0
02-28 10:01,76.0
02-28 10:11,74.0
02-28 10:21,76.0
02-28 10:31,74.0
02-28 10:41,71.0
02-28 10:51,73.0
02-28 11:01,73.0
02-28 11:11,72.0
02-28 11:21,77.0
02-28 11:31,83.0
02-28 11:41,101.0
02-28 11:51,118.0
02-28 12:00,163.0
02-28 12:10,173.0
02-28 12:20,176.0
02-28 12:30,184.0
02-28 12:40,184.0
02-28 12:50,192.0
02-28 13:00,203.0
02-28 13:10,214.0
02-28 13:20,231.0
02-28 13:30,241.0
02-28 13:40,250.0
02-28 13:50,250.0
02-28 14:00,250.0
02-28 14:10,259.0
02-28 14:20,258.0
02-28 14:30,264.0
02-28 14:40,261.0
02-28 14:50,251.0
02-28 15:00,232.0
02-28 15:10,207.0
02-28 15:20,193.0
02-28 15:30,192.0
02-28 15:40,192.0
02-28 15:50,184.0
02-28 16:00,164.0
02-28 16:10,144.0
02-28 16:20,134.0
02-28 16:30,128.0
02-28 16:40,122.0
02-28 16:50,113.0
02-28 17:00,112.0
02-28 17:10,110.0
02-28 17:20,110.0
02-28 17:30,110.0
02-28 17:40,105.0
02-28 17:50,93.0
02-28 18:00,77.0
02-28 18:10,66.0
02-28 18:20,51.0
02-28 18:30,40.0
02-28 18:40,31.0
02-28 18:50,18.0
02-28 19:00,9.0
02-28 19:10,-5.0
02-28 19:20,-16.0
02-28 19:30,-20.0
02-28 19:40,-17.0
02-28 19:50,-17.0
02-28 20:00,-19.0
02-28 20:10,-27.0
02-28 20:20,-29.0
02-28 20:30,-27.0
02-28 20:40,-21.0
02-28 20:50,-14.0
02-28 21:00,-9.0
02-28 21:10,-5.0
02-28 21:20,2.0
02-28 21:30,12.0
02-28 21:40,18.0
02-28 21:50,24.0
02-28 22:00,27.0
02-28 22:10,30.0
02-28 22:20,33.0
02-28 22:30,32.0
02-28 22:40,36.0
02-28 22:50,35.0
02-28 23:00,36.0
02-28 23:10,34.0
02-28 23:20,35.0
02-28 23:30,39.0
02-28 23:40,41.0
02-28 23:50,46.0
